start_gps,end_gps,start_census_tract_id,association_length,end_census_tract_id,population_density,rucc,associated_pci
"(35.0621115, -106.1919642, 1993.03778259309)","(35.0503405, -106.1567505, 1967.08047866534)",35049010312.0,5.08325903532799,35049010312.0,198.11,3.0,385
"(35.0503405, -106.1567505, 1967.08047866534)","(35.0488341, -106.1530578, 1970.03475331752)",35049010312.0,0.4636380794022133,35049010312.0,198.11,3.0,44
"(35.0488341, -106.1530578, 1970.03475331752)","(35.04666349566447, -106.1475372862394, 1967.7790457681176)",35049010312.0,0.6806496579720794,35049010312.0,198.11,3.0,385
"(35.04666349566447, -106.1475372862394, 1967.7790457681176)","(35.0440292, -106.1409031, 1953.60912516796)",35049010312.0,0.6725899818276745,35049010312.0,198.11,3.0,279
"(35.0440292, -106.1409031, 1953.60912516796)","(35.0440292, -106.1409031, 1953.60912516796)",35049010312.0,0.0,35049010312.0,198.11,3.0,346
"(35.0345236, -106.1186913, 1940.34713480536)","(35.0296655, -106.1077936, 1917.79490720735)",35057963201.0,1.4618956303709425,35057963201.0,71.89,2.0,279
"(35.0296655, -106.1077936, 1917.79490720735)","(35.0296655, -106.1077936, 1917.79490720735)",35057963201.0,0.0,35057963201.0,71.89,2.0,44
"(35.0296655, -106.1077936, 1917.79490720735)","(35.0294100164495, -106.10718980966712, 1917.1184724856903)",35057963201.0,0.06198417626996958,35057963201.0,71.89,2.0,279
"(35.0294100164495, -106.10718980966712, 1917.1184724856903)","(35.02724177488152, -106.1022412393365, 1912.34659538658)",35057963201.0,0.6310606213993514,35057963201.0,71.89,2.0,44
"(35.00731482836243, -106.03100046083058, 1882.5326114364864)","(35.0047661, -106.0150171, 1881.57065237221)",35057963202.0,1.9361353546185542,35057963202.0,51.65,2.0,280
