,population_density,rucc,longitude,latitude,elevation,altitude,phone_abs_time,num_seen_cells,rsrp,rsrq,rssi,physiographic_region_provcode,physiographic_region_fencode,cell_tower_distance
319,0.77,3.0,-113.66780807888928,36.97966263099695,846.8980102539062,796.1515481523121,1724191175068,2.0,-112,-11,-91,22.0,22a,
320,0.77,3.0,-113.6683081,36.979687,846.044921875,795.348975704274,1724191175068,2.0,-112,-11,-91,22.0,22a,
321,0.77,3.0,-113.6683081,36.979687,846.044921875,795.348975704274,1724191175068,2.0,-123,-15,-89,22.0,22a,
323,0.77,3.0,-113.6676465727072,36.97965475984,847.3853759765625,796.4107780310944,1724191176069,2.0,-123,-15,-89,22.0,22a,
324,0.77,3.0,-113.6683081,36.979687,846.044921875,795.348975704274,1724191176069,2.0,-112,-11,-91,22.0,22a,
325,0.77,3.0,-113.6683081,36.979687,846.044921875,795.348975704274,1724191176069,2.0,-123,-15,-89,22.0,22a,
327,0.77,3.0,-113.66731646860946,36.97963867190372,848.22216796875,796.9406205680572,1724191177070,2.0,-109,-10,-89,22.0,22a,
328,0.77,3.0,-113.6683081,36.979687,846.044921875,795.348975704274,1724191177070,2.0,-109,-10,-89,22.0,22a,
329,0.77,3.0,-113.6683081,36.979687,846.044921875,795.348975704274,1724191177070,2.0,-120,-13,-89,22.0,22a,
331,0.77,3.0,-113.66632087465592,36.97959015068818,848.63720703125,798.5386256510761,1724191178075,2.0,-120,-13,-89,22.0,22a,
332,0.77,3.0,-113.66632087465592,36.97959015068818,848.63720703125,798.5386256510761,1724191178075,2.0,-109,-10,-89,22.0,22a,
335,0.77,3.0,-113.66431563820598,36.97949242358804,851.380615234375,801.7571848118976,1724191179077,3.0,-120,-14,-87,22.0,22a,
336,0.77,3.0,-113.66431563820598,36.97949242358804,851.380615234375,801.7571848118976,1724191179077,3.0,-108,-11,-83,22.0,22a,
339,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191180077,1.0,-105,-10,-71,22.0,22a,
341,0.77,3.0,-113.66393368926708,36.9794805690037,852.0136108398438,802.1701258022898,1724191181080,1.0,-105,-10,-71,22.0,22a,
342,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191181080,1.0,-105,-10,-71,22.0,22a,
343,0.77,3.0,-113.66392506614687,36.97948051813204,852.010986328125,802.1730317755155,1724191182079,1.0,-106,-11,-73,22.0,22a,
344,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191182079,1.0,-106,-11,-73,22.0,22a,
345,0.77,3.0,-113.66391310755805,36.979480447582965,852.0072021484375,802.1770617946229,1724191183087,1.0,-106,-11,-73,22.0,22a,
346,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191183087,1.0,-106,-11,-73,22.0,22a,
347,0.77,3.0,-113.66390265585896,36.9794803859237,852.0045166015625,802.1805839950636,1724191184087,1.0,-107,-11,-75,22.0,22a,
348,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191184087,1.0,-107,-11,-75,22.0,22a,
349,0.77,3.0,-113.66388879314864,36.97948030414136,852.0022583007812,802.1852556990683,1724191185089,1.0,-107,-11,-75,22.0,22a,
350,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191185089,1.0,-107,-11,-75,22.0,22a,
351,0.77,3.0,-113.66387364081902,36.97948021475097,851.999755859375,802.190362002039,1724191186089,1.0,-109,-10,-81,22.0,22a,
352,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191186089,1.0,-109,-10,-81,22.0,22a,
353,0.77,3.0,-113.66385553116142,36.97948010791397,851.9996948242188,802.1964649182771,1724191187089,1.0,-109,-10,-81,22.0,22a,
354,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191187089,1.0,-109,-10,-81,22.0,22a,
355,0.77,3.0,-113.66383310834554,36.979479975631726,852.0037841796875,802.2040213597128,1724191188093,1.0,-111,-11,-81,22.0,22a,
356,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191188093,1.0,-111,-11,-81,22.0,22a,
357,0.77,3.0,-113.66380808250216,36.97947982799305,852.0057983398438,802.2124550159007,1724191189094,1.0,-111,-11,-81,22.0,22a,
358,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191189094,1.0,-111,-11,-81,22.0,22a,
359,0.77,3.0,-113.66377601842176,36.97947963883266,852.0040283203125,802.2232605430506,1724191190097,1.0,-110,-11,-81,22.0,22a,
360,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191190097,1.0,-110,-11,-81,22.0,22a,
361,0.77,3.0,-113.66373657339273,36.97947940612874,851.980712890625,802.2365534342532,1724191191100,1.0,-110,-11,-81,22.0,22a,
362,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191191100,1.0,-110,-11,-81,22.0,22a,
363,0.77,3.0,-113.66368666400722,36.979479111690885,851.9757080078125,802.2533727914091,1724191192101,1.0,-110,-11,-81,22.0,22a,
364,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191192101,1.0,-110,-11,-81,22.0,22a,
365,0.77,3.0,-113.6636179107762,36.979478706084734,852.0335083007812,802.2765424845672,1724191193105,1.0,-110,-11,-81,22.0,22a,
366,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191193105,1.0,-110,-11,-81,22.0,22a,
367,0.77,3.0,-113.66352194727584,36.979478139953,851.81591796875,802.3088819808494,1724191194111,1.0,-109,-12,-79,22.0,22a,
368,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191194111,1.0,-109,-12,-79,22.0,22a,
369,0.77,3.0,-113.66338182371794,36.97947731330128,852.4254760742188,802.3561033229328,1724191195113,1.0,-109,-12,-75,22.0,22a,
370,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191195113,1.0,-109,-12,-75,22.0,22a,
371,0.77,3.0,-113.66314054322552,36.97947588987943,852.82373046875,802.4374143376068,1724191196120,1.0,-109,-12,-75,22.0,22a,
372,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191196120,1.0,-109,-12,-75,22.0,22a,
373,0.77,3.0,-113.6626714374046,36.97947312241377,852.9071655273438,802.5955020052144,1724191197120,1.0,-109,-12,-75,22.0,22a,
374,0.77,3.0,-113.6640915,36.9794815,851.77685546875,802.116943919694,1724191197120,1.0,-109,-12,-75,22.0,22a,
375,0.77,3.0,-113.6612527948718,36.97946475320513,853.7648315429688,803.0735815326492,1724191198119,1.0,-107,-12,-73,22.0,22a,
377,0.77,3.0,-113.65839115071223,36.97944787108262,856.3462524414062,804.0379495505576,1724191199117,1.0,-107,-12,-73,22.0,22a,
379,0.77,3.0,-113.6560399,36.979434,858.125732421875,804.830316058258,1724191200118,1.0,-107,-11,-79,22.0,22a,
381,0.77,3.0,-113.65584285848284,36.97945564231152,858.2427368164062,804.8506465954499,1724191201125,1.0,-107,-11,-79,22.0,22a,
382,0.77,3.0,-113.6560399,36.979434,858.125732421875,804.830316058258,1724191201125,1.0,-107,-11,-79,22.0,22a,
383,0.77,3.0,-113.65582260316393,36.97945786708084,858.253173828125,804.8527365180253,1724191202124,2.0,-109,-10,-75,22.0,22a,
384,0.77,3.0,-113.6560399,36.979434,858.125732421875,804.830316058258,1724191202124,2.0,-109,-10,-75,22.0,22a,
385,0.77,3.0,-113.6560399,36.979434,858.125732421875,804.830316058258,1724191203131,2.0,-109,-10,-75,22.0,22a,
387,0.77,3.0,-113.65576046525184,36.97946469207929,858.2623291015625,804.8591478426573,1724191204130,1.0,-107,-11,-77,22.0,22a,
388,0.77,3.0,-113.6560399,36.979434,858.125732421875,804.830316058258,1724191204130,1.0,-107,-11,-77,22.0,22a,
389,0.77,3.0,-113.65571243229004,36.97946996784218,858.2764892578125,804.8641038333055,1724191205134,1.0,-107,-11,-77,22.0,22a,
390,0.77,3.0,-113.6560399,36.979434,858.125732421875,804.830316058258,1724191205134,1.0,-107,-11,-77,22.0,22a,
391,0.77,3.0,-113.65564683420928,36.97947717289277,858.3501586914062,804.8708721745162,1724191206138,1.0,-109,-11,-81,22.0,22a,
392,0.77,3.0,-113.6560399,36.979434,858.125732421875,804.830316058258,1724191206138,1.0,-109,-11,-81,22.0,22a,
393,0.77,3.0,-113.65555130904156,36.9794876650239,858.3245849609375,804.8807283611861,1724191207136,1.0,-109,-11,-81,22.0,22a,
394,0.77,3.0,-113.6560399,36.979434,858.125732421875,804.830316058258,1724191207136,1.0,-109,-11,-81,22.0,22a,
395,0.77,3.0,-113.6560399,36.979434,858.125732421875,804.830316058258,1724191208145,2.0,-108,-11,-79,22.0,22a,
397,0.77,3.0,-113.65506027243462,36.97954159866879,858.3406982421875,804.9313930035659,1724191209144,2.0,-108,-11,-79,22.0,22a,
398,0.77,3.0,-113.6560399,36.979434,858.125732421875,804.830316058258,1724191209144,2.0,-108,-11,-79,22.0,22a,
399,0.77,3.0,-113.65407770304472,36.97964952045671,857.959716796875,805.0327734832441,1724191210146,2.0,-108,-11,-77,22.0,22a,
401,0.77,3.0,-113.65208775784966,36.97986808867745,857.470703125,805.238093942523,1724191211150,2.0,-108,-11,-77,22.0,22a,
403,0.77,3.0,-113.6518737,36.9798916,857.4894409179688,805.260180207067,1724191212150,3.0,-112,-14,-77,22.0,22a,
405,0.77,3.0,-113.6518737,36.9798916,857.4894409179688,805.260180207067,1724191213158,3.0,-112,-14,-77,22.0,22a,
407,0.77,3.0,-113.6518737,36.9798916,857.4894409179688,805.260180207067,1724191214157,2.0,-108,-16,-71,22.0,22a,
409,0.77,3.0,-113.6516060059431,36.97995386631395,857.4756469726562,805.1788425994566,1724191215159,2.0,-108,-16,-71,22.0,22a,
410,0.77,3.0,-113.6518737,36.9798916,857.4894409179688,805.260180207067,1724191215159,2.0,-108,-16,-71,22.0,22a,
411,0.77,3.0,-113.65155953507492,36.979964675555294,857.445556640625,805.1647226399541,1724191216167,3.0,-103,-12,-71,22.0,22a,
412,0.77,3.0,-113.6518737,36.9798916,857.4894409179688,805.260180207067,1724191216167,3.0,-103,-12,-71,22.0,22a,
413,0.77,3.0,-113.65149814748384,36.97997895446407,857.330322265625,805.1460703028324,1724191217170,3.0,-103,-12,-71,22.0,22a,
414,0.77,3.0,-113.6518737,36.9798916,857.4894409179688,805.260180207067,1724191217170,3.0,-103,-12,-71,22.0,22a,
415,0.77,3.0,-113.6518737,36.9798916,857.4894409179688,805.260180207067,1724191218165,3.0,-101,-14,-69,22.0,22a,
417,0.77,3.0,-113.6518737,36.9798916,857.4894409179688,805.260180207067,1724191219168,3.0,-101,-14,-69,22.0,22a,
419,0.77,3.0,-113.6518737,36.9798916,857.4894409179688,805.260180207067,1724191220170,2.0,-105,-14,-69,22.0,22a,
421,0.77,3.0,-113.64999930728224,36.98032758848168,856.8468017578125,804.69065460328,1724191221173,2.0,-105,-14,-69,22.0,22a,
423,0.77,3.0,-113.6481002764398,36.9807693078534,856.5106811523438,804.1136428186545,1724191222175,3.0,-111,-16,-73,22.0,22a,
425,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191223177,3.0,-111,-16,-73,22.0,22a,
427,0.77,3.0,-113.6476912251792,36.980881559815096,856.9942626953125,804.0836964433527,1724191224176,2.0,-111,-11,-75,22.0,22a,
428,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191224176,2.0,-111,-11,-75,22.0,22a,
429,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191225186,2.0,-111,-11,-75,22.0,22a,
431,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191226186,2.0,-117,-14,-83,22.0,22a,
433,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191227187,2.0,-117,-14,-83,22.0,22a,
435,0.77,3.0,-113.64752913509513,36.98093308589274,856.6573486328125,804.1106864821683,1724191228191,2.0,-113,-12,-89,22.0,22a,
436,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191228191,2.0,-119,-15,-87,22.0,22a,
437,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191228191,2.0,-113,-12,-89,22.0,22a,
439,0.77,3.0,-113.64743887526392,36.98096177817886,856.7503051757812,804.1257158799343,1724191229194,2.0,-119,-15,-87,22.0,22a,
440,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191229194,2.0,-113,-12,-89,22.0,22a,
441,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191229194,2.0,-119,-15,-87,22.0,22a,
443,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191230202,2.0,-115,-15,-77,22.0,22a,
445,0.77,3.0,-113.6478918,36.9808178,856.7364501953125,804.05029821156,1724191231202,2.0,-105,-12,-71,22.0,22a,
447,0.77,3.0,-113.64607919791568,36.981393999810514,856.411865234375,804.3521192692418,1724191232205,2.0,-104,-13,-71,22.0,22a,
449,0.77,3.0,-113.64425383102794,36.981974257366176,855.4385986328125,804.6560658273299,1724191233206,2.0,-104,-13,-71,22.0,22a,
451,0.77,3.0,-113.6440423,36.9820415,855.3931274414062,804.69128840549,1724191234205,2.0,-101,-13,-67,22.0,22a,
453,0.77,3.0,-113.6440423,36.9820415,855.3931274414062,804.69128840549,1724191235207,2.0,-101,-13,-67,22.0,22a,
455,0.77,3.0,-113.6440423,36.9820415,855.3931274414062,804.69128840549,1724191236213,2.0,-99,-14,-65,22.0,22a,
457,0.77,3.0,-113.6440423,36.9820415,855.3931274414062,804.69128840549,1724191237224,2.0,-99,-14,-65,22.0,22a,
459,0.77,3.0,-113.6440423,36.9820415,855.3931274414062,804.69128840549,1724191238224,2.0,-102,-13,-71,22.0,22a,
461,0.77,3.0,-113.6440423,36.9820415,855.3931274414062,804.69128840549,1724191239224,2.0,-102,-13,-71,22.0,22a,
463,0.77,3.0,-113.6440423,36.9820415,855.3931274414062,804.69128840549,1724191240229,2.0,-104,-14,-69,22.0,22a,
465,0.77,3.0,-113.6440423,36.9820415,855.3931274414062,804.69128840549,1724191241230,2.0,-104,-14,-69,22.0,22a,
467,0.77,3.0,-113.6440423,36.9820415,855.3931274414062,804.69128840549,1724191242232,2.0,-103,-14,-73,22.0,22a,
469,0.77,3.0,-113.64226711471004,36.98270444059406,855.9542846679688,805.1830170497103,1724191243236,2.0,-103,-14,-73,22.0,22a,
471,0.77,3.0,-113.64047041202264,36.98337541683168,856.4342651367188,805.6807060411332,1724191244238,2.0,-105,-13,-73,22.0,22a,
473,0.77,3.0,-113.6402391,36.9834618,856.01123046875,805.744779773562,1724191245238,2.0,-105,-13,-73,22.0,22a,
475,0.77,3.0,-113.6402391,36.9834618,856.01123046875,805.744779773562,1724191246241,2.0,-104,-14,-69,22.0,22a,
477,0.77,3.0,-113.64002311524548,36.98354932889054,856.6429443359375,805.7882747443712,1724191247242,2.0,-104,-14,-69,22.0,22a,
478,0.77,3.0,-113.6402391,36.9834618,856.01123046875,805.744779773562,1724191247242,2.0,-104,-14,-69,22.0,22a,
479,0.77,3.0,-113.6399915997971,36.98356210068195,856.644775390625,805.7946213196682,1724191248246,2.0,-104,-12,-67,22.0,22a,
480,0.77,3.0,-113.6402391,36.9834618,856.01123046875,805.744779773562,1724191248246,2.0,-104,-12,-67,22.0,22a,
481,0.77,3.0,-113.63994889110865,36.98357940858928,856.6182250976562,805.8032219876236,1724191249255,2.0,-104,-12,-67,22.0,22a,
482,0.77,3.0,-113.6402391,36.9834618,856.01123046875,805.744779773562,1724191249255,2.0,-104,-12,-67,22.0,22a,
483,0.77,3.0,-113.6402391,36.9834618,856.01123046875,805.744779773562,1724191250254,2.0,-102,-13,-69,22.0,22a,
485,0.77,3.0,-113.63980583587704,36.98363738242978,856.445068359375,805.832030424296,1724191251258,2.0,-102,-13,-69,22.0,22a,
486,0.77,3.0,-113.6402391,36.9834618,856.01123046875,805.744779773562,1724191251258,2.0,-102,-13,-69,22.0,22a,
487,0.77,3.0,-113.6402391,36.9834618,856.01123046875,805.744779773562,1724191252257,2.0,-102,-13,-69,22.0,22a,
489,0.77,3.0,-113.6402391,36.9834618,856.01123046875,805.744779773562,1724191253258,2.0,-102,-13,-69,22.0,22a,
491,0.77,3.0,-113.63850733812208,36.98416360507042,857.4884033203125,806.0935216673827,1724191254267,3.0,-103,-13,-69,22.0,22a,
493,0.77,3.0,-113.63676161042254,36.98487106985916,857.8846435546875,806.4450759958311,1724191255267,3.0,-103,-13,-69,22.0,22a,
495,0.77,3.0,-113.6365207,36.9849687,857.4398803710938,806.493590493157,1724191256272,3.0,-101,-13,-67,22.0,22a,
497,0.77,3.0,-113.6365207,36.9849687,857.4398803710938,806.493590493157,1724191257273,3.0,-101,-13,-67,22.0,22a,
499,0.77,3.0,-113.6365207,36.9849687,857.4398803710938,806.493590493157,1724191258274,3.0,-102,-15,-65,22.0,22a,
501,0.77,3.0,-113.6365207,36.9849687,857.4398803710938,806.493590493157,1724191259279,3.0,-102,-15,-65,22.0,22a,
503,0.77,3.0,-113.6365207,36.9849687,857.4398803710938,806.493590493157,1724191260280,2.0,-102,-14,-69,22.0,22a,
505,0.77,3.0,-113.6365207,36.9849687,857.4398803710938,806.493590493157,1724191261280,2.0,-102,-14,-69,22.0,22a,
507,0.77,3.0,-113.63608874688174,36.98513839419615,857.6199951171875,806.3054714431873,1724191262279,2.0,-102,-14,-69,22.0,22a,
508,0.77,3.0,-113.6365207,36.9849687,857.4398803710938,806.493590493157,1724191262279,2.0,-102,-14,-69,22.0,22a,
509,0.77,3.0,-113.6365207,36.9849687,857.4398803710938,806.493590493157,1724191263284,2.0,-103,-14,-71,22.0,22a,
511,0.77,3.0,-113.6365207,36.9849687,857.4398803710938,806.493590493157,1724191264292,2.0,-103,-14,-71,22.0,22a,
513,0.77,3.0,-113.63478294266034,36.98565138365796,856.3661499023438,805.7367832240602,1724191265299,3.0,-104,-13,-73,22.0,22a,
515,0.77,3.0,-113.63303115700712,36.9863395783848,854.9198608398438,804.9738665118225,1724191266298,3.0,-104,-13,-73,22.0,22a,
517,0.77,3.0,-113.6328295,36.9864188,854.6172485351562,804.88604326667,1724191267302,2.0,-104,-12,-71,22.0,22a,
519,0.77,3.0,-113.63263337656858,36.98650257981554,854.2525024414062,804.808935586332,1724191268307,2.0,-104,-12,-71,22.0,22a,
520,0.77,3.0,-113.6328295,36.9864188,854.6172485351562,804.88604326667,1724191268307,2.0,-104,-12,-71,22.0,22a,
521,0.77,3.0,-113.63260882143608,36.98651306925302,854.3236694335938,804.7992815164754,1724191269312,2.0,-104,-13,-69,22.0,22a,
522,0.77,3.0,-113.6328295,36.9864188,854.6172485351562,804.88604326667,1724191269312,2.0,-104,-13,-69,22.0,22a,
523,0.77,3.0,-113.6325782415926,36.98652613232064,854.3622436523438,804.7872587776396,1724191270313,2.0,-104,-13,-69,22.0,22a,
524,0.77,3.0,-113.6328295,36.9864188,854.6172485351562,804.88604326667,1724191270313,2.0,-104,-13,-69,22.0,22a,
525,0.77,3.0,-113.63253705499272,36.98654372637208,854.4949340820312,804.7710658977029,1724191271312,2.0,-101,-11,-73,22.0,22a,
526,0.77,3.0,-113.6328295,36.9864188,854.6172485351562,804.88604326667,1724191271312,2.0,-101,-11,-73,22.0,22a,
527,0.77,3.0,-113.63247607268409,36.98656977673502,854.698486328125,804.747090157902,1724191272319,2.0,-101,-11,-73,22.0,22a,
528,0.77,3.0,-113.6328295,36.9864188,854.6172485351562,804.88604326667,1724191272319,2.0,-101,-11,-73,22.0,22a,
529,0.77,3.0,-113.63239006375174,36.986606517946576,854.6159057617188,804.7132749772625,1724191273320,2.0,-104,-13,-69,22.0,22a,
530,0.77,3.0,-113.6328295,36.9864188,854.6172485351562,804.88604326667,1724191273320,2.0,-104,-13,-69,22.0,22a,
531,0.77,3.0,-113.6328295,36.9864188,854.6172485351562,804.88604326667,1724191274320,2.0,-104,-13,-69,22.0,22a,
533,0.77,3.0,-113.63194296205349,36.98679751041259,854.305908203125,804.537492947656,1724191275333,3.0,-104,-13,-69,22.0,22a,
534,0.77,3.0,-113.6328295,36.9864188,854.6172485351562,804.88604326667,1724191275333,3.0,-104,-13,-69,22.0,22a,
535,0.77,3.0,-113.6310669260372,36.98717173462089,851.9937744140625,804.1930715564093,1724191276334,3.0,-104,-13,-69,22.0,22a,
537,0.77,3.0,-113.62927756523604,36.98793611201717,851.4132690429688,803.4895683611903,1724191277336,4.0,-105,-14,-69,22.0,22a,
539,0.77,3.0,-113.6290847,36.9880185,851.5081787109375,803.41374166949,1724191278339,4.0,-105,-14,-69,22.0,22a,
541,0.77,3.0,-113.6290847,36.9880185,851.5081787109375,803.41374166949,1724191279337,3.0,-106,-13,-69,22.0,22a,
543,0.77,3.0,-113.62891155934612,36.98814660227126,851.3599243164062,803.199463068548,1724191280342,3.0,-106,-13,-69,22.0,22a,
544,0.77,3.0,-113.6290847,36.9880185,851.5081787109375,803.41374166949,1724191280342,3.0,-106,-13,-69,22.0,22a,
545,0.77,3.0,-113.6290847,36.9880185,851.5081787109375,803.41374166949,1724191281352,3.0,-111,-15,-73,22.0,22a,
547,0.77,3.0,-113.62885478456371,36.98818860845761,851.424072265625,803.1291986871789,1724191282352,3.0,-111,-15,-73,22.0,22a,
548,0.77,3.0,-113.6290847,36.9880185,851.5081787109375,803.41374166949,1724191282352,3.0,-111,-15,-73,22.0,22a,
549,0.77,3.0,-113.6290847,36.9880185,851.5081787109375,803.41374166949,1724191283359,3.0,-110,-13,-77,22.0,22a,
551,0.77,3.0,-113.6290847,36.9880185,851.5081787109375,803.41374166949,1724191284360,3.0,-110,-13,-77,22.0,22a,
553,0.77,3.0,-113.62862080995708,36.98836172018992,851.1639404296875,802.8396320819994,1724191285370,3.0,-113,-14,-79,22.0,22a,
554,0.77,3.0,-113.6290847,36.9880185,851.5081787109375,803.41374166949,1724191285370,3.0,-113,-14,-79,22.0,22a,
555,0.77,3.0,-113.6283933456592,36.98853001511392,851.12451171875,802.5581226246809,1724191286371,3.0,-113,-14,-79,22.0,22a,
556,0.77,3.0,-113.6290847,36.9880185,851.5081787109375,803.41374166949,1724191286371,3.0,-113,-14,-79,22.0,22a,
557,0.77,3.0,-113.62769991932734,36.989043063240175,847.8574829101562,801.6999392870302,1724191287375,3.0,-113,-13,-81,22.0,22a,
559,0.77,3.0,-113.62630394850784,36.99007590577926,849.1563720703125,799.9722879964293,1724191288373,3.0,-113,-13,-81,22.0,22a,
561,0.77,3.0,-113.6261319,36.9902032,848.9945068359375,799.75936103376,1724191289375,3.0,-113,-13,-81,22.0,22a,
563,0.77,3.0,-113.6261319,36.9902032,848.9945068359375,799.75936103376,1724191290379,2.0,-114,-14,-85,22.0,22a,
565,0.77,3.0,-113.6261319,36.9902032,848.9945068359375,799.75936103376,1724191291381,2.0,-114,-14,-85,22.0,22a,
567,0.77,3.0,-113.6259929301585,36.99040259765094,848.774658203125,799.9932833500973,1724191292387,2.0,-119,-15,-85,22.0,22a,
568,0.77,3.0,-113.6261319,36.9902032,848.9945068359375,799.75936103376,1724191292387,2.0,-119,-15,-85,22.0,22a,
569,0.77,3.0,-113.6261319,36.9902032,848.9945068359375,799.75936103376,1724191293388,2.0,-119,-15,-85,22.0,22a,
