technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,num_seen_cells,cell_tower_distance
4G_LTE,-83,2147483647,-83,-14,-51,2147483647,57,5330,462,15,65251286,24580,4,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",310,410,1,1724431978924,12660.857600639,2024-08-23 12:52:58.924000,-94.2837518,33.4753421,74.0842826609843,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,2.0,
4G_LTE,-105,2147483647,-105,-18,-75,2147483647,35,66486,301,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431978924,12660.857600639,2024-08-23 12:52:58.924000,-94.2837518,33.4753421,74.0842826609843,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,2.0,
4G_LTE,-99,2147483647,-99,-18,-71,2147483647,41,67086,290,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-93,2147483647,-93,-12,-71,2147483647,47,67086,462,15,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-109,2147483647,-109,-19,-79,2147483647,31,9820,76,15,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-107,2147483647,-107,-18,-79,2147483647,33,9820,332,15,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-98,2147483647,-98,-10,-79,2147483647,42,9820,462,15,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,1,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-105,2147483647,-105,-20,-75,2147483647,35,67086,301,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-95,2147483647,-95,-9,-75,2147483647,45,66486,462,15,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-105,2147483647,-105,-18,-75,2147483647,35,66486,301,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-83,2147483647,-83,-14,-51,2147483647,57,5330,462,15,65251286,24580,4,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",310,410,1,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-87,2147483647,-87,-18,-59,2147483647,53,5330,217,15,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-90,2147483647,-90,-17,-63,2147483647,50,5330,301,15,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-109,2147483647,-109,-19,-81,2147483647,31,66486,290,15,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431979928,12661.860380951,2024-08-23 12:52:59.928000,-94.28179713121744,33.47561654632875,73.61300185772386,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,6.0,
4G_LTE,-101,2147483647,-101,-20,-67,2147483647,39,67086,290,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-105,2147483647,-105,-20,-75,2147483647,35,67086,301,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-91,2147483647,-91,-11,-71,2147483647,49,67086,462,15,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-107,2147483647,-107,-20,-75,2147483647,33,9820,76,15,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-109,2147483647,-109,-18,-79,2147483647,31,9820,332,15,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-101,2147483647,-101,-11,-81,2147483647,39,9820,462,15,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,1,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-105,2147483647,-105,-17,-75,2147483647,35,66486,332,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-102,2147483647,-102,-18,-75,2147483647,38,66486,301,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-102,2147483647,-102,-19,-73,2147483647,38,66486,290,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-92,2147483647,-92,-20,-63,2147483647,48,5330,379,15,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-91,2147483647,-91,-19,-61,2147483647,49,5330,217,15,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-85,2147483647,-85,-13,-53,2147483647,55,5330,462,15,65251286,24580,4,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",310,410,1,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-98,2147483647,-98,-11,-75,2147483647,42,66486,462,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724431980926,12662.85977767,2024-08-23 12:53:00.926000,-94.27982467475132,33.47589349014685,73.1374323515015,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-91,2147483647,-91,-11,-71,2147483647,49,67086,462,15,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724431981932,12663.866117357,2024-08-23 12:53:01.932000,-94.2795796,33.4759279,73.0783435551372,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-107,2147483647,-107,-20,-75,2147483647,33,9820,76,15,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724431981932,12663.866117357,2024-08-23 12:53:01.932000,-94.2795796,33.4759279,73.0783435551372,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
4G_LTE,-105,2147483647,-105,-20,-75,2147483647,35,67086,301,15,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724431981932,12663.866117357,2024-08-23 12:53:01.932000,-94.2795796,33.4759279,73.0783435551372,480370113011018,TX,48037011301,8467059,480370113011018,36819,48037,Bowie County,931.74,3,7.0,
