start_gps,end_gps,start_census_tract_id,association_length,end_census_tract_id,population_density,associated_pci
"(32.9177412, -96.7661249, 2)","(32.9205156, -96.7651017, 2)",48113007829,0.32223113456391894,48113007829,4129.89,207
"(32.9205156, -96.7651017, 2)","(32.9226337, -96.7640862, 2)",48113007829,0.25338131536919956,48113007829,4129.89,378
"(32.9226337, -96.7640862, 2)","(32.9234342, -96.7627861, 2)",48113007829,0.1682641870132617,48113007829,4129.89,25
"(32.9234342, -96.7627861, 2)","(32.9234342, -96.7627861, 2)",48113007829,0.0,48113007829,4129.89,324
"(32.9234342, -96.7627861, 2)","(32.9234342, -96.7627861, 2)",48113007829,0.0,48113007829,4129.89,66
"(32.9234342, -96.7627861, 2)","(32.9236371, -96.7606677, 2)",48113007829,0.1994155966668554,48113007829,4129.89,185
"(32.9236371, -96.7606677, 2)","(32.9236371, -96.7606677, 2)",48113007829,0.0,48113007829,4129.89,165
"(32.9236371, -96.7606677, 2)","(32.9236371, -96.7606677, 2)",48113007829,0.0,48113007829,4129.89,61
"(32.9236371, -96.7606677, 2)","(32.92307384282308, -96.75657500171674, 2)",48113007829,0.38966674787150934,48113007829,4129.89,146
"(32.92307384282308, -96.75657500171674, 2)","(32.9200529, -96.7494075, 2)",48113007829,0.7526913519013269,48113007828,,43
"(32.9200529, -96.7494075, 2)","(32.9187241, -96.74677, 2)",48113007828,0.28737011424415004,48113019016,,239
"(32.9187241, -96.74677, 2)","(32.91705502979127, -96.74404770398482, 2)",48113019016,0.3148123063996464,48113007828,,36
"(32.91705502979127, -96.74404770398482, 2)","(32.9169649, -96.7439007, 2)",48113007828,0.016999973735186715,48113007828,10969.6,239
"(32.9169649, -96.7439007, 2)","(32.9147098, -96.7403353, 2)",48113007828,0.41686975439358837,48113007810,,36
"(32.9147098, -96.7403353, 2)","(32.911870285367016, -96.73629026463298, 2)",48113007810,0.4923190738658409,48113007810,5083.6,406
"(32.911870285367016, -96.73629026463298, 2)","(32.91095821701621, -96.7349478329838, 2)",48113007810,0.1612508049748346,48113007810,5083.6,405
"(32.91095821701621, -96.7349478329838, 2)","(32.910859, -96.7348018, 2)",48113007810,0.0175413151535003,48113007810,5083.6,368
"(32.910859, -96.7348018, 2)","(32.90298120102564, -96.72199968410256, 2)",48113007810,1.482751153687798,48113007834,,405
"(32.90298120102564, -96.72199968410256, 2)","(32.902893, -96.7218552, 2)",48113007834,0.01668529500793716,48113007834,11896.24,257
"(32.902893, -96.7218552, 2)","(32.902893, -96.7218552, 2)",48113007834,0.0,48113007834,11896.24,405
"(32.902893, -96.7218552, 2)","(32.89945966807001, -96.71615518434248, 2)",48113007834,0.6553370540593482,48113007834,11896.24,190
"(32.89945966807001, -96.71615518434248, 2)","(32.8973586, -96.7137072, 2)",48113007834,0.32707086531982094,48113013009,,318
"(32.8973586, -96.7137072, 2)","(32.89332533320701, -96.710863631928, 2)",48113013009,0.5207619266931278,48113013009,7068.53,313
"(32.89332533320701, -96.710863631928, 2)","(32.8880847, -96.7053909, 2)",48113013009,0.7828607692683998,48113013009,7068.53,360
"(32.8880847, -96.7053909, 2)","(32.8753304, -96.6839557, 2)",48113013009,2.4622658500007697,48113018506,,298
"(32.8753304, -96.6839557, 2)","(32.8717694, -96.6784822, 2)",48113018506,0.6515424842924494,48113018501,,247
"(32.8717694, -96.6784822, 2)","(32.8676037, -96.6670719, 2)",48113018501,1.1750145089098656,48113018401,,466
"(32.8676037, -96.6670719, 2)","(32.8606161, -96.656004, 2)",48113018401,1.2938774151783348,48113018403,,45
"(32.8606161, -96.656004, 2)","(32.8606161, -96.656004, 2)",48113018403,0.0,48113018403,4783.21,406
"(32.8606161, -96.656004, 2)","(32.8570395, -96.6503635, 2)",48113018403,0.6608793985034762,48113018403,4783.21,260
"(32.8570395, -96.6503635, 2)","(32.8479887, -96.638917, 2)",48113018403,1.4705537856204638,48113018127,,24
"(32.8479887, -96.638917, 2)","(32.83395553333333, -96.63228792222222, 2)",48113018127,1.722354707057343,48113018001,,434
"(32.83395553333333, -96.63228792222222, 2)","(32.8239804, -96.6294007, 2)",48113018001,1.170101775095052,48113018130,,96
"(32.8239804, -96.6294007, 2)","(32.8239804, -96.6294007, 2)",48113018130,0.0,48113018130,3302.35,461
"(32.8239804, -96.6294007, 2)","(32.8241998811608, -96.62811327107516, 2)",48113018130,0.12298536751066816,48113018130,3302.35,96
"(32.8241998811608, -96.62811327107516, 2)","(32.8314697, -96.6154814, 2)",48113018130,1.443912603662061,48113017808,,461
"(32.8314697, -96.6154814, 2)","(32.8348035, -96.6085683, 2)",48113017808,0.747197209263273,48113017808,4140.82,437
"(32.8348035, -96.6085683, 2)","(32.8360547, -96.6054923, 2)",48113017808,0.3196799571728417,48113017808,4140.82,310
"(32.8360547, -96.6054923, 2)","(32.839768525774176, -96.596293003192, 2)",48113017808,0.9546975820559809,48113017808,4140.82,222
"(32.839768525774176, -96.596293003192, 2)","(32.8405432, -96.5943501, 2)",48113017808,0.20116563315089345,48113018132,,265
"(32.8405432, -96.5943501, 2)","(32.8405432, -96.5943501, 2)",48113018132,0.0,48113018132,3869.35,474
"(32.8405432, -96.5943501, 2)","(32.8405432, -96.5943501, 2)",48113018132,0.0,48113018132,3869.35,402
"(32.8405432, -96.5943501, 2)","(32.8420122, -96.5907378, 2)",48113018132,0.37537950646546353,48113018132,3869.35,222
"(32.8420122, -96.5907378, 2)","(32.8434049, -96.5872664, 2)",48113018132,0.3598233799102012,48113018132,3869.35,65
"(32.8434049, -96.5872664, 2)","(32.8434049, -96.5872664, 2)",48113018132,0.0,48113018132,3869.35,356
"(32.8434049, -96.5872664, 2)","(32.84544619995263, -96.58223360099478, 2)",48113018132,0.5227291549484243,48113018132,3869.35,20
