technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,num_seen_cells,cell_tower_distance
4G_LTE,-90,2147483647,-90,-10,-61,2147483647,50,5110,295,9,116565008,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724194008912,8291.613475691,2024-08-20 18:46:48.912000,-113.1281377,37.1004791,1392.56249008451,490532701021009,UT,49053270102,1531143216,490532701021009,7021862,49053,Washington County,,8,1.0,
4G_LTE,-90,2147483647,-90,-10,-61,2147483647,50,5110,295,9,116565008,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724194008912,8291.613475691,2024-08-20 18:46:48.912000,-113.1281377,37.1004791,1392.56249008451,490532701021009,UT,49053270102,1531143216,490532701021009,7021862,49053,Washington County,,8,1.0,
4G_LTE,-90,2147483647,-90,-12,-57,2147483647,50,5110,295,9,116565008,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724194009919,8292.620802722,2024-08-20 18:46:49.919000,-113.1281377,37.1004791,1392.56249008451,490532701021009,UT,49053270102,1531143216,490532701021009,7021862,49053,Washington County,,8,1.0,
4G_LTE,-90,2147483647,-90,-12,-57,2147483647,50,5110,295,9,116565008,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724194009919,8292.620802722,2024-08-20 18:46:49.919000,-113.1281377,37.1004791,1392.56249008451,490532701021009,UT,49053270102,1531143216,490532701021009,7021862,49053,Washington County,,8,1.0,
4G_LTE,-90,2147483647,-90,-12,-57,2147483647,50,5110,295,9,116565008,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724194010920,8293.621560482,2024-08-20 18:46:50.920000,-113.1281377,37.1004791,1392.56249008451,490532701021009,UT,49053270102,1531143216,490532701021009,7021862,49053,Washington County,,8,1.0,
4G_LTE,-90,2147483647,-90,-12,-57,2147483647,50,5110,295,9,116565008,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724194010920,8293.621560482,2024-08-20 18:46:50.920000,-113.1281377,37.1004791,1392.56249008451,490532701021009,UT,49053270102,1531143216,490532701021009,7021862,49053,Washington County,,8,1.0,
4G_LTE,-90,2147483647,-90,-11,-63,2147483647,50,5110,295,10,116565008,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724194011924,8294.626287461,2024-08-20 18:46:51.924000,-113.12813809402984,37.10047949402985,1392.56249008451,490532701021009,UT,49053270102,1531143216,490532701021009,7021862,49053,Washington County,,8,1.0,
4G_LTE,-90,2147483647,-90,-11,-63,2147483647,50,5110,295,10,116565008,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724194011924,8294.626287461,2024-08-20 18:46:51.924000,-113.12813809402984,37.10047949402985,1392.56249008451,490532701021009,UT,49053270102,1531143216,490532701021009,7021862,49053,Washington County,,8,1.0,
4G_LTE,-90,2147483647,-90,-11,-63,2147483647,50,5110,295,10,116565008,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724194012934,8295.635400169,2024-08-20 18:46:52.934000,-113.1281381,37.1004795,1392.56249008451,490532701021009,UT,49053270102,1531143216,490532701021009,7021862,49053,Washington County,,8,1.0,
4G_LTE,-90,2147483647,-90,-11,-63,2147483647,50,5110,295,10,116565008,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724194012934,8295.635400169,2024-08-20 18:46:52.934000,-113.1281381,37.1004795,1392.56249008451,490532701021009,UT,49053270102,1531143216,490532701021009,7021862,49053,Washington County,,8,1.0,
