start_gps,end_gps,start_census_tract_id,association_length,end_census_tract_id,population_density,rucc,associated_pci
"(33.6439795, -98.0304478, 272.571410573848)","(33.624291484940045, -97.98919570206236, 269.9663190184896)",48077030302.0,6.5619371100579995,48077030302.0,4.81,9.0,318
"(33.5877109, -97.9138681, 290.963750654797)","(33.5877109, -97.9138681, 290.963750654797)",48337950401.0,0.0,48337950401.0,16.81,6.0,9
"(33.5877109, -97.9138681, 290.963750654797)","(33.5877109, -97.9138681, 290.963750654797)",48337950401.0,0.0,48337950401.0,16.81,6.0,206
"(33.5877109, -97.9138681, 290.963750654797)","(33.5763489, -97.8963384, 293.195587407255)",48337950401.0,2.5320636543671338,48337950401.0,16.81,6.0,399
"(33.5763489, -97.8963384, 293.195587407255)","(33.57353918273543, -97.8930915573991, 289.9112406712806)",48337950401.0,0.4982682072787822,48337950401.0,16.81,6.0,173
"(33.57353918273543, -97.8930915573991, 289.9112406712806)","(33.5735371, -97.8930892, 289.929121137696)",48337950401.0,0.00031874256982165146,48337950401.0,16.81,6.0,399
"(33.5735371, -97.8930892, 289.929121137696)","(33.5735371, -97.8930892, 289.929121137696)",48337950401.0,0.0,48337950401.0,16.81,6.0,173
"(33.5735371, -97.8930892, 289.929121137696)","(33.57092822041885, -97.89015572594003, 287.7532484900172)",48337950401.0,0.39740357415465316,48337950401.0,16.81,6.0,399
"(33.57092822041885, -97.89015572594003, 287.7532484900172)","(33.570397065661034, -97.88954839795144, 287.62544103827173)",48337950401.0,0.08156308320229944,48337950401.0,16.81,6.0,173
"(33.570397065661034, -97.88954839795144, 287.62544103827173)","(33.567917, -97.8866456, 283.193396798492)",48337950401.0,0.5088029705139843,48337950401.0,16.81,6.0,399
"(33.567917, -97.8866456, 283.193396798492)","(33.554462306369125, -97.86585098905996, 301.29838108741745)",48337950401.0,2.9429175820839824,48337950401.0,16.81,6.0,185
"(33.554462306369125, -97.86585098905996, 301.29838108741745)","(33.5503637, -97.8588204, 300.212562096)",48337950401.0,1.0312520761399726,48337950401.0,16.81,6.0,478
"(33.5503637, -97.8588204, 300.212562096)","(33.5462679, -97.8516637, 301.8818995402)",48337950401.0,0.8536662297701774,48337950401.0,16.81,6.0,170
"(33.5462679, -97.8516637, 301.8818995402)","(33.5442035, -97.8479892, 295.901695725481)",48337950401.0,0.41102560995568843,48337950401.0,16.81,6.0,372
"(33.5418442, -97.844009, 293.227517782086)","(33.53495707645754, -97.83297214606834, 288.29233634332144)",48337950402.0,2.1420067297386933,48337950402.0,26.12,6.0,372
"(33.53495707645754, -97.83297214606834, 288.29233634332144)","(33.5331185, -97.8300687, 287.427138611398)",48337950402.0,0.6185740784253076,48337950402.0,26.12,6.0,66
"(33.5331185, -97.8300687, 287.427138611398)","(33.52366933382214, -97.82311131132435, 301.2906740211088)",48337950402.0,1.2358628639525646,48337950402.0,26.12,6.0,31
"(33.52366933382214, -97.82311131132435, 301.2906740211088)","(33.5238609, -97.8232364, 301.263658067746)",48337950402.0,0.024218562921855744,48337950402.0,26.12,6.0,66
"(33.5238609, -97.8232364, 301.263658067746)","(33.5173561, -97.8190204, 300.947349121445)",48337950402.0,0.9667522857840092,48337950402.0,26.12,6.0,31
"(33.5173561, -97.8190204, 300.947349121445)","(33.5173561, -97.8190204, 300.947349121445)",48337950402.0,0.0,48337950402.0,26.12,6.0,66
"(33.5173561, -97.8190204, 300.947349121445)","(33.5140878, -97.8168457, 306.174214537895)",48337950402.0,0.6076656490812622,48337950402.0,26.12,6.0,31
"(33.5140878, -97.8168457, 306.174214537895)","(33.49115626160071, -97.80190074764852, 262.05827591777347)",48337950402.0,3.814146828388423,48337950402.0,26.12,6.0,377
