technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,physiographic_region_area,physiographic_region_perimeter,physiographic_region_physiodd_,physiographic_region_physiodd_i,physiographic_region_fcode,physiographic_region_fencode,physiographic_region_division,physiographic_region_province,physiographic_region_section,physiographic_region_provcode,elevation,num_seen_cells,cell_tower_distance
4G_LTE,-106,2147483647,-106,-17,-79,2147483647,34,66536,309,7,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724262726234,19264.839097078,2024-08-21 13:52:06.234000,-103.7435192,35.1516496,1258.35256475286,350379589003476.0,NM,35037958900.0,7377212411.0,350379589003476.0,4157.0,35037.0,Quay County,1.0,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1286.297119140625,6.0,
4G_LTE,-99,2147483647,-99,-11,-77,2147483647,41,66536,306,7,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724262727236,19265.841228015,2024-08-21 13:52:07.236000,-103.74206552561265,35.1515867346245,1259.4835906754954,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.486694335938,7.0,
4G_LTE,-107,2147483647,-107,-19,-77,2147483647,33,66536,309,7,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724262727236,19265.841228015,2024-08-21 13:52:07.236000,-103.74206552561265,35.1515867346245,1259.4835906754954,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.486694335938,7.0,
4G_LTE,-92,2147483647,-92,-15,-67,2147483647,48,9820,485,7,2147483647,2147483647,3,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724262727236,19265.841228015,2024-08-21 13:52:07.236000,-103.74206552561265,35.1515867346245,1259.4835906754954,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.486694335938,7.0,
4G_LTE,-99,2147483647,-99,-10,-77,2147483647,41,66536,308,7,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724262727236,19265.841228015,2024-08-21 13:52:07.236000,-103.74206552561265,35.1515867346245,1259.4835906754954,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.486694335938,7.0,
4G_LTE,-88,2147483647,-88,-11,-67,2147483647,52,9820,420,7,2147483647,2147483647,3,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724262727236,19265.841228015,2024-08-21 13:52:07.236000,-103.74206552561265,35.1515867346245,1259.4835906754954,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.486694335938,7.0,
4G_LTE,-89,2147483647,-89,-11,-67,2147483647,51,1125,308,7,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724262727236,19265.841228015,2024-08-21 13:52:07.236000,-103.74206552561265,35.1515867346245,1259.4835906754954,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.486694335938,7.0,
4G_LTE,-100,2147483647,-100,-20,-67,2147483647,40,1125,310,7,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724262727236,19265.841228015,2024-08-21 13:52:07.236000,-103.74206552561265,35.1515867346245,1259.4835906754954,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.486694335938,7.0,
4G_LTE,-98,2147483647,-98,-17,-73,2147483647,42,9820,493,7,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724262727236,19265.841228015,2024-08-21 13:52:07.236000,-103.74206552561265,35.1515867346245,1259.4835906754954,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.486694335938,7.0,
4G_LTE,-97,2147483647,-97,-20,-67,2147483647,43,1125,309,7,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724262727236,19265.841228015,2024-08-21 13:52:07.236000,-103.74206552561265,35.1515867346245,1259.4835906754954,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.486694335938,7.0,
4G_LTE,-84,2147483647,-84,-12,-53,2147483647,56,1125,306,7,120774154,27909,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724262727236,19265.841228015,2024-08-21 13:52:07.236000,-103.74206552561265,35.1515867346245,1259.4835906754954,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.486694335938,7.0,
4G_LTE,-84,2147483647,-84,-12,-53,2147483647,56,1125,306,7,120774154,27909,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724262728237,19266.841404681,2024-08-21 13:52:08.237000,-103.74058523256916,35.15152271810277,1260.6353271440184,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.254516601562,7.0,
4G_LTE,-89,2147483647,-89,-11,-67,2147483647,51,1125,308,7,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724262728237,19266.841404681,2024-08-21 13:52:08.237000,-103.74058523256916,35.15152271810277,1260.6353271440184,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.254516601562,7.0,
4G_LTE,-100,2147483647,-100,-20,-67,2147483647,40,1125,310,7,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724262728237,19266.841404681,2024-08-21 13:52:08.237000,-103.74058523256916,35.15152271810277,1260.6353271440184,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.254516601562,7.0,
4G_LTE,-97,2147483647,-97,-20,-67,2147483647,43,1125,309,7,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724262728237,19266.841404681,2024-08-21 13:52:08.237000,-103.74058523256916,35.15152271810277,1260.6353271440184,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.254516601562,7.0,
4G_LTE,-88,2147483647,-88,-11,-67,2147483647,52,9820,420,7,2147483647,2147483647,3,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724262728237,19266.841404681,2024-08-21 13:52:08.237000,-103.74058523256916,35.15152271810277,1260.6353271440184,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.254516601562,7.0,
4G_LTE,-98,2147483647,-98,-17,-73,2147483647,42,9820,493,7,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724262728237,19266.841404681,2024-08-21 13:52:08.237000,-103.74058523256916,35.15152271810277,1260.6353271440184,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.254516601562,7.0,
4G_LTE,-92,2147483647,-92,-15,-67,2147483647,48,9820,485,7,2147483647,2147483647,3,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724262728237,19266.841404681,2024-08-21 13:52:08.237000,-103.74058523256916,35.15152271810277,1260.6353271440184,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.254516601562,7.0,
4G_LTE,-99,2147483647,-99,-11,-77,2147483647,41,66536,306,7,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724262728237,19266.841404681,2024-08-21 13:52:08.237000,-103.74058523256916,35.15152271810277,1260.6353271440184,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.254516601562,7.0,
4G_LTE,-99,2147483647,-99,-10,-77,2147483647,41,66536,308,7,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724262728237,19266.841404681,2024-08-21 13:52:08.237000,-103.74058523256916,35.15152271810277,1260.6353271440184,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.254516601562,7.0,
4G_LTE,-107,2147483647,-107,-19,-77,2147483647,33,66536,309,7,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724262728237,19266.841404681,2024-08-21 13:52:08.237000,-103.74058523256916,35.15152271810277,1260.6353271440184,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.254516601562,7.0,
4G_LTE,-107,2147483647,-107,-19,-77,2147483647,33,66536,309,7,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724262729248,19267.852501348,2024-08-21 13:52:09.248000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-99,2147483647,-99,-10,-77,2147483647,41,66536,308,7,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724262729248,19267.852501348,2024-08-21 13:52:09.248000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-99,2147483647,-99,-11,-77,2147483647,41,66536,306,7,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724262729248,19267.852501348,2024-08-21 13:52:09.248000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-92,2147483647,-92,-15,-67,2147483647,48,9820,485,7,2147483647,2147483647,3,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724262729248,19267.852501348,2024-08-21 13:52:09.248000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-88,2147483647,-88,-11,-67,2147483647,52,9820,420,7,2147483647,2147483647,3,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724262729248,19267.852501348,2024-08-21 13:52:09.248000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-97,2147483647,-97,-20,-67,2147483647,43,1125,309,7,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724262729248,19267.852501348,2024-08-21 13:52:09.248000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-100,2147483647,-100,-20,-67,2147483647,40,1125,310,7,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724262729248,19267.852501348,2024-08-21 13:52:09.248000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-89,2147483647,-89,-11,-67,2147483647,51,1125,308,7,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724262729248,19267.852501348,2024-08-21 13:52:09.248000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-84,2147483647,-84,-12,-53,2147483647,56,1125,306,7,120774154,27909,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724262729248,19267.852501348,2024-08-21 13:52:09.248000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-98,2147483647,-98,-17,-73,2147483647,42,9820,493,7,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724262729248,19267.852501348,2024-08-21 13:52:09.248000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-105,2147483647,-105,-17,-75,2147483647,35,66536,309,6,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724262730246,19268.851470201,2024-08-21 13:52:10.246000,-103.739583153856,35.1514894027067,1261.009476126272,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1286.927612304688,7.0,
4G_LTE,-95,2147483647,-95,-12,-75,2147483647,45,66536,308,6,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724262730246,19268.851470201,2024-08-21 13:52:10.246000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-95,2147483647,-95,-12,-75,2147483647,45,66536,306,6,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724262730246,19268.851470201,2024-08-21 13:52:10.246000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
4G_LTE,-98,2147483647,-98,-20,-67,2147483647,42,9820,493,6,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724262730246,19268.851470201,2024-08-21 13:52:10.246000,-103.7397778,35.1514878,1261.26354703594,350379586011167.0,NM,35037958601.0,22917120.0,350379586011167.0,13080.0,35037.0,Quay County,356.56,7.0,7.525,15.171,308.0,323.0,138.0,13h,interior_plains,great_plains,pecos_valley,13.0,1287.167602539062,7.0,
