ci,mcc,mnc,tac,lat,lon,range
64408073,310,410,24589,34.795786,-92.0272,7035.0
64270608,310,410,24589,34.799555,-91.995717,26819.0
64270601,310,410,24589,34.800563,-92.009158,9892.0
64270601,310,410,24589,34.800563,-92.009158,9892.0
64408073,310,410,24589,34.795786,-92.0272,7035.0
65027594,310,410,24589,34.806549,-91.941167,8327.0
65027608,310,410,24589,34.802858,-91.978634,9437.0
64259601,310,410,24589,34.80526,-91.928126,8177.0
66127368,310,410,24589,34.803746,-91.919702,1673.0
64219144,310,410,24589,34.803723,-91.907511,1000.0
65027593,310,410,24589,34.804182,-91.880655,1459.0
65027773,310,410,24589,34.802908,-91.864477,6796.0
64991678,310,410,24589,34.798626,-91.800354,1000.0
66127548,310,410,24589,-1.0,-1.0,-1.0
64991498,310,410,24589,34.800455,-91.824649,2713.0
65217546,310,410,24589,34.810632,-91.814132,15605.0
64223505,310,410,24589,34.799068,-91.807649,2014.0
64449553,310,410,24589,34.801538,-91.790102,22583.0
64259600,310,410,24589,34.802864,-91.858375,24372.0
64223503,310,410,24589,34.799214,-91.761939,3146.0
64991676,310,410,24589,34.799511,-91.757339,1000.0
65217724,310,410,24589,34.802627,-91.707469,1406.0
64991677,310,410,24589,-1.0,-1.0,-1.0
64449748,310,410,24589,34.80906,-91.67161,11733.0
64449551,310,410,24589,34.804068,-91.692101,13653.0
66345662,310,410,24589,34.818336,-91.6185,2007.0
65193150,310,410,24589,34.818682,-91.537071,1000.0
66345482,310,410,24589,34.817377,-91.631485,8286.0
66345481,310,410,24589,34.819211,-91.571914,1000.0
66345481,310,410,24589,34.819211,-91.571914,1000.0
65192970,310,410,24589,34.818632,-91.605687,4688.0
64425111,310,410,24589,34.822363,-91.508832,9330.0
64425109,310,410,24589,34.826214,-91.497795,1000.0
65192968,310,410,24589,34.837537,-91.472355,22977.0
65216778,310,410,24589,34.842375,-91.446018,1000.0
64448785,310,410,24589,34.832295,-91.492487,21070.0
65216776,310,410,24589,-1.0,-1.0,-1.0
65216777,310,410,24589,-1.0,-1.0,-1.0
64408337,310,410,24589,34.879092,-91.269607,18872.0
64255249,310,410,24589,-1.0,-1.0,-1.0
64294929,310,410,24589,34.898548,-91.239367,23900.0
64294927,310,410,24589,34.911004,-91.190676,6653.0
64295124,310,410,24589,34.908354,-91.208546,1000.0
64294935,310,410,24589,34.912716,-91.17025,1000.0
64294934,310,410,24589,34.909685,-91.191224,2334.0
64292374,310,410,24589,34.898506,-91.220758,6272.0
64255254,310,410,24589,34.915859,-91.161602,1000.0
64294168,310,410,24589,34.922731,-91.13503,3949.0
64294318,310,410,24589,34.883882,-91.2471,15298.0
64294161,310,410,24589,34.923736,-91.130737,15553.0
64294159,310,410,24589,34.942356,-91.05788,19620.0
64294316,310,410,24589,34.94267,-91.055178,19377.0
64294152,310,410,24589,34.950281,-91.028024,3329.0
66415113,310,410,24589,34.96402,-90.98303,3911.0
64367254,310,410,24589,34.93792,-91.075221,10292.0
64367254,310,410,24589,34.93792,-91.075221,10292.0
64294166,310,410,24589,34.937646,-91.070756,3743.0
66415293,310,410,24589,-1.0,-1.0,-1.0
64367317,310,410,24589,34.951377,-91.025089,5101.0
64367318,310,410,24589,34.966833,-90.974225,3421.0
64367316,310,410,24589,34.993273,-90.88129,3101.0
64367119,310,410,24589,34.987668,-90.900402,17559.0
66415112,310,410,24589,34.998046,-90.870104,7864.0
66415292,310,410,24589,-1.0,-1.0,-1.0
64992702,310,410,24589,-1.0,-1.0,-1.0
64224529,310,410,24589,35.012027,-90.840466,1441.0
64205585,310,410,24589,35.015563,-90.834935,1184.0
64294417,310,410,24589,35.015257,-90.834921,19716.0
64973578,310,410,24589,35.018234,-90.830532,1488.0
64973577,310,410,24589,35.031366,-90.807494,2051.0
66340618,310,410,24589,35.041615,-90.781197,1000.0
66340616,310,410,24589,-1.0,-1.0,-1.0
65063177,310,410,24589,35.066531,-90.67347,5843.0
65159432,310,410,24589,35.047666,-90.703172,1689.0
64391636,310,410,24589,35.068878,-90.670151,1000.0
64292820,310,410,24589,35.032585,-90.7285,1000.0
65063381,310,410,24589,35.085605,-90.643121,1772.0
64295318,310,410,24589,35.061342,-90.681068,6842.0
64295317,310,410,24589,35.099317,-90.606104,7595.0
65198782,310,410,24589,35.131425,-90.508074,1000.0
65063356,310,410,24589,35.115336,-90.557829,6711.0
1298690,310,320,44203,-1.0,-1.0,-1.0
1287946,310,320,44203,-1.0,-1.0,-1.0
1298698,310,320,44203,-1.0,-1.0,-1.0
1287950,310,320,44203,-1.0,-1.0,-1.0
1298702,310,320,44203,-1.0,-1.0,-1.0
1349121,310,320,44203,-1.0,-1.0,-1.0
1287938,310,320,44203,-1.0,-1.0,-1.0
1287937,310,320,44203,-1.0,-1.0,-1.0
1287949,310,320,44203,-1.0,-1.0,-1.0
1291011,310,320,44403,36.751978,-108.362724,1000.0
1290755,310,320,44403,36.783981,-108.658607,1000.0
1290754,310,320,44403,-1.0,-1.0,-1.0
1291010,310,320,44403,36.750364,-108.35688,3485.0
1291267,310,320,44403,36.732759,-108.226928,1535.0
1286403,310,320,44403,36.68338,-108.09272,1000.0
1316611,310,320,44403,-1.0,-1.0,-1.0
1316609,310,320,44403,-1.0,-1.0,-1.0
1334531,310,320,44403,-1.0,-1.0,-1.0
1334529,310,320,44403,-1.0,-1.0,-1.0
1307394,310,320,44403,36.734299,-108.20668,1000.0
65063356,310,410,24589,35.115336,-90.557829,6711.0
65198782,310,410,24589,35.131425,-90.508074,1000.0
65198780,310,410,24589,35.132823,-90.484972,1000.0
65198781,310,410,24589,35.134307,-90.452999,2376.0
64430805,310,410,24589,35.135314,-90.447167,2302.0
65198615,310,410,24589,-1.0,-1.0,-1.0
43383213,310,410,8706,-1.0,-1.0,-1.0
41335211,310,410,8706,35.146013,-90.379168,4411.0
41292716,310,410,8706,35.140224,-90.400166,8378.0
41328556,310,410,8706,35.155977,-90.265854,4542.0
41307051,310,410,8706,35.154855,-90.244232,25804.0
41307091,310,410,8706,35.15908,-90.229727,1814.0
41328596,310,410,8706,35.157672,-90.241305,5194.0
42986965,310,410,8706,35.167162,-90.203635,3206.0
43335953,310,410,8706,35.151503,-90.206797,5436.0
41341207,310,410,8706,35.173783,-90.217026,5839.0
41245976,310,410,8706,35.163803100586,-90.194320678711,1000.0
41288471,310,410,8706,35.190236,-90.198232,23996.0
42788195,310,410,8706,35.165285,-90.209468,1242.0
42775075,310,410,8706,-1.0,-1.0,-1.0
42986769,310,410,8706,35.163214,-90.211656,25866.0
41220361,310,410,8706,35.166306,-90.186046,8754.0
41245962,310,410,8706,-1.0,-1.0,-1.0
43242768,310,410,8706,35.176378,-90.194061,1000.0
41373194,310,410,8706,35.162951,-90.170096,1000.0
43343626,310,410,8706,35.154879,-90.142241,14871.0
41373192,310,410,8706,35.154586,-90.128004,8223.0
41295624,310,410,8706,35.157897,-90.13549,14936.0
41238794,310,410,8706,-1.0,-1.0,-1.0
41390090,310,410,8706,35.152266,-90.089834,1580.0
43020554,310,410,8706,35.144932,-90.089141,3510.0
43020561,310,410,8706,35.150574,-90.075584,16094.0
43286801,310,410,8706,35.143333,-90.114523,1000.0
43050255,310,410,8706,-1.0,-1.0,-1.0
41258248,310,410,8706,-1.0,-1.0,-1.0
41275658,310,410,8706,35.153372,-90.057164,5501.0
41275656,310,410,8706,35.15245,-90.040626,4321.0
41322248,310,410,8712,35.150794,-90.039711,19210.0
42858256,310,410,8712,35.143186,-90.028096,2477.0
41236149,310,410,8712,35.1419,-90.01374,4805.0
41322421,310,410,8712,35.149306,-90.030163,1000.0
41322421,310,410,8712,35.149306,-90.030163,1000.0
41225910,310,410,8712,35.148298,-90.022043,5636.0
41236149,310,410,8712,35.1419,-90.01374,4805.0
41225751,310,410,8712,35.149255,-90.022281,6900.0
41225750,310,410,8712,35.163823,-90.01866,7477.0
41225929,310,410,8712,35.155278,-90.015168,1000.0
41232585,310,410,8706,35.174046,-90.014578,3454.0
43273877,310,410,8712,-1.0,-1.0,-1.0
43280533,310,410,8706,35.181889,-90.017849,1000.0
43274647,310,410,8712,35.173359,-89.990082,1000.0
43293200,310,410,8706,35.187065,-90.017504,1000.0
43293376,310,410,8706,-1.0,-1.0,-1.0
43293375,310,410,8706,-1.0,-1.0,-1.0
43268033,310,410,8712,35.192286,-89.983551,2205.0
43274687,310,410,8712,-1.0,-1.0,-1.0
43280657,310,410,8707,35.190581,-89.97356,8436.0
43267885,310,410,8712,35.192081,-89.977705,1537.0
41232664,310,410,8707,35.186857,-89.981921,4749.0
41219862,310,410,8712,35.185689,-89.949269,7159.0
41232663,310,410,8707,35.186515,-89.946008,7466.0
41224728,310,410,8707,35.191162,-89.939662,7215.0
43272917,310,410,8707,35.191255,-89.933109,6787.0
43272916,310,410,8707,-1.0,-1.0,-1.0
43347157,310,410,8707,35.16232,-89.901704,4673.0
43283925,310,410,8707,35.159645,-89.909192,6914.0
43283923,310,410,8707,-1.0,-1.0,-1.0
43009493,310,410,8707,35.163028,-89.867521,1268.0
41217304,310,410,8707,35.162532,-89.868632,8104.0
41217302,310,410,8707,35.168362,-89.851891,8954.0
41266710,310,410,8707,35.176285,-89.85232,4361.0
41226776,310,410,8711,35.166549682617,-89.849624633789,1000.0
41376791,310,410,8711,35.17418,-89.837232,7473.0
41376777,310,410,8711,35.17487,-89.83293,8769.0
41376777,310,410,8711,35.17487,-89.83293,8769.0
41376970,310,410,8711,35.176769,-89.832779,1000.0
41376969,310,410,8711,35.178181,-89.835747,1000.0
41231307,310,410,8711,-1.0,-1.0,-1.0
41231306,310,410,8711,35.162223,-89.821073,2390.0
41231305,310,410,8711,35.190898,-89.798307,1000.0
43058093,310,410,8711,-1.0,-1.0,-1.0
43279275,310,410,8711,35.196537,-89.793236,1000.0
43058091,310,410,8711,-1.0,-1.0,-1.0
43300524,310,410,8711,35.204773,-89.763931,1000.0
43300523,310,410,8711,-1.0,-1.0,-1.0
43386797,310,410,8711,35.203671,-89.771964,6016.0
43301804,310,410,8711,-1.0,-1.0,-1.0
43301805,310,410,8711,35.231543,-89.74934,3573.0
43301803,310,410,8711,-1.0,-1.0,-1.0
41267885,310,410,8711,35.300632,-89.695374,1000.0
41230538,310,410,8711,35.255564,-89.678257,1000.0
41267402,310,410,8711,35.240372,-89.707558,1000.0
41311945,310,410,8711,35.248798,-89.691246,1000.0
43278486,310,410,8711,35.264788,-89.65995,892.0
43278485,310,410,8711,35.27076,-89.648501,1000.0
43343277,310,410,8711,35.341624,-89.534222,6042.0
41307819,310,410,8711,35.29726,-89.602608,4136.0
41218732,310,410,8711,35.321755,-89.568427,4229.0
41218732,310,410,8711,35.321755,-89.568427,4229.0
43343277,310,410,8711,35.341624,-89.534222,6042.0
41218731,310,410,8711,35.343411,-89.530678,1000.0
41295276,310,410,8711,35.374795,-89.459466,1743.0
41365933,310,410,8704,35.382058,-89.436056,1267.0
41365931,310,410,8704,35.393793,-89.409767,6449.0
41755797,310,410,8848,-1.0,-1.0,-1.0
43086858,310,410,8848,36.155103,-86.630264,1000.0
42997513,310,410,8848,-1.0,-1.0,-1.0
43086856,310,410,8848,36.162034,-86.619093,1000.0
42622730,310,410,8848,36.167477,-86.609932,1000.0
43119370,310,410,8848,36.169819,-86.600178,1000.0
42622728,310,410,8848,36.169456,-86.601685,1000.0
43119369,310,410,8848,36.169072,-86.574743,1000.0
41866249,310,410,8848,36.167813,-86.554517,22885.0
43119368,310,410,8848,36.167968,-86.552203,1248.0
43181322,310,410,8852,36.167726,-86.53038,1000.0
41732362,310,410,8852,36.172056,-86.510215,18885.0
43076362,310,410,8852,36.164652,-86.50634,18951.0
41901329,310,410,8852,36.167056,-86.52512,20296.0
41901328,310,410,8852,36.165189,-86.526215,6679.0
43181321,310,410,8852,36.169916,-86.519566,1000.0
41796369,310,410,8852,36.167229,-86.51662,4835.0
43191569,310,410,8852,36.17676,-86.510599,3651.0
43191568,310,410,8852,-1.0,-1.0,-1.0
43191567,310,410,8852,-1.0,-1.0,-1.0
43132945,310,410,8852,36.179582,-86.446674,1266.0
41732374,310,410,8852,36.179081,-86.446096,16920.0
41852952,310,410,8852,36.177753,-86.460388,1000.0
41852951,310,410,8852,36.184731,-86.39518,1000.0
41853207,310,410,8852,36.184705,-86.318384,16269.0
41744151,310,410,8852,-1.0,-1.0,-1.0
42934039,310,410,8852,36.182667,-86.318878,1000.0
41853464,310,410,8852,36.182297,-86.305252,1000.0
41853463,310,410,8852,36.182129,-86.29821,1000.0
41853463,310,410,8852,36.182129,-86.29821,1000.0
43215896,310,410,8852,36.184055,-86.287018,1000.0
43215895,310,410,8852,36.189342,-86.263695,1000.0
41853962,310,410,8852,36.192479,-86.249008,24088.0
43215881,310,410,8852,-1.0,-1.0,-1.0
41817353,310,410,8852,36.219265,-86.256454,12079.0
41853961,310,410,8852,36.190497,-86.18546,13453.0
41853193,310,410,8852,36.183077,-86.34061,20821.0
41744137,310,410,8852,36.1933,-86.286256,13835.0
41850632,310,410,8852,36.343942,-86.407544,15217.0
41867274,310,410,8852,36.207901,-86.203781,1000.0
41854218,310,410,8852,36.179356,-86.146765,1400.0
41854217,310,410,8852,36.170264,-86.11243,2225.0
41936393,310,410,8852,36.172293,-86.10945,9346.0
41730575,310,410,8852,36.187623,-86.163969,11498.0
41936394,310,410,8852,36.17401,-86.072973,3815.0
41936392,310,410,8852,36.173396,-86.035119,5111.0
41936650,310,410,8852,36.177867,-86.005726,1318.0
41936649,310,410,8852,36.17777,-85.954166,3826.0
43227072,310,410,8852,-1.0,-1.0,-1.0
41937089,310,410,8835,36.150789,-85.872486,1000.0
41912855,310,410,8835,-1.0,-1.0,-1.0
41908503,310,410,8835,-1.0,-1.0,-1.0
41912841,310,410,8835,36.14049,-85.422877,1000.0
41908488,310,410,8835,36.14013,-85.433862,2105.0
41912842,310,410,8835,36.141439,-85.426779,6328.0
41912840,310,410,8835,36.131991,-85.364163,20721.0
41912847,310,410,8835,36.142045,-85.383628,22782.0
41912074,310,410,8835,36.142742,-85.367676,1000.0
41912072,310,410,8835,36.132931,-85.341263,1000.0
41911306,310,410,8835,36.140271,-85.307958,5146.0
41911304,310,410,8835,36.139466,-85.274484,1577.0
42150673,310,410,8835,36.136665,-85.264282,1000.0
41911311,310,410,8835,36.137126,-85.275418,24946.0
42150680,310,410,8835,36.129538,-85.258327,1000.0
42150664,310,410,8835,36.076006,-85.20311,4026.0
42067208,310,410,8835,36.068656,-85.177762,3910.0
42020618,310,410,8835,36.051677,-85.156201,10325.0
42020616,310,410,8835,36.03756,-85.116004,7536.0
42020617,310,410,8835,36.038527,-85.112173,10826.0
42028042,310,410,8835,36.030121,-85.100608,20220.0
42027786,310,410,8835,35.979087,-85.011124,20419.0
42028183,310,410,8835,36.005789,-85.054939,1000.0
42028182,310,410,8835,-1.0,-1.0,-1.0
42028181,310,410,8835,35.984647,-85.017447,1691.0
42028040,310,410,8835,35.990423,-85.031018,18234.0
42028296,310,410,8835,35.982489,-85.036908,4531.0
42159369,310,410,8835,35.981991,-85.015213,1000.0
42950037,310,410,8835,-1.0,-1.0,-1.0
42027989,310,410,8835,-1.0,-1.0,-1.0
42027989,310,410,8835,-1.0,-1.0,-1.0
42028499,310,410,8835,-1.0,-1.0,-1.0
42028040,310,410,8835,35.990423,-85.031018,18234.0
42028054,310,410,8835,35.981262,-85.01273,3324.0
43461393,310,410,8835,-1.0,-1.0,-1.0
42027800,310,410,8835,-1.0,-1.0,-1.0
42027798,310,410,8835,-1.0,-1.0,-1.0
42027799,310,410,8835,-1.0,-1.0,-1.0
42027543,310,410,8835,35.968391,-84.992104,1000.0
42042391,310,410,8835,35.939236,-84.929169,1000.0
42042378,310,410,8835,35.945592,-84.940557,10803.0
42042377,310,410,8835,35.925249,-84.911009,7390.0
42027529,310,410,8835,35.915779,-84.901787,1000.0
42027528,310,410,8835,35.895508,-84.847385,1000.0
42067722,310,410,8849,35.884662,-84.821635,1000.0
42067720,310,410,8849,35.890496,-84.801009,2134.0
42093322,310,410,8849,35.899023,-84.781859,1428.0
42093320,310,410,8849,35.895907,-84.735732,2451.0
42028808,310,410,9093,35.892505,-84.686777,3598.0
42041866,310,410,9093,35.895052,-84.698994,9878.0
42041873,310,410,9093,35.893927,-84.695068,16964.0
42042049,310,410,9093,-1.0,-1.0,-1.0
42041872,310,410,9093,35.878243,-84.690654,17601.0
42123537,310,410,9093,35.892826,-84.670344,19193.0
42028815,310,410,9093,35.878606,-84.67655,3374.0
42123703,310,410,9093,35.894062,-84.664375,1000.0
42123701,310,410,9093,-1.0,-1.0,-1.0
42021815,310,410,9093,35.899345,-84.639877,1000.0
42021825,310,410,9093,35.901711,-84.629234,1000.0
42021823,310,410,9093,-1.0,-1.0,-1.0
41998529,310,410,9093,35.899529,-84.553192,1000.0
41998528,310,410,9093,35.893082,-84.544212,1000.0
42106559,310,410,9093,35.887367,-84.52034,1000.0
42106561,310,410,9093,35.877377,-84.502426,1000.0
42021569,310,410,9093,35.872295,-84.495033,1000.0
42021567,310,410,9093,35.873348,-84.458038,1000.0
42021568,310,410,9093,35.866695,-84.434258,1000.0
41998273,310,410,9093,-1.0,-1.0,-1.0
42021392,310,410,9093,35.868211,-84.438294,19489.0
42095120,310,410,9093,35.868,-84.327196,9108.0
42066191,310,410,9093,35.866507,-84.414098,21670.0
41998097,310,410,9093,35.864699,-84.415894,13594.0
41998096,310,410,9093,35.872115,-84.388815,23835.0
41998096,310,410,9093,35.872115,-84.388815,23835.0
41998089,310,410,9093,35.869506,-84.378574,3204.0
41998103,310,410,9093,-1.0,-1.0,-1.0
42006552,310,410,9106,-1.0,-1.0,-1.0
42065942,310,410,9106,35.874096,-84.322998,1000.0
42102955,310,410,9106,35.868923,-84.29808,1000.0
42102792,310,410,9106,35.8713,-84.259324,8003.0
42037258,310,410,9106,35.874968,-84.244293,4915.0
42006537,310,410,9106,35.869354,-84.299975,6504.0
43061265,310,410,9106,35.87048,-84.242496,9214.0
42102799,310,410,9106,35.870584,-84.25768,11212.0
42037256,310,410,9106,35.884462,-84.222736,9664.0
42064650,310,410,9105,-1.0,-1.0,-1.0
42065929,310,410,9106,35.88986,-84.209933,1031.0
42088713,310,410,9105,35.888376,-84.213788,2098.0
41991946,310,410,9105,35.893172,-84.197115,2407.0
41991944,310,410,9105,35.897142,-84.181124,3086.0
41991945,310,410,9105,35.897259,-84.178966,1000.0
42074633,310,410,9105,35.899755,-84.169751,2121.0
41995786,310,410,9105,35.901755,-84.160345,6188.0
42064649,310,410,9105,35.903793,-84.110039,1000.0
41995785,310,410,9105,35.907557,-84.134569,8270.0
42938641,310,410,9105,35.910999,-84.123772,1000.0
42003727,310,410,9105,35.911572,-84.117739,8822.0
42938640,310,410,9105,35.902913,-84.107807,1466.0
43001361,310,410,9105,35.913366,-84.111192,8416.0
43001360,310,410,9105,35.918759,-84.088658,1000.0
42028553,310,410,9105,35.920567,-84.080532,2020.0
42007562,310,410,9105,35.923084,-84.0676,6694.0
42007560,310,410,9105,35.927285,-84.051887,1675.0
41991433,310,410,9105,35.908176,-84.111908,1995.0
42090760,310,410,9105,35.930194,-84.033855,7264.0
42701923,310,410,9105,35.932637,-84.024563,1312.0
42007050,310,410,9094,35.936303,-84.024117,7572.0
42007048,310,410,9094,35.943339,-84.002547,8968.0
41986058,310,410,9094,35.956145,-83.968701,7618.0
41987337,310,410,9094,35.956685,-83.974057,9373.0
43011344,310,410,9094,-1.0,-1.0,-1.0
43158545,310,410,9094,-1.0,-1.0,-1.0
42983185,310,410,9094,35.96125,-83.949632,2061.0
42983184,310,410,9094,35.962395,-83.943344,1000.0
43200529,310,410,9094,35.965838,-83.933328,1000.0
43200527,310,410,9094,35.970515,-83.92553,1000.0
43265041,310,410,9094,35.976884,-83.922086,1955.0
43131153,310,410,9094,35.969576,-83.923547,3283.0
41985048,310,410,9094,35.978612,-83.922633,1793.0
41986328,310,410,9094,35.987068,-83.922838,2012.0
41985046,310,410,9094,35.988413,-83.920112,1000.0
41986326,310,410,9094,-1.0,-1.0,-1.0
41987864,310,410,9095,36.004091,-83.876575,1901.0
41987862,310,410,9095,36.017278,-83.859495,1000.0
41987863,310,410,9095,35.984035,-83.607086,1000.0
42000408,310,410,9095,36.004273,-83.783965,8321.0
42006296,310,410,9095,36.008698,-83.824404,1459.0
42053526,310,410,9095,35.978188,-83.593822,21206.0
42001335,310,410,9095,35.98686,-83.629772,4721.0
42011061,310,410,9095,35.987155,-83.583673,1000.0
42069687,310,410,9112,-1.0,-1.0,-1.0
42005687,310,410,9112,36.005935,-83.531963,8450.0
42069685,310,410,9112,-1.0,-1.0,-1.0
42914495,310,410,9112,-1.0,-1.0,-1.0
42083756,310,410,9112,-1.0,-1.0,-1.0
42086922,310,410,9112,36.018501,-83.492875,2863.0
42086921,310,410,9112,36.029233,-83.459803,13545.0
42005514,310,410,9112,36.03112,-83.459502,21557.0
42005513,310,410,9112,36.049663,-83.419001,9273.0
42005676,310,410,9112,36.041388,-83.433375,2663.0
42002349,310,410,9112,36.042006,-83.432572,2104.0
42010539,310,410,9112,36.046969,-83.422574,4123.0
42010029,310,410,9112,36.057419,-83.404472,1000.0
42002347,310,410,9112,36.113803,-83.33225,11143.0
42002348,310,410,9112,-1.0,-1.0,-1.0
42035977,310,410,9112,36.050373,-83.361061,22710.0
42035978,310,410,9112,36.053886,-83.371558,21953.0
42035976,310,410,9112,36.035497,-83.324732,3550.0
1307394,310,320,44403,36.734299,-108.20668,1000.0
1334529,310,320,44403,-1.0,-1.0,-1.0
1307393,310,320,44403,36.814133,-108.0784,1000.0
1301763,310,320,44403,-1.0,-1.0,-1.0
1301761,310,320,44403,36.814121,-108.078239,1000.0
120544661,310,410,33028,-1.0,-1.0,-1.0
120544662,310,410,33028,-1.0,-1.0,-1.0
120543639,310,410,33028,-1.0,-1.0,-1.0
120543125,310,410,33028,-1.0,-1.0,-1.0
120544918,310,410,33028,-1.0,-1.0,-1.0
120543248,310,410,33028,-1.0,-1.0,-1.0
120544528,310,410,33028,-1.0,-1.0,-1.0
120544521,310,410,33028,-1.0,-1.0,-1.0
120542984,310,410,33028,-1.0,-1.0,-1.0
120542473,310,410,33028,36.731995,-108.189117,1000.0
120541704,310,410,33028,-1.0,-1.0,-1.0
120543754,310,410,33028,-1.0,-1.0,-1.0
120543753,310,410,33028,36.703842,-108.104439,1000.0
120991752,310,410,33028,-1.0,-1.0,-1.0
120538122,310,410,33028,-1.0,-1.0,-1.0
121856534,310,410,33028,-1.0,-1.0,-1.0
121856536,310,410,33028,36.699268,-108.086563,1000.0
120543767,310,410,33028,-1.0,-1.0,-1.0
120538136,310,410,33028,-1.0,-1.0,-1.0
120391959,310,410,33028,36.701214,-108.036499,1000.0
120537880,310,410,33028,36.704681,-108.02639,1000.0
20600086,310,410,9888,35.550597,-82.926711,10942.0
20592565,310,410,9888,35.552432,-82.861289,13832.0
20600243,310,410,9888,35.539724,-82.91356,1772.0
20597684,310,410,9888,35.551851,-82.865154,13532.0
22643125,310,410,9888,-1.0,-1.0,-1.0
20592564,310,410,9888,35.545618,-82.813187,2052.0
22643123,310,410,9888,-1.0,-1.0,-1.0
20590005,310,410,9888,35.541006,-82.798969,2229.0
20590003,310,410,9888,35.540687,-82.774203,2101.0
22632885,310,410,9888,-1.0,-1.0,-1.0
22632884,310,410,9888,-1.0,-1.0,-1.0
22632883,310,410,9888,-1.0,-1.0,-1.0
20899593,310,410,9865,35.554832,-82.679876,1204.0
20584712,310,410,9888,35.553518,-82.709736,3283.0
20495114,310,410,9865,35.556764,-82.66103,2471.0
20495285,310,410,9865,35.556806,-82.661172,3808.0
20495283,310,410,9865,35.559672,-82.642499,1000.0
20897205,310,410,9865,35.552267,-82.612164,1469.0
20897203,310,410,9865,35.55757,-82.599189,1000.0
21265843,310,410,9865,35.558339,-82.619529,6022.0
22796725,310,410,9865,-1.0,-1.0,-1.0
22796724,310,410,9865,-1.0,-1.0,-1.0
22742801,310,410,9865,-1.0,-1.0,-1.0
22745361,310,410,9865,-1.0,-1.0,-1.0
22742965,310,410,9865,-1.0,-1.0,-1.0
22742800,310,410,9865,-1.0,-1.0,-1.0
22742934,310,410,9865,-1.0,-1.0,-1.0
22765975,310,410,9865,-1.0,-1.0,-1.0
20561844,310,410,9865,35.563035,-82.5377,2388.0
22766005,310,410,9865,-1.0,-1.0,-1.0
22766004,310,410,9865,-1.0,-1.0,-1.0
20648885,310,410,9865,35.57812,-82.471543,2068.0
20648883,310,410,9865,35.589338,-82.458459,7089.0
23034805,310,410,9865,-1.0,-1.0,-1.0
20648884,310,410,9865,35.591549,-82.434817,15188.0
20648854,310,410,9865,35.591261,-82.437158,6525.0
197716156,310,410,9891,-1.0,-1.0,-1.0
197640123,310,410,9857,35.724344,-81.729698,2572.0
197640116,310,410,9857,35.752343,-81.708869,3717.0
197661109,310,410,9857,35.740774,-81.711958,2806.0
197661107,310,410,9857,35.720878,-81.695542,1420.0
197635509,310,410,9857,35.726792,-81.699487,2040.0
197635508,310,410,9857,35.72227,-81.688332,1529.0
197648649,310,410,9857,35.724194,-81.653565,5703.0
197648663,310,410,9857,35.722573,-81.653951,3246.0
197635594,310,410,9857,35.728082,-81.619108,7528.0
197635735,310,410,9857,35.731325,-81.614079,1000.0
197635734,310,410,9857,-1.0,-1.0,-1.0
197635991,310,410,9857,35.742114,-81.532775,2857.0
197654025,310,410,9857,35.719563,-81.663971,1000.0
197636106,310,410,9857,35.7129,-81.453183,19045.0
197635850,310,410,9857,35.732478,-81.522769,12376.0
197635849,310,410,9857,35.722467,-81.478163,16777.0
197653770,310,410,9857,35.718803,-81.464291,1883.0
197636105,310,410,9857,35.70216,-81.399816,6661.0
197638154,310,410,9857,35.707316,-81.382547,8037.0
197632266,310,410,9857,35.708322,-81.343892,8809.0
197638152,310,410,9857,35.707565,-81.358561,9851.0
197632265,310,410,9857,35.699132,-81.300375,7169.0
199505681,310,410,9857,-1.0,-1.0,-1.0
199505680,310,410,9857,-1.0,-1.0,-1.0
199505814,310,410,9857,-1.0,-1.0,-1.0
198001161,310,410,9862,-1.0,-1.0,-1.0
197903896,310,410,9862,35.934757,-80.574698,19185.0
197904067,310,410,9862,-1.0,-1.0,-1.0
197926083,310,410,9862,-1.0,-1.0,-1.0
197904065,310,410,9862,-1.0,-1.0,-1.0
197903887,310,410,9862,35.958351,-80.534591,12280.0
197925905,310,410,9862,35.966679,-80.517429,5663.0
197925903,310,410,9862,35.98582,-80.495104,9487.0
199266064,310,410,9862,-1.0,-1.0,-1.0
197994257,310,410,9862,35.988348,-80.497405,11275.0
197903633,310,410,9862,35.996184,-80.475522,13062.0
199266221,310,410,9862,-1.0,-1.0,-1.0
197903767,310,410,9862,36.002438,-80.459052,2918.0
197903765,310,410,9862,36.004193,-80.452393,1000.0
197903766,310,410,9862,36.008857,-80.436272,1000.0
198014216,310,410,9863,-1.0,-1.0,-1.0
197903370,310,410,9863,36.02675,-80.393633,8994.0
197903384,310,410,9863,36.03061,-80.391432,14949.0
197903382,310,410,9863,36.049629,-80.367316,8456.0
199644353,310,410,9863,-1.0,-1.0,-1.0
199259843,310,410,9871,-1.0,-1.0,-1.0
199259841,310,410,9871,-1.0,-1.0,-1.0
199193794,310,410,9871,36.068911,-80.315361,1000.0
197913609,310,410,9871,36.069587,-80.319385,1218.0
197960456,310,410,9871,36.068339,-80.314088,5346.0
197960457,310,410,9871,36.064056,-80.29663,6332.0
198039817,310,410,9871,36.061003,-80.298832,8193.0
197972746,310,410,9871,36.062187,-80.281736,1000.0
197926408,310,410,9871,36.075294,-80.131912,1000.0
197972745,310,410,9871,36.062473,-80.269756,1194.0
197889034,310,410,9871,36.063203,-80.26756,1000.0
197947400,310,410,9871,36.071744,-80.254856,2962.0
