ci,mcc,mnc,tac,lat,lon,range
133141398,310,410,27188,32.911473,-97.06094,6524.0
133207191,310,410,27188,32.922137,-97.059144,14189.0
134699157,310,410,27188,32.924254,-97.05315,4737.0
133758721,310,410,27188,32.930683,-97.049645,7236.0
133207055,310,410,27188,32.931116,-97.041858,7343.0
134688785,310,410,27173,32.934233,-97.039674,8613.0
134688783,310,410,27173,32.953302,-97.038277,7746.0
134688784,310,410,27173,32.940555,-97.031742,6304.0
133214737,310,410,27207,32.941424,-97.028467,1000.0
133214735,310,410,27207,32.946943,-97.020794,3012.0
133214736,310,410,27207,32.936063,-97.010106,8631.0
133840145,310,410,27207,32.936027,-97.008198,8464.0
134657039,310,410,27207,32.926867,-97.011197,8419.0
134702095,310,410,27207,32.925579,-97.005039,6839.0
134680321,310,410,27207,32.924323,-96.996086,13251.0
134471185,310,410,27207,32.921449,-96.998223,7467.0
133501967,310,410,27207,32.922697,-97.034317,4098.0
133501967,310,410,27207,32.922697,-97.034317,4098.0
133207569,310,410,27207,32.929501,-97.00373,6997.0
134471183,310,410,27207,32.921498,-96.986232,8586.0
133207568,310,410,27207,32.920853,-96.98152,6968.0
134471184,310,410,27207,32.916178,-96.96633,4787.0
133465105,310,410,27207,32.920531,-96.989697,8265.0
134459153,310,410,27207,32.916524,-96.961607,8863.0
133184273,310,410,27207,32.909264,-96.946726,8248.0
133203459,310,410,27207,32.926288,-96.945101,13514.0
133647873,310,410,27207,32.913639,-96.942996,6657.0
133647874,310,410,27207,32.911457,-96.947637,6356.0
133683459,310,410,27207,32.909975,-96.934274,4531.0
133683458,310,410,27207,32.911667,-96.931492,7738.0
133751811,310,410,27207,32.909936,-96.923433,14515.0
133751810,310,410,27207,32.905134,-96.900806,9330.0
133755393,310,410,27187,32.89606,-96.897524,5246.0
134685969,310,410,27207,32.908398,-96.895834,8801.0
133743626,310,410,27207,32.907534,-96.897404,807.0
133743640,310,410,27207,32.909299,-96.905888,4876.0
133426953,310,410,27207,32.916498,-96.901807,10014.0
133755414,310,410,27187,32.897615,-96.898754,6762.0
133426967,310,410,27207,32.913061,-96.898953,5579.0
133726486,310,410,27187,32.874844,-96.887619,6064.0
133150991,310,410,27187,32.903495,-96.898635,9411.0
133743618,310,410,27207,32.911503,-96.890714,5867.0
133958401,310,410,27207,32.910642,-96.88952,6172.0
133743625,310,410,27207,32.904714,-96.889094,8804.0
133957135,310,410,27207,32.906475,-96.882043,8910.0
133958408,310,410,27207,32.911111,-96.884685,4753.0
133734913,310,410,27207,32.916569,-96.881388,9720.0
134705667,310,410,27207,32.913792,-96.869727,2281.0
133710743,310,410,27207,32.913441,-96.869715,8703.0
134705673,310,410,27207,32.914812,-96.861301,9046.0
123558829,310,410,33028,-1.0,-1.0,-1.0
123578283,310,410,33028,-1.0,-1.0,-1.0
116562703,310,410,39177,37.716145,-111.654085,12289.0
123583404,310,410,33028,-1.0,-1.0,-1.0
123578284,310,410,33028,-1.0,-1.0,-1.0
123583661,310,410,33028,-1.0,-1.0,-1.0
123583510,310,410,33028,-1.0,-1.0,-1.0
123583689,310,410,33028,36.61545,-110.988903,1000.0
123583659,310,410,33028,-1.0,-1.0,-1.0
123583255,310,410,33028,-1.0,-1.0,-1.0
123559953,310,410,33028,-1.0,-1.0,-1.0
123559960,310,410,33028,-1.0,-1.0,-1.0
116579756,310,410,39177,36.973148,-111.368302,16338.0
123558828,310,410,33028,-1.0,-1.0,-1.0
123558679,310,410,33028,-1.0,-1.0,-1.0
123593752,310,410,33028,-1.0,-1.0,-1.0
123593745,310,410,33028,-1.0,-1.0,-1.0
123578539,310,410,33028,-1.0,-1.0,-1.0
123593999,310,410,33028,-1.0,-1.0,-1.0
123594006,310,410,33028,-1.0,-1.0,-1.0
123590316,310,410,33028,35.520833,-111.372555,1000.0
123594185,310,410,33028,-1.0,-1.0,-1.0
123593744,310,410,33028,-1.0,-1.0,-1.0
123559952,310,410,33028,-1.0,-1.0,-1.0
2611715,311,40,2403,-1.0,-1.0,-1.0
2611714,311,40,2403,-1.0,-1.0,-1.0
2792963,311,40,2443,-1.0,-1.0,-1.0
2877699,311,40,2403,-1.0,-1.0,-1.0
123552535,310,410,33028,-1.0,-1.0,-1.0
123552521,310,410,33028,-1.0,-1.0,-1.0
123578889,310,410,33028,-1.0,-1.0,-1.0
134705673,310,410,27207,32.914812,-96.861301,9046.0
133710608,310,410,27207,32.916419,-96.858344,7566.0
133897175,310,410,27207,32.917912,-96.856251,1000.0
133192153,310,410,27207,32.913955,-96.872332,1847.0
133192152,310,410,27207,-1.0,-1.0,-1.0
133421017,310,410,27203,32.92387,-96.84314,1000.0
133421016,310,410,27203,32.92516,-96.838334,1000.0
133386457,310,410,27203,32.926136,-96.832428,1000.0
133386456,310,410,27203,32.926918,-96.825154,1000.0
133434633,310,410,27203,32.925766,-96.827275,8935.0
135164195,310,410,27203,32.925777,-96.823515,1000.0
133219089,310,410,27203,32.92695,-96.823755,9370.0
133386256,310,410,27203,32.925468,-96.824446,2070.0
133219088,310,410,27203,32.922882,-96.817354,9599.0
133750786,310,410,27203,32.92626,-96.820999,7485.0
133714179,310,410,27203,32.92382,-96.812204,7376.0
133714178,310,410,27203,32.924539,-96.802605,7584.0
133405955,310,410,27203,32.924534,-96.792468,4002.0
133137935,310,410,27203,32.924651,-96.792746,9260.0
133405969,310,410,27203,32.924217,-96.79199,9321.0
133406169,310,410,27203,32.925224,-96.79155,1000.0
133406167,310,410,27203,32.924778,-96.784904,1000.0
133406168,310,410,27203,32.924404,-96.778275,1000.0
133726986,310,410,27203,32.924066,-96.779652,6134.0
133405968,310,410,27203,32.925341,-96.780345,9643.0
133393937,310,410,27203,32.923348,-96.774002,9690.0
133393937,310,410,27203,32.923348,-96.774002,9690.0
133727000,310,410,27203,32.924498,-96.781122,2144.0
133727007,310,410,27203,32.92443,-96.776517,3424.0
133727006,310,410,27203,32.925421,-96.770192,6860.0
133719069,310,410,27203,32.925695,-96.764478,3832.0
133726985,310,410,27203,32.921896,-96.75169,22114.0
133713155,310,410,27203,32.920759,-96.760859,9282.0
133406992,310,410,27203,32.917392,-96.766867,4263.0
133416209,310,410,27203,32.922098,-96.761874,6531.0
133378320,310,410,27203,32.912599,-96.76485,7901.0
133421585,310,410,27192,32.903071,-96.767715,9878.0
135158079,310,410,27192,32.908853,-96.769119,1413.0
133741322,310,410,27192,32.903611,-96.76833,4500.0
133421785,310,410,27192,32.908025,-96.768795,1554.0
133820427,310,410,27192,32.894909,-96.768906,1000.0
133820425,310,410,27192,32.884758,-96.769859,7016.0
134890787,310,410,27192,32.883922,-96.770043,500.0
134890851,310,410,27192,32.880782,-96.77008,1078.0
133733898,310,410,27192,32.876268,-96.770938,7563.0
134468623,310,410,27192,32.877403,-96.769631,5948.0
133177105,310,410,27192,32.873669,-96.769602,4160.0
134832931,310,410,27192,32.879272,-96.770082,956.0
133925405,310,410,27192,32.874063,-96.768858,5687.0
133625089,310,410,27189,32.856939,-96.770238,4792.0
133925379,310,410,27192,32.870925,-96.77004,5665.0
133596673,310,410,27192,32.865725,-96.770981,8751.0
133596675,310,410,27192,32.863862,-96.782012,5403.0
133907351,310,410,27192,32.856075,-96.772139,25979.0
133625117,310,410,27189,32.85918,-96.76869,6759.0
133596703,310,410,27192,32.863008,-96.773031,9521.0
133907216,310,410,27192,32.830225,-96.820325,6865.0
133596702,310,410,27192,32.828935,-96.816438,7001.0
133907217,310,410,27192,32.865707,-96.77352,3334.0
133907215,310,410,27192,32.864709,-96.770913,9096.0
133907215,310,410,27192,32.864709,-96.770913,9096.0
133907351,310,410,27192,32.856075,-96.772139,25979.0
133596682,310,410,27192,32.866174,-96.770623,3518.0
133925384,310,410,27192,32.877037,-96.770318,3912.0
134468758,310,410,27192,32.861564,-96.774415,8682.0
133177239,310,410,27192,32.868529,-96.771732,6896.0
133925398,310,410,27192,32.877229,-96.769447,4572.0
134832931,310,410,27192,32.879272,-96.770082,956.0
134890927,310,410,27192,32.88101,-96.770134,2298.0
133177237,310,410,27192,32.870114,-96.772979,6937.0
134890787,310,410,27192,32.883922,-96.770043,500.0
133820425,310,410,27192,32.884758,-96.769859,7016.0
133820438,310,410,27192,32.896145,-96.771364,7320.0
133421719,310,410,27192,32.897476,-96.768876,6843.0
135158079,310,410,27192,32.908853,-96.769119,1413.0
133378320,310,410,27203,32.912599,-96.76485,7901.0
133421783,310,410,27192,-1.0,-1.0,-1.0
133407193,310,410,27203,-1.0,-1.0,-1.0
133378519,310,410,27203,32.921852,-96.766403,1000.0
133378520,310,410,27203,32.920405,-96.748377,3340.0
133407192,310,410,27203,32.915651,-96.74989,2735.0
133394136,310,410,27203,32.924166,-96.769368,1000.0
133719042,310,410,27203,32.921145,-96.757272,9394.0
133726728,310,410,27203,32.925098,-96.768577,2946.0
133719048,310,410,27203,32.922919,-96.764711,1000.0
133407126,310,410,27203,32.904141,-96.758001,8433.0
133394070,310,410,27203,32.922015,-96.759142,9429.0
133726985,310,410,27203,32.921896,-96.75169,22114.0
133713160,310,410,27203,32.925937,-96.759765,1000.0
133713161,310,410,27203,32.920591,-96.750271,8717.0
133416208,310,410,27203,32.919432,-96.747873,6682.0
133414415,310,410,27203,32.915771,-96.742855,4610.0
133381905,310,410,27203,32.912261,-96.737218,5407.0
133381904,310,410,27203,32.904304,-96.720831,4046.0
133381903,310,410,27203,32.914637,-96.735768,1121.0
133135119,310,410,27192,32.903759,-96.717995,8130.0
133452823,310,410,27203,32.906525,-96.726488,5103.0
133438230,310,410,27192,32.905978,-96.719343,1813.0
133438231,310,410,27192,32.895357,-96.713711,4293.0
133334296,310,410,27192,32.88845,-96.702116,5240.0
133334295,310,410,27192,32.883259,-96.690895,5536.0
133334281,310,410,27192,32.880398,-96.691051,8825.0
133543704,310,410,27192,32.86884,-96.672276,1664.0
133543703,310,410,27192,32.867868,-96.667529,3601.0
133451032,310,410,27192,32.861185,-96.655506,1000.0
133451030,310,410,27192,32.863916,-96.659342,4481.0
133451031,310,410,27192,32.858544,-96.65024,5520.0
133451031,310,410,27192,32.858544,-96.65024,5520.0
133827608,310,410,27179,32.833957,-96.632767,9709.0
133827607,310,410,27179,32.835312,-96.633032,1000.0
133476632,310,410,27179,32.829311,-96.623506,1159.0
133476617,310,410,27179,32.833674,-96.610627,5462.0
133476630,310,410,27179,32.839799,-96.596956,1000.0
133476631,310,410,27179,32.833115,-96.612535,5933.0
133280015,310,410,27179,32.840922,-96.59555,11206.0
133449736,310,410,27179,32.844269,-96.59668,1000.0
133476616,310,410,27179,32.842938,-96.592518,3907.0
133740056,310,410,27179,32.839333,-96.591467,2319.0
133396119,310,410,27179,32.842676,-96.585356,6449.0
133923733,310,410,27179,32.84103,-96.595039,8568.0
133740042,310,410,27179,32.842757,-96.592468,2385.0
133395983,310,410,27179,32.856952,-96.55616,17349.0
133396117,310,410,27179,32.857086,-96.560506,9834.0
10512663,310,410,27179,32.859713,-96.556227,1000.0
10512662,310,410,27179,-1.0,-1.0,-1.0
133456650,310,410,26884,32.875237,-96.521744,1000.0
10512648,310,410,27179,-1.0,-1.0,-1.0
133456649,310,410,26884,-1.0,-1.0,-1.0
133456662,310,410,26884,-1.0,-1.0,-1.0
133453599,310,410,26884,-1.0,-1.0,-1.0
133405455,310,410,26884,32.88665,-96.492279,1000.0
133384717,310,410,26884,-1.0,-1.0,-1.0
133453571,310,410,26884,32.902534,-96.465523,1000.0
133453570,310,410,26884,-1.0,-1.0,-1.0
133453569,310,410,26884,-1.0,-1.0,-1.0
134268417,310,410,26884,-1.0,-1.0,-1.0
134268424,310,410,26884,-1.0,-1.0,-1.0
133936131,310,410,26884,32.909405,-96.448822,1000.0
133936129,310,410,26884,32.920033,-96.439556,1000.0
133978383,310,410,26884,32.922054,-96.442368,1000.0
133590536,310,410,26884,-1.0,-1.0,-1.0
133621258,310,410,26884,32.920986,-96.412064,1000.0
133621258,310,410,26884,32.920986,-96.412064,1000.0
133621251,310,410,26884,32.919735,-96.419212,1000.0
133621250,310,410,26884,-1.0,-1.0,-1.0
133725442,310,410,26884,-1.0,-1.0,-1.0
133383696,310,410,26884,-1.0,-1.0,-1.0
135097617,310,410,26884,-1.0,-1.0,-1.0
133725449,310,410,26884,-1.0,-1.0,-1.0
135097629,310,410,26884,-1.0,-1.0,-1.0
133718794,310,410,26884,33.007606,-96.367806,6239.0
133299606,310,410,26884,-1.0,-1.0,-1.0
133718793,310,410,26884,32.980198,-96.297127,1000.0
133718807,310,410,26884,-1.0,-1.0,-1.0
133718807,310,410,26884,-1.0,-1.0,-1.0
133718807,310,410,26884,-1.0,-1.0,-1.0
135346712,310,410,26884,-1.0,-1.0,-1.0
135346712,310,410,26884,-1.0,-1.0,-1.0
134806287,310,410,26884,33.002602,-96.243309,1000.0
134806487,310,410,26884,-1.0,-1.0,-1.0
135346696,310,410,26884,33.000347,-96.239281,1000.0
135623690,310,410,26884,33.019192,-96.213669,1000.0
135623758,310,410,26884,-1.0,-1.0,-1.0
134646743,310,410,26884,33.036396,-96.185633,1000.0
135118809,310,410,26884,33.043425,-96.179758,1000.0
135118807,310,410,26884,33.054514,-96.167744,3790.0
10271449,310,410,26881,33.067479,-96.150094,1000.0
134806578,310,410,26884,-1.0,-1.0,-1.0
135623730,310,410,26884,-1.0,-1.0,-1.0
10286130,310,410,26881,-1.0,-1.0,-1.0
135623987,310,410,26881,33.134114,-96.061437,1000.0
134249266,310,410,26881,-1.0,-1.0,-1.0
133300373,310,410,26881,33.131975,-96.015912,2632.0
133300232,310,410,26881,33.129161,-95.979969,1000.0
133407752,310,410,26881,33.13763,-95.945442,1000.0
133300232,310,410,26881,33.129161,-95.979969,1000.0
133407752,310,410,26881,33.13763,-95.945442,1000.0
133407753,310,410,26881,33.129732,-95.867172,2679.0
133407960,310,410,26881,-1.0,-1.0,-1.0
134275289,310,410,26881,-1.0,-1.0,-1.0
133408778,310,410,26881,33.129489,-95.854581,1000.0
133408777,310,410,26881,-1.0,-1.0,-1.0
133290518,310,410,26881,-1.0,-1.0,-1.0
133290504,310,410,26881,33.128301,-95.75781,1000.0
10359050,310,410,26883,33.122775,-95.731776,1000.0
135345418,310,410,26883,33.120783,-95.71644,6561.0
10315530,310,410,26883,-1.0,-1.0,-1.0
133301009,310,410,26883,-1.0,-1.0,-1.0
134720785,310,410,26883,33.119987,-95.637672,1000.0
133301209,310,410,26883,-1.0,-1.0,-1.0
134720985,310,410,26883,-1.0,-1.0,-1.0
135345488,310,410,26883,-1.0,-1.0,-1.0
135345487,310,410,26883,-1.0,-1.0,-1.0
133533263,310,410,26883,-1.0,-1.0,-1.0
133999950,310,410,26883,-1.0,-1.0,-1.0
135101008,310,410,26883,-1.0,-1.0,-1.0
135101007,310,410,26883,-1.0,-1.0,-1.0
135101007,310,410,26883,-1.0,-1.0,-1.0
134649304,310,410,26883,-1.0,-1.0,-1.0
135100937,310,410,26883,-1.0,-1.0,-1.0
133301514,310,410,26883,-1.0,-1.0,-1.0
133301655,310,410,26883,33.148522,-95.453789,1976.0
133301654,310,410,26883,33.158755,-95.415721,1771.0
134650263,310,410,26883,33.167252,-95.328474,1000.0
134650261,310,410,26883,33.165929,-95.301819,6651.0
134561431,310,410,26883,-1.0,-1.0,-1.0
134561430,310,410,26883,-1.0,-1.0,-1.0
134349364,310,410,26883,-1.0,-1.0,-1.0
10363187,310,410,26883,-1.0,-1.0,-1.0
134349392,310,410,26883,-1.0,-1.0,-1.0
123578889,310,410,33028,-1.0,-1.0,-1.0
123545608,310,410,33028,-1.0,-1.0,-1.0
123591177,310,410,33028,-1.0,-1.0,-1.0
123552520,310,410,33028,-1.0,-1.0,-1.0
123495440,310,410,33027,37.588642,-109.478348,1000.0
121010604,310,410,33028,-1.0,-1.0,-1.0
123596810,310,410,33028,-1.0,-1.0,-1.0
123596809,310,410,33028,-1.0,-1.0,-1.0
123548170,310,410,33028,-1.0,-1.0,-1.0
1379075,310,320,44203,-1.0,-1.0,-1.0
1379079,310,320,44203,-1.0,-1.0,-1.0
1379081,310,320,44203,-1.0,-1.0,-1.0
1379082,310,320,44203,-1.0,-1.0,-1.0
1379078,310,320,44203,-1.0,-1.0,-1.0
1379074,310,320,44203,-1.0,-1.0,-1.0
123548183,310,410,33028,-1.0,-1.0,-1.0
1348367,310,320,44203,-1.0,-1.0,-1.0
1348355,310,320,44203,-1.0,-1.0,-1.0
1348363,310,320,44203,-1.0,-1.0,-1.0
1348362,310,320,44203,-1.0,-1.0,-1.0
1348366,310,320,44203,-1.0,-1.0,-1.0
1348354,310,320,44203,-1.0,-1.0,-1.0
1287946,310,320,44203,-1.0,-1.0,-1.0
1287950,310,320,44203,-1.0,-1.0,-1.0
1349123,310,320,44203,-1.0,-1.0,-1.0
1298690,310,320,44203,-1.0,-1.0,-1.0
134349392,310,410,26883,-1.0,-1.0,-1.0
134349390,310,410,26883,-1.0,-1.0,-1.0
134349391,310,410,26883,-1.0,-1.0,-1.0
134705425,310,410,26883,-1.0,-1.0,-1.0
135337752,310,410,26883,-1.0,-1.0,-1.0
135337751,310,410,26883,-1.0,-1.0,-1.0
134637848,310,410,26883,-1.0,-1.0,-1.0
133801238,310,410,26883,33.177019,-94.97652,1000.0
134637847,310,410,26883,-1.0,-1.0,-1.0
135100632,310,410,26883,-1.0,-1.0,-1.0
134637833,310,410,26883,-1.0,-1.0,-1.0
134587153,310,410,26892,33.21487,-94.898974,1423.0
134477583,310,410,26883,-1.0,-1.0,-1.0
133801231,310,410,26883,33.207188,-94.909386,1000.0
134587353,310,410,26892,-1.0,-1.0,-1.0
135100432,310,410,26883,-1.0,-1.0,-1.0
134587151,310,410,26892,-1.0,-1.0,-1.0
134349841,310,410,26892,33.22784,-94.886681,1000.0
135489104,310,410,26892,33.230929,-94.883246,1000.0
135489034,310,410,26892,33.233877,-94.877552,4944.0
135489032,310,410,26892,33.275517,-94.806442,1000.0
135489032,310,410,26892,33.275517,-94.806442,1000.0
135489102,310,410,26892,33.269573,-94.817201,1575.0
65009341,310,410,24580,33.369582,-94.620427,12376.0
134587144,310,410,26892,33.291843,-94.755562,1000.0
134222351,310,410,26892,-1.0,-1.0,-1.0
134586895,310,410,26892,-1.0,-1.0,-1.0
133218320,310,410,26892,-1.0,-1.0,-1.0
134222551,310,410,26892,-1.0,-1.0,-1.0
134586902,310,410,26892,-1.0,-1.0,-1.0
65009161,310,410,24580,33.305922,-94.706245,6419.0
65009340,310,410,24580,33.419758,-94.551987,1000.0
64241364,310,410,24580,33.290482,-94.772797,1000.0
64482262,310,410,24580,33.402459,-94.627808,13597.0
64241348,310,410,24580,33.397395,-94.583077,5280.0
64482065,310,410,24580,33.462852,-94.510763,25916.0
65250072,310,410,24580,33.437406,-94.526826,2221.0
65250071,310,410,24580,33.468224,-94.462517,1000.0
65248790,310,410,24580,-1.0,-1.0,-1.0
65248791,310,410,24580,33.472382,-94.38496,3064.0
64480918,310,410,24580,33.472878,-94.386,7698.0
65251223,310,410,24580,33.471334,-94.319135,11992.0
64482198,310,410,24580,33.470813,-94.437902,10584.0
65236234,310,410,24580,33.472538,-94.388763,1000.0
64468438,310,410,24580,33.471485,-94.377289,1000.0
65248965,310,410,24580,33.465446,-94.309814,1000.0
65251270,310,410,24580,33.473347,-94.29459,3884.0
65251286,310,410,24580,33.469978,-94.300295,5139.0
65251286,310,410,24580,33.469978,-94.300295,5139.0
65251285,310,410,24580,33.474254,-94.258516,11668.0
65251269,310,410,24580,33.292149,-94.7603,1000.0
65230020,310,410,24580,33.458182,-94.156299,1556.0
65254340,310,410,24580,-1.0,-1.0,-1.0
65230021,310,410,24580,33.474579,-94.448364,1000.0
65251014,310,410,24580,33.450629,-94.127998,1000.0
65251012,310,410,24580,33.451615,-94.111562,1241.0
65256646,310,410,24580,-1.0,-1.0,-1.0
65228996,310,410,24580,33.459884,-94.077409,7822.0
65256644,310,410,24580,-1.0,-1.0,-1.0
65254854,310,410,24580,-1.0,-1.0,-1.0
66518982,310,410,24580,33.472336,-94.023537,1000.0
65238724,310,410,24580,33.460309,-94.03815,1000.0
66518980,310,410,24580,33.474152,-94.0149,1000.0
66518981,310,410,24580,33.475597,-94.008049,1000.0
64470997,310,410,24580,-1.0,-1.0,-1.0
64484566,310,410,24580,33.519463,-93.934135,1000.0
64470800,310,410,24580,33.48398,-93.989116,21890.0
64484369,310,410,24580,33.475631,-93.980218,21871.0
64484367,310,410,24580,33.502524,-93.956803,16875.0
64480272,310,410,24580,-1.0,-1.0,-1.0
64484564,310,410,24580,33.506709,-93.950621,6849.0
64485846,310,410,24580,33.601673,-93.818939,1000.0
64485845,310,410,24580,33.544644,-93.893427,9372.0
64485648,310,410,24580,33.543079,-93.896309,1000.0
64485641,310,410,24580,33.549391,-93.883287,8327.0
64450314,310,410,24583,33.593714,-93.827008,20890.0
64450518,310,410,24583,33.593901,-93.830964,9890.0
64450517,310,410,24583,33.63235,-93.739602,11466.0
64450774,310,410,24583,33.638894,-93.703296,2661.0
64380431,310,410,24583,33.631111,-93.727801,26791.0
64380431,310,410,24583,33.631111,-93.727801,26791.0
64450577,310,410,24583,33.639349,-93.703227,13449.0
64450575,310,410,24583,33.661128,-93.647474,19149.0
64450772,310,410,24583,33.665176,-93.634682,1000.0
64451030,310,410,24583,33.693069,-93.594933,1000.0
64482576,310,410,24583,33.672936,-93.622243,20570.0
64482577,310,410,24583,33.683832,-93.607363,19556.0
64450568,310,410,24583,33.662814,-93.636779,5915.0
64482570,310,410,24583,33.681617,-93.61232,24961.0
64482568,310,410,24583,33.688825,-93.58859,20865.0
64451082,310,410,24583,33.698764,-93.582127,25626.0
64451080,310,410,24583,33.738095,-93.524401,26388.0
64451094,310,410,24583,33.710838,-93.57058,1000.0
64451351,310,410,24583,33.735588,-93.52562,1000.0
64451344,310,410,24583,33.748641,-93.505818,13988.0
64451087,310,410,24583,33.72628,-93.544344,29855.0
64451541,310,410,24583,33.764065,-93.485044,10483.0
64451343,310,410,24583,33.802023,-93.43531,23768.0
64451336,310,410,24583,33.801396,-93.435709,7909.0
65219593,310,410,24583,33.837731,-93.38676,1000.0
64451350,310,410,24583,33.81131,-93.422119,1000.0
65219607,310,410,24583,33.832532,-93.393829,1000.0
64218902,310,410,24583,-1.0,-1.0,-1.0
65219607,310,410,24583,33.832532,-93.393829,1000.0
65219606,310,410,24583,-1.0,-1.0,-1.0
64451864,310,410,24583,33.84766,-93.374084,1000.0
64451862,310,410,24583,33.909219,-93.289069,4009.0
65220798,310,410,24583,-1.0,-1.0,-1.0
64452362,310,410,24583,33.95867,-93.223821,4003.0
64452360,310,410,24583,33.99066,-93.189959,9971.0
65220618,310,410,24583,33.99268,-93.187927,1000.0
65220617,310,410,24583,-1.0,-1.0,-1.0
65220616,310,410,24583,34.021904,-93.157845,1000.0
64453898,310,410,24583,34.104624,-93.101362,22669.0
64452873,310,410,24583,34.079362,-93.115181,25721.0
64452872,310,410,24583,34.105017,-93.102419,22685.0
64454078,310,410,24583,34.066476,-93.124562,6430.0
64454076,310,410,24583,34.122908,-93.09074,1000.0
64278204,310,410,24583,34.139093,-93.082173,1000.0
65010109,310,410,24583,34.16389,-93.076426,2345.0
65010108,310,410,24583,34.19162,-93.062199,2459.0
64414653,310,410,24588,34.220068,-93.023781,2860.0
64414480,310,410,24588,34.225562,-93.012892,14296.0
64241935,310,410,24583,34.20776,-93.039703,1000.0
64414473,310,410,24588,34.226775,-93.012167,24779.0
64414472,310,410,24588,34.257782,-92.984212,20497.0
65182218,310,410,24588,-1.0,-1.0,-1.0
64274698,310,410,24588,34.283659,-92.958337,16770.0
64274696,310,410,24588,34.295286,-92.948066,14799.0
65182216,310,410,24588,-1.0,-1.0,-1.0
64413101,310,410,24588,34.393978,-92.82639,28839.0
64414223,310,410,24588,34.319586,-92.929519,10234.0
64413969,310,410,24588,34.326192,-92.921186,29524.0
64414142,310,410,24588,34.336683,-92.913917,2501.0
64414141,310,410,24588,34.352443,-92.89001,1491.0
64414141,310,410,24588,34.352443,-92.89001,1491.0
65064126,310,410,24588,34.413593,-92.790053,27763.0
64413117,310,410,24588,34.391673,-92.837081,12980.0
66067902,310,410,24588,-1.0,-1.0,-1.0
65064124,310,410,24588,34.383585,-92.829273,5346.0
66067900,310,410,24588,34.590195,-92.569237,1000.0
64296894,310,410,24588,34.503262,-92.692132,12254.0
64296893,310,410,24588,34.550279,-92.623311,12891.0
64296892,310,410,24588,34.529743,-92.634197,21343.0
64407998,310,410,24588,34.517048,-92.681598,18007.0
64256958,310,410,24588,34.584103,-92.568748,1000.0
64407997,310,410,24588,34.541078,-92.665052,13493.0
65175230,310,410,24588,34.57234,-92.611645,23272.0
64256777,310,410,24588,34.556615,-92.631134,18697.0
65175050,310,410,24588,34.565353,-92.630004,19062.0
65039370,310,410,24588,34.564307,-92.624461,19329.0
64407817,310,410,24588,34.558199,-92.638366,18036.0
65175049,310,410,24588,34.577455,-92.608571,23419.0
65039368,310,410,24588,34.579723,-92.604754,23710.0
65175048,310,410,24588,34.887455,-92.374657,1000.0
66381322,310,410,24588,34.578623,-92.61575,22749.0
66501642,310,410,24588,34.483205,-93.040457,5038.0
66501641,310,410,24588,34.483205,-93.040457,5038.0
65034250,310,410,24588,34.553271,-92.783056,25230.0
66430473,310,410,24588,34.605553,-92.548588,28442.0
65034248,310,410,24588,34.540171,-92.950343,12864.0
65221386,310,410,24588,34.600323,-92.557835,23721.0
66430472,310,410,24588,34.544478,-92.90865,14054.0
65221384,310,410,24588,34.53283,-92.892753,24123.0
64453130,310,410,24594,34.623488,-92.487966,15425.0
64453136,310,410,24594,34.638861,-92.444728,26787.0
64453136,310,410,24594,34.638861,-92.444728,26787.0
65221333,310,410,24594,34.64224,-92.440661,4906.0
65221309,310,410,24594,34.599832,-92.51713,17046.0
66081981,310,410,24594,34.482572,-93.008217,2724.0
65158590,310,410,24594,34.643077,-92.439039,9512.0
65031613,310,410,24594,34.627137,-92.477904,5541.0
64390417,310,410,24594,34.655516,-92.408171,18121.0
64390415,310,410,24594,34.664823,-92.395828,18323.0
65158423,310,410,24594,34.666405,-92.38511,5854.0
65158680,310,410,24594,34.670485,-92.379892,17332.0
65158679,310,410,24594,34.672981,-92.370016,18263.0
66182936,310,410,24594,-1.0,-1.0,-1.0
64391063,310,410,24594,34.66916,-92.370868,7168.0
66182921,310,410,24594,34.676098,-92.354391,9325.0
66309386,310,410,24594,34.688083,-92.325188,7647.0
66309384,310,410,24594,34.681937,-92.320795,7982.0
65128457,310,410,24594,-1.0,-1.0,-1.0
64391177,310,410,24589,34.691944,-92.305524,8877.0
64391176,310,410,24589,34.702782,-92.2965,7433.0
66309642,310,410,24589,34.706836,-92.290267,4253.0
66309641,310,410,24589,34.918606,-92.397026,4020.0
64388362,310,410,24589,34.721585,-92.261332,8275.0
65152265,310,410,24589,34.73774,-92.274351,8413.0
64388361,310,410,24589,34.723842,-92.233061,21021.0
64382218,310,410,24589,34.72401,-92.237668,21230.0
65029897,310,410,24589,34.753052,-92.162987,1000.0
64382217,310,410,24589,34.723924,-92.210949,20022.0
65751359,310,410,24589,34.703193,-92.210222,8300.0
66305289,310,410,24589,34.718185,-92.184239,4223.0
65751139,310,410,24589,34.769951,-92.163597,1000.0
64267530,310,410,24589,34.731337,-92.139965,26456.0
64359178,310,410,24589,34.735112,-92.171412,9080.0
64359177,310,410,24589,34.744555,-92.163192,8972.0
64359176,310,410,24589,34.766139,-92.168901,16476.0
65153546,310,410,24589,34.778773,-92.158871,1000.0
65153544,310,410,24589,34.892342,-92.078624,14237.0
64267018,310,410,24589,34.78318,-92.143986,3503.0
64267016,310,410,24589,34.785316,-92.120588,17428.0
64408074,310,410,24589,34.783946,-92.099776,15563.0
64985866,310,410,24586,-1.0,-1.0,-1.0
