start_gps,end_gps,start_census_tract_id,association_length,end_census_tract_id,population_density,rucc,associated_pci
"(32.9174032, -96.4268164, 140.808583148199)","(32.91843037612715, -96.42299609711144, 142.39257664642304)",48397040305,0.37510793518636787,48397040305,871.62,1,87
"(32.9221872, -96.407775, 148.847940105098)","(32.93006802836607, -96.38561224091998, 147.001094005397)",48397040408,2.8005356649397455,48397040408,872.23,1,94
"(32.93006802836607, -96.38561224091998, 147.001094005397)","(32.9301384, -96.3854521, 147.113598567031)",48397040408,0.016889635793451367,48397040408,872.23,1,145
"(32.9363657, -96.3773793, 135.098720243989)","(32.9384874, -96.3747831, 135.744544056049)",48397040409,0.3381156200590984,48397040409,712.99,1,450
"(32.9384874, -96.3747831, 135.744544056049)","(32.94074, -96.3721466, 135.071100981479)",48397040409,0.3510079929275045,48397040409,712.99,1,302
"(32.94074, -96.3721466, 135.071100981479)","(32.94175836173664, -96.37091120186068, 134.54381109824277)",48397040409,0.1615660446881791,48397040409,712.99,1,161
"(32.94175836173664, -96.37091120186068, 134.54381109824277)","(32.9429026, -96.3695231, 133.951344552641)",48397040409,0.1815355906203316,48397040409,712.99,1,499
"(32.9429026, -96.3695231, 133.951344552641)","(32.9429026, -96.3695231, 133.951344552641)",48397040409,0.0,48397040409,712.99,1,262
"(32.9429026, -96.3695231, 133.951344552641)","(32.944776831928, -96.36735883983891, 136.8305398570559)",48397040409,0.29013252546304746,48397040409,712.99,1,161
"(32.95798808740721, -96.35084350469477, 135.636718312526)","(32.9651162, -96.3387622, 140.818867860516)",48397040410,2.084796221755525,48397040410,3735.35,1,149
