start_gps,end_gps,start_census_tract_id,association_length,end_census_tract_id,population_density,rucc,associated_pci
"(35.8262063, -78.7538798, 61.7275957011065)","(35.8245358, -78.7507427, 67.4295883374097)",37183053521.0,0.38142601240235074,37183053521.0,921.45,1.0,436
"(35.8245358, -78.7507427, 67.4295883374097)","(35.8209221, -78.7442762, 76.9990685584543)",37183053521.0,1.2757708154419083,37183053521.0,921.45,1.0,381
"(35.8161717, -78.7387941, 80.8218037502876)","(35.806367299058344, -78.73978178051924, 78.67626831678068)",37183052401.0,1.099991029603712,37183052401.0,1232.5,1.0,380
"(35.806367299058344, -78.73978178051924, 78.67626831678068)","(35.8006413, -78.7413378, 82.420377902974)",37183052401.0,0.7508275372994622,37183052401.0,1232.5,1.0,33
"(35.8006413, -78.7413378, 82.420377902974)","(35.794735019535324, -78.74391151090565, 82.53093070389811)",37183052401.0,0.9446611061402099,37183052401.0,1232.5,1.0,182
"(35.7925241, -78.7453149, 87.2937244073346)","(35.7925241, -78.7453149, 87.2937244073346)",37183053521.0,0.023124380465010953,37183053521.0,921.45,1.0,182
"(35.7675036, -78.7366764, 92.4640397992516)","(35.76588741821771, -78.73650008269799, 85.59323810500179)",37183053003.0,0.6974704798372332,37183053003.0,2173.15,1.0,449
"(35.7666168589802, -78.73466876269342, 82.50507013516082)","(35.7655565, -78.7332045, 83.2482109072272)",37183053011.0,0.2956199356852974,37183053011.0,2719.21,1.0,264
"(35.7655565, -78.7332045, 83.2482109072272)","(35.7656251, -78.7345043, 92.3986837307594)",37183053011.0,0.15943909436275705,37183053011.0,2719.21,1.0,449
"(35.7656251, -78.7345043, 92.3986837307594)","(35.7668486, -78.7352797, 89.213202432204)",37183053011.0,0.1528994435573347,37183053011.0,2719.21,1.0,59
"(35.7668486, -78.7352797, 89.213202432204)","(35.7681533965192, -78.73553042446324, 88.12330404622674)",37183053011.0,0.14654396600961297,37183053011.0,2719.21,1.0,264
"(35.7681533965192, -78.73553042446324, 88.12330404622674)","(35.7681923, -78.7355379, 88.0908079134455)",37183053011.0,0.004369316790446579,37183053011.0,2719.21,1.0,59
"(35.7681923, -78.7355379, 88.0908079134455)","(35.7677424, -78.7345956, 80.0876665127261)",37183053011.0,0.0990798306722675,37183053011.0,2719.21,1.0,264
"(35.76648491266318, -78.73631516926936, 86.75687643654548)","(35.7656557, -78.73869, 94.9551794424144)",37183053003.0,0.4241558319924611,37183053003.0,2173.15,1.0,449
