start_gps,end_gps,start_census_tract_id,association_length,end_census_tract_id,population_density,rucc,associated_pci
"(np.float64(34.1024164), np.float64(-99.0801542), np.float64(341.566970174915))","(np.float64(34.099772485365854), np.float64(-99.07433628474412), np.float64(337.6261083842243))",48487950300,0.8366158148757559,48487950300,2.29,6,213
"(np.float64(34.099772485365854), np.float64(-99.07433628474412), np.float64(337.6261083842243))","(np.float64(34.0813701), np.float64(-99.0327296), np.float64(345.650184214763))",48487950300,6.421712177247023,48487950300,2.29,6,289
"(np.float64(34.0813701), np.float64(-99.0327296), np.float64(345.650184214763))","(np.float64(34.0741327), np.float64(-99.0171662), np.float64(336.163704307175))",48487950300,2.006462846270785,48487950300,2.29,6,431
"(np.float64(34.0741327), np.float64(-99.0171662), np.float64(336.163704307175))","(np.float64(34.07124734339354), np.float64(-99.01151551097908), np.float64(335.92573621787363))",48487950300,0.6524174161381945,48487950300,2.29,6,213
"(np.float64(34.07124734339354), np.float64(-99.01151551097908), np.float64(335.92573621787363))","(np.float64(34.0673514), np.float64(-99.0028996), np.float64(328.693623319415))",48487950300,1.0639344797349422,48487950300,2.29,6,209
"(np.float64(34.0673514), np.float64(-99.0028996), np.float64(328.693623319415))","(np.float64(34.059586013647284), np.float64(-98.98588065343584), np.float64(335.2051443688469))",48487950300,2.1624093898314345,48487950300,2.29,6,213
"(np.float64(34.059586013647284), np.float64(-98.98588065343584), np.float64(335.2051443688469))","(np.float64(34.04842230172249), np.float64(-98.95951782095692), np.float64(335.2377444233628))",48487950300,4.189365858221767,48487950300,2.29,6,209
"(np.float64(34.04842230172249), np.float64(-98.95951782095692), np.float64(335.2377444233628))","(np.float64(34.04815978757631), np.float64(-98.9588742926033), np.float64(335.75632702109635))",48487950300,0.11989672556990562,48487950300,2.29,6,213
"(np.float64(33.9944997), np.float64(-98.8297448), np.float64(300.365786140487))","(np.float64(33.99170582066327), np.float64(-98.82663988162231), np.float64(297.1565558361462))",48485013800,0.7683629533296044,48485013800,11.26,9,491
"(np.float64(33.99170582066327), np.float64(-98.82663988162231), np.float64(297.1565558361462))","(np.float64(33.9896779), np.float64(-98.8236091), np.float64(296.799102159075))",48485013800,0.6944415397290578,48485013800,11.26,9,33
"(np.float64(33.9896779), np.float64(-98.8236091), np.float64(296.799102159075))","(np.float64(33.9896779), np.float64(-98.8236091), np.float64(296.799102159075))",48485013800,0.09262127959734542,48485013800,11.26,9,491
"(np.float64(33.9896779), np.float64(-98.8236091), np.float64(296.799102159075))","(np.float64(33.97890003902439), np.float64(-98.79911437073171), np.float64(288.21571192924205))",48485013800,3.166604228234476,48485013800,11.26,9,33
"(np.float64(33.97890003902439), np.float64(-98.79911437073171), np.float64(288.21571192924205))","(np.float64(33.97709694577086), np.float64(-98.79469287843878), np.float64(288.15060316350275))",48485013800,0.6297929241713949,48485013800,11.26,9,491
"(np.float64(33.97709694577086), np.float64(-98.79469287843878), np.float64(288.15060316350275))","(np.float64(33.975662), np.float64(-98.7912684), np.float64(286.811126536851))",48485013800,0.4049831981853338,48485013800,11.26,9,33
"(np.float64(33.975662), np.float64(-98.7912684), np.float64(286.811126536851))","(np.float64(33.975251138542646), np.float64(-98.79019923523852), np.float64(286.40391175482875))",48485013800,0.17087973664721695,48485013800,11.26,9,37
"(np.float64(33.975251138542646), np.float64(-98.79019923523852), np.float64(286.40391175482875))","(np.float64(33.9739119), np.float64(-98.7867142), np.float64(285.076559866596))",48485013800,0.5723127371105108,48485013800,11.26,9,33
"(np.float64(33.9739119), np.float64(-98.7867142), np.float64(285.076559866596))","(np.float64(33.9739119), np.float64(-98.7867142), np.float64(285.076559866596))",48485013800,0.0,48485013800,11.26,9,153
"(np.float64(33.9739119), np.float64(-98.7867142), np.float64(285.076559866596))","(np.float64(33.97202964648978), np.float64(-98.77774798441236), np.float64(284.5470326641589))",48485013800,1.046754317067621,48485013800,11.26,9,310
"(np.float64(33.97202964648978), np.float64(-98.77774798441236), np.float64(284.5470326641589))","(np.float64(33.9714127), np.float64(-98.7741304), np.float64(287.525796679526))",48485013800,0.8159503342957081,48485013800,11.26,9,5
"(np.float64(33.9714127), np.float64(-98.7741304), np.float64(287.525796679526))","(np.float64(33.97103612695606), np.float64(-98.76538509034144), np.float64(288.0356161746307))",48485013800,0.9148042342442126,48485013800,11.26,9,37
"(np.float64(33.97103612695606), np.float64(-98.76538509034144), np.float64(288.0356161746307))","(np.float64(33.971007), np.float64(-98.7490005), np.float64(276.637751334878))",48485013800,2.637747270133373,48485013800,11.26,9,5
"(np.float64(33.971007), np.float64(-98.7490005), np.float64(276.637751334878))","(np.float64(33.970858), np.float64(-98.7377016), np.float64(279.329474523924))",48485013800,1.1841216318269532,48485013800,11.26,9,314
"(np.float64(33.970858), np.float64(-98.7377016), np.float64(279.329474523924))","(np.float64(33.96570703516484), np.float64(-98.70919913076922), np.float64(279.4023839038451))",48485013800,4.052249150880299,48485013800,11.26,9,5
