"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Population Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Census Tract","47157020622","TN","47157020622","=""47157020622""","2613.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020632","TN","47157020632","=""47157020632""","1419.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020633","TN","47157020633","=""47157020633""","1654.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020634","TN","47157020634","=""47157020634""","3320.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020635","TN","47157020635","=""47157020635""","3962.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020651","TN","47157020651","=""47157020651""","3987.86","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020652","TN","47157020652","=""47157020652""","3623.10","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020653","TN","47157020653","=""47157020653""","831.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020654","TN","47157020654","=""47157020654""","1213.40","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020655","TN","47157020655","=""47157020655""","4134.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020656","TN","47157020656","=""47157020656""","2112.04","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020657","TN","47157020657","=""47157020657""","2201.67","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020658","TN","47157020658","=""47157020658""","3363.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020700","TN","47157020700","=""47157020700""","62.40","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020833","TN","47157020833","=""47157020833""","1012.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020834","TN","47157020834","=""47157020834""","987.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020835","TN","47157020835","=""47157020835""","61.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020836","TN","47157020836","=""47157020836""","468.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020837","TN","47157020837","=""47157020837""","405.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020901","TN","47157020901","=""47157020901""","1442.63","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157020902","TN","47157020902","=""47157020902""","996.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021020","TN","47157021020","=""47157021020""","245.63","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021021","TN","47157021021","=""47157021021""","1168.38","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021022","TN","47157021022","=""47157021022""","3014.21","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021023","TN","47157021023","=""47157021023""","462.73","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021111","TN","47157021111","=""47157021111""","1622.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021112","TN","47157021112","=""47157021112""","2995.79","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021113","TN","47157021113","=""47157021113""","2464.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021121","TN","47157021121","=""47157021121""","1822.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021122","TN","47157021122","=""47157021122""","5085.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021124","TN","47157021124","=""47157021124""","5131.34","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021125","TN","47157021125","=""47157021125""","2563.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021126","TN","47157021126","=""47157021126""","4175.08","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021135","TN","47157021135","=""47157021135""","3159.03","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021136","TN","47157021136","=""47157021136""","3365.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021138","TN","47157021138","=""47157021138""","1221.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021139","TN","47157021139","=""47157021139""","1356.76","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021140","TN","47157021140","=""47157021140""","2876.65","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021141","TN","47157021141","=""47157021141""","5027.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021142","TN","47157021142","=""47157021142""","1838.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021143","TN","47157021143","=""47157021143""","5026.18","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021144","TN","47157021144","=""47157021144""","2568.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021200","TN","47157021200","=""47157021200""","1698.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021311","TN","47157021311","=""47157021311""","1422.10","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021312","TN","47157021312","=""47157021312""","3095.65","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021320","TN","47157021320","=""47157021320""","2535.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021331","TN","47157021331","=""47157021331""","1744.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021333","TN","47157021333","=""47157021333""","2523.79","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021334","TN","47157021334","=""47157021334""","2931.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021341","TN","47157021341","=""47157021341""","2395.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021351","TN","47157021351","=""47157021351""","2692.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021352","TN","47157021352","=""47157021352""","2835.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021354","TN","47157021354","=""47157021354""","3212.13","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021355","TN","47157021355","=""47157021355""","1370.79","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021356","TN","47157021356","=""47157021356""","914.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021357","TN","47157021357","=""47157021357""","2315.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021410","TN","47157021410","=""47157021410""","3204.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021420","TN","47157021420","=""47157021420""","1909.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021430","TN","47157021430","=""47157021430""","2565.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021530","TN","47157021530","=""47157021530""","1402.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021541","TN","47157021541","=""47157021541""","2034.75","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021542","TN","47157021542","=""47157021542""","1797.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021543","TN","47157021543","=""47157021543""","416.37","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021544","TN","47157021544","=""47157021544""","3289.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021545","TN","47157021545","=""47157021545""","1233.31","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021546","TN","47157021546","=""47157021546""","668.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021547","TN","47157021547","=""47157021547""","1203.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021548","TN","47157021548","=""47157021548""","1626.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021611","TN","47157021611","=""47157021611""","2662.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021612","TN","47157021612","=""47157021612""","3543.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021613","TN","47157021613","=""47157021613""","2656.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021620","TN","47157021620","=""47157021620""","735.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021710","TN","47157021710","=""47157021710""","1907.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021721","TN","47157021721","=""47157021721""","6195.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021724","TN","47157021724","=""47157021724""","2632.68","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021725","TN","47157021725","=""47157021725""","9628.08","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021731","TN","47157021731","=""47157021731""","2579.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021744","TN","47157021744","=""47157021744""","5166.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021745","TN","47157021745","=""47157021745""","4147.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021746","TN","47157021746","=""47157021746""","3899.03","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021747","TN","47157021747","=""47157021747""","6486.80","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021751","TN","47157021751","=""47157021751""","3567.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021752","TN","47157021752","=""47157021752""","3511.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021753","TN","47157021753","=""47157021753""","3211.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021754","TN","47157021754","=""47157021754""","5140.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021755","TN","47157021755","=""47157021755""","17509.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021756","TN","47157021756","=""47157021756""","3495.31","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021757","TN","47157021757","=""47157021757""","3453.32","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021758","TN","47157021758","=""47157021758""","5227.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021759","TN","47157021759","=""47157021759""","5065.19","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021760","TN","47157021760","=""47157021760""","7118.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157021900","TN","47157021900","=""47157021900""","793.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022023","TN","47157022023","=""47157022023""","4081.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022024","TN","47157022024","=""47157022024""","3304.59","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022025","TN","47157022025","=""47157022025""","8782.59","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022026","TN","47157022026","=""47157022026""","1456.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022111","TN","47157022111","=""47157022111""","3202.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022121","TN","47157022121","=""47157022121""","2843.86","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022122","TN","47157022122","=""47157022122""","4129.12","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022130","TN","47157022130","=""47157022130""","2890.61","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022131","TN","47157022131","=""47157022131""","4556.80","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022132","TN","47157022132","=""47157022132""","3793.75","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022210","TN","47157022210","=""47157022210""","554.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022220","TN","47157022220","=""47157022220""","1567.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022310","TN","47157022310","=""47157022310""","2116.67","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022321","TN","47157022321","=""47157022321""","2382.32","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022322","TN","47157022322","=""47157022322""","1997.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022330","TN","47157022330","=""47157022330""","3156.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022410","TN","47157022410","=""47157022410""","1215.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022500","TN","47157022500","=""47157022500""","789.78","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022600","TN","47157022600","=""47157022600""","275.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157022700","TN","47157022700","=""47157022700""","2226.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157980100","TN","47157980100","=""47157980100""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157980200","TN","47157980200","=""47157980200""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157980300","TN","47157980300","=""47157980300""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157980401","TN","47157980401","=""47157980401""","3083.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47157980402","TN","47157980402","=""47157980402""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47159975000","TN","47159975000","=""47159975000""","35.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47159975100","TN","47159975100","=""47159975100""","418.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47159975200","TN","47159975200","=""47159975200""","84.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47159975300","TN","47159975300","=""47159975300""","40.21","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47159975400","TN","47159975400","=""47159975400""","68.75","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47161110201","TN","47161110201","=""47161110201""","61.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47161110202","TN","47161110202","=""47161110202""","36.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47161110600","TN","47161110600","=""47161110600""","32.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47161110700","TN","47161110700","=""47161110700""","42.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47161980100","TN","47161980100","=""47161980100""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47161980200","TN","47161980200","=""47161980200""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163040200","TN","47163040200","=""47163040200""","614.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163040300","TN","47163040300","=""47163040300""","4005.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163040500","TN","47163040500","=""47163040500""","3329.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163040600","TN","47163040600","=""47163040600""","2198.89","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163040700","TN","47163040700","=""47163040700""","1449.89","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163040800","TN","47163040800","=""47163040800""","1896.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163040900","TN","47163040900","=""47163040900""","1452.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163041000","TN","47163041000","=""47163041000""","623.86","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163041100","TN","47163041100","=""47163041100""","1674.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163041200","TN","47163041200","=""47163041200""","762.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163041300","TN","47163041300","=""47163041300""","358.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163041400","TN","47163041400","=""47163041400""","179.59","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163041500","TN","47163041500","=""47163041500""","915.40","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163041600","TN","47163041600","=""47163041600""","930.10","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163041700","TN","47163041700","=""47163041700""","1268.92","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163041800","TN","47163041800","=""47163041800""","1370.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163041900","TN","47163041900","=""47163041900""","976.97","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042000","TN","47163042000","=""47163042000""","421.73","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042100","TN","47163042100","=""47163042100""","733.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042200","TN","47163042200","=""47163042200""","414.82","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042300","TN","47163042300","=""47163042300""","518.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042400","TN","47163042400","=""47163042400""","192.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042500","TN","47163042500","=""47163042500""","468.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042600","TN","47163042600","=""47163042600""","560.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042702","TN","47163042702","=""47163042702""","1144.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042703","TN","47163042703","=""47163042703""","3484.61","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042704","TN","47163042704","=""47163042704""","969.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042801","TN","47163042801","=""47163042801""","2008.68","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042802","TN","47163042802","=""47163042802""","2157.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163042900","TN","47163042900","=""47163042900""","1090.70","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163043000","TN","47163043000","=""47163043000""","341.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163043100","TN","47163043100","=""47163043100""","47.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163043201","TN","47163043201","=""47163043201""","279.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163043202","TN","47163043202","=""47163043202""","109.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163043301","TN","47163043301","=""47163043301""","341.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163043302","TN","47163043302","=""47163043302""","166.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163043401","TN","47163043401","=""47163043401""","341.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163043402","TN","47163043402","=""47163043402""","497.49","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163043500","TN","47163043500","=""47163043500""","167.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47163043600","TN","47163043600","=""47163043600""","498.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020101","TN","47165020101","=""47165020101""","127.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020102","TN","47165020102","=""47165020102""","98.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020203","TN","47165020203","=""47165020203""","118.79","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020204","TN","47165020204","=""47165020204""","236.04","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020205","TN","47165020205","=""47165020205""","493.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020206","TN","47165020206","=""47165020206""","161.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020207","TN","47165020207","=""47165020207""","165.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020208","TN","47165020208","=""47165020208""","209.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020209","TN","47165020209","=""47165020209""","108.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020300","TN","47165020300","=""47165020300""","948.65","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020403","TN","47165020403","=""47165020403""","96.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020404","TN","47165020404","=""47165020404""","140.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020405","TN","47165020405","=""47165020405""","382.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020406","TN","47165020406","=""47165020406""","361.34","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020407","TN","47165020407","=""47165020407""","811.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020501","TN","47165020501","=""47165020501""","920.32","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020502","TN","47165020502","=""47165020502""","451.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020503","TN","47165020503","=""47165020503""","127.04","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020601","TN","47165020601","=""47165020601""","90.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020602","TN","47165020602","=""47165020602""","106.17","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020603","TN","47165020603","=""47165020603""","118.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020700","TN","47165020700","=""47165020700""","2139.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020800","TN","47165020800","=""47165020800""","2242.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020901","TN","47165020901","=""47165020901""","209.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020903","TN","47165020903","=""47165020903""","860.40","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020904","TN","47165020904","=""47165020904""","1900.80","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165020905","TN","47165020905","=""47165020905""","2536.49","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021002","TN","47165021002","=""47165021002""","668.04","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021004","TN","47165021004","=""47165021004""","487.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021005","TN","47165021005","=""47165021005""","303.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021006","TN","47165021006","=""47165021006""","334.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021007","TN","47165021007","=""47165021007""","1226.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021008","TN","47165021008","=""47165021008""","1059.80","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021009","TN","47165021009","=""47165021009""","1958.08","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021103","TN","47165021103","=""47165021103""","2564.85","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021104","TN","47165021104","=""47165021104""","2106.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021105","TN","47165021105","=""47165021105""","2313.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021106","TN","47165021106","=""47165021106""","1941.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021107","TN","47165021107","=""47165021107""","3863.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021201","TN","47165021201","=""47165021201""","1808.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021203","TN","47165021203","=""47165021203""","1006.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021204","TN","47165021204","=""47165021204""","2467.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47165021205","TN","47165021205","=""47165021205""","1303.45","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040100","TN","47167040100","=""47167040100""","55.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040200","TN","47167040200","=""47167040200""","77.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040302","TN","47167040302","=""47167040302""","718.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040303","TN","47167040303","=""47167040303""","402.67","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040304","TN","47167040304","=""47167040304""","243.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040400","TN","47167040400","=""47167040400""","54.08","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040500","TN","47167040500","=""47167040500""","249.81","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040601","TN","47167040601","=""47167040601""","160.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040602","TN","47167040602","=""47167040602""","98.12","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040700","TN","47167040700","=""47167040700""","1848.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040800","TN","47167040800","=""47167040800""","107.21","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167040900","TN","47167040900","=""47167040900""","31.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47167041000","TN","47167041000","=""47167041000""","58.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47169090100","TN","47169090100","=""47169090100""","84.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47169090200","TN","47169090200","=""47169090200""","299.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47171080100","TN","47171080100","=""47171080100""","25.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47171080200","TN","47171080200","=""47171080200""","254.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47171080300","TN","47171080300","=""47171080300""","82.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47171080400","TN","47171080400","=""47171080400""","2160.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47173040101","TN","47173040101","=""47173040101""","139.94","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47173040102","TN","47173040102","=""47173040102""","85.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47173040201","TN","47173040201","=""47173040201""","180.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47173040202","TN","47173040202","=""47173040202""","124.40","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47173040300","TN","47173040300","=""47173040300""","31.03","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47175925000","TN","47175925000","=""47175925000""","16.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47175925200","TN","47175925200","=""47175925200""","36.40","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47177930100","TN","47177930100","=""47177930100""","45.73","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47177930201","TN","47177930201","=""47177930201""","68.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47177930202","TN","47177930202","=""47177930202""","78.65","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47177930300","TN","47177930300","=""47177930300""","62.73","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47177930400","TN","47177930400","=""47177930400""","534.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47177930500","TN","47177930500","=""47177930500""","895.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47177930600","TN","47177930600","=""47177930600""","246.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47177930700","TN","47177930700","=""47177930700""","392.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47177930800","TN","47177930800","=""47177930800""","71.67","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47177930900","TN","47177930900","=""47177930900""","22.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47179060100","TN","47179060100","=""47179060100""","3974.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47179060401","TN","47179060401","=""47179060401""","1622.85","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47179060402","TN","47179060402","=""47179060402""","1270.80","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47179060501","TN","47179060501","=""47179060501""","1134.37","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47179060503","TN","47179060503","=""47179060503""","1404.92","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47179060504","TN","47179060504","=""47179060504""","830.11","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47179060601","TN","47179060601","=""47179060601""","541.52","2019-2023","2022","Census","Tennessee (State)"
