"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Population Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Census Tract","47043060602","TN","47043060602","=""47043060602""","211.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47043060700","TN","47043060700","=""47043060700""","58.92","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47045964001","TN","47045964001","=""47045964001""","96.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47045964002","TN","47045964002","=""47045964002""","59.78","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47045964200","TN","47045964200","=""47045964200""","1255.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47045964300","TN","47045964300","=""47045964300""","558.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47045964401","TN","47045964401","=""47045964401""","818.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47045964402","TN","47045964402","=""47045964402""","188.94","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47045964500","TN","47045964500","=""47045964500""","55.13","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47045964600","TN","47045964600","=""47045964600""","36.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47045964800","TN","47045964800","=""47045964800""","11.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47045964900","TN","47045964900","=""47045964900""","104.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060300","TN","47047060300","=""47047060300""","33.17","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060401","TN","47047060401","=""47047060401""","169.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060402","TN","47047060402","=""47047060402""","260.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060403","TN","47047060403","=""47047060403""","95.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060404","TN","47047060404","=""47047060404""","403.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060501","TN","47047060501","=""47047060501""","117.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060502","TN","47047060502","=""47047060502""","40.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060600","TN","47047060600","=""47047060600""","21.79","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060701","TN","47047060701","=""47047060701""","39.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060702","TN","47047060702","=""47047060702""","92.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47047060800","TN","47047060800","=""47047060800""","16.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47049965000","TN","47049965000","=""47049965000""","17.18","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47049965100","TN","47049965100","=""47049965100""","133.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47049965201","TN","47049965201","=""47049965201""","32.81","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47049965202","TN","47049965202","=""47049965202""","44.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47049965300","TN","47049965300","=""47049965300""","46.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47051960100","TN","47051960100","=""47051960100""","51.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47051960201","TN","47051960201","=""47051960201""","147.12","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47051960202","TN","47051960202","=""47051960202""","125.65","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47051960300","TN","47051960300","=""47051960300""","57.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47051960401","TN","47051960401","=""47051960401""","1101.85","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47051960402","TN","47051960402","=""47051960402""","364.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47051960500","TN","47051960500","=""47051960500""","541.59","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47051960600","TN","47051960600","=""47051960600""","44.67","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47051960700","TN","47051960700","=""47051960700""","32.37","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47051960800","TN","47051960800","=""47051960800""","36.51","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966100","TN","47053966100","=""47053966100""","65.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966200","TN","47053966200","=""47053966200""","83.82","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966300","TN","47053966300","=""47053966300""","58.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966400","TN","47053966400","=""47053966400""","124.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966501","TN","47053966501","=""47053966501""","158.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966502","TN","47053966502","=""47053966502""","959.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966600","TN","47053966600","=""47053966600""","87.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966701","TN","47053966701","=""47053966701""","685.42","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966702","TN","47053966702","=""47053966702""","46.78","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966800","TN","47053966800","=""47053966800""","12.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053966900","TN","47053966900","=""47053966900""","133.97","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053967001","TN","47053967001","=""47053967001""","161.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053967002","TN","47053967002","=""47053967002""","1308.72","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053967100","TN","47053967100","=""47053967100""","371.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053967300","TN","47053967300","=""47053967300""","15.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053967400","TN","47053967400","=""47053967400""","32.67","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47053980100","TN","47053980100","=""47053980100""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47055920100","TN","47055920100","=""47055920100""","28.32","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47055920200","TN","47055920200","=""47055920200""","61.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47055920301","TN","47055920301","=""47055920301""","106.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47055920302","TN","47055920302","=""47055920302""","22.45","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47055920400","TN","47055920400","=""47055920400""","81.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47055920500","TN","47055920500","=""47055920500""","92.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47055920600","TN","47055920600","=""47055920600""","37.59","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47055920700","TN","47055920700","=""47055920700""","27.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47055920800","TN","47055920800","=""47055920800""","50.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47057500100","TN","47057500100","=""47057500100""","46.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47057500200","TN","47057500200","=""47057500200""","89.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47057500301","TN","47057500301","=""47057500301""","69.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47057500302","TN","47057500302","=""47057500302""","116.40","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47057500401","TN","47057500401","=""47057500401""","105.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47057500402","TN","47057500402","=""47057500402""","187.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059090100","TN","47059090100","=""47059090100""","332.94","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059090200","TN","47059090200","=""47059090200""","454.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059090300","TN","47059090300","=""47059090300""","729.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059090400","TN","47059090400","=""47059090400""","797.61","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059090501","TN","47059090501","=""47059090501""","602.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059090502","TN","47059090502","=""47059090502""","117.85","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059090600","TN","47059090600","=""47059090600""","94.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059090700","TN","47059090700","=""47059090700""","245.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059090800","TN","47059090800","=""47059090800""","94.10","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059090900","TN","47059090900","=""47059090900""","120.76","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059091001","TN","47059091001","=""47059091001""","46.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059091002","TN","47059091002","=""47059091002""","162.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059091100","TN","47059091100","=""47059091100""","45.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059091200","TN","47059091200","=""47059091200""","57.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059091300","TN","47059091300","=""47059091300""","94.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059091400","TN","47059091400","=""47059091400""","51.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47059091500","TN","47059091500","=""47059091500""","67.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47061955000","TN","47061955000","=""47061955000""","19.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47061955100","TN","47061955100","=""47061955100""","26.94","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47061955200","TN","47061955200","=""47061955200""","45.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47061955300","TN","47061955300","=""47061955300""","77.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063100100","TN","47063100100","=""47063100100""","1754.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063100200","TN","47063100200","=""47063100200""","2275.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063100300","TN","47063100300","=""47063100300""","2071.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063100400","TN","47063100400","=""47063100400""","2218.17","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063100500","TN","47063100500","=""47063100500""","250.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063100600","TN","47063100600","=""47063100600""","674.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063100700","TN","47063100700","=""47063100700""","158.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063100800","TN","47063100800","=""47063100800""","213.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063100900","TN","47063100900","=""47063100900""","1523.12","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063101000","TN","47063101000","=""47063101000""","124.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063101100","TN","47063101100","=""47063101100""","342.70","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47063101200","TN","47063101200","=""47063101200""","510.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065000400","TN","47065000400","=""47065000400""","2257.23","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065000600","TN","47065000600","=""47065000600""","3238.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065000700","TN","47065000700","=""47065000700""","2656.31","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065000800","TN","47065000800","=""47065000800""","2765.18","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065001100","TN","47065001100","=""47065001100""","2587.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065001200","TN","47065001200","=""47065001200""","3248.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065001300","TN","47065001300","=""47065001300""","3454.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065001400","TN","47065001400","=""47065001400""","2715.70","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065001600","TN","47065001600","=""47065001600""","3197.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065001800","TN","47065001800","=""47065001800""","1298.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065001900","TN","47065001900","=""47065001900""","1211.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065002000","TN","47065002000","=""47065002000""","1586.96","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065002300","TN","47065002300","=""47065002300""","1062.49","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065002400","TN","47065002400","=""47065002400""","4025.38","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065002500","TN","47065002500","=""47065002500""","3178.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065002600","TN","47065002600","=""47065002600""","2424.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065002800","TN","47065002800","=""47065002800""","2920.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065002900","TN","47065002900","=""47065002900""","3160.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065003000","TN","47065003000","=""47065003000""","2220.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065003100","TN","47065003100","=""47065003100""","2895.10","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065003200","TN","47065003200","=""47065003200""","2436.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065003300","TN","47065003300","=""47065003300""","2471.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065003400","TN","47065003400","=""47065003400""","2305.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010101","TN","47065010101","=""47065010101""","530.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010103","TN","47065010103","=""47065010103""","161.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010104","TN","47065010104","=""47065010104""","94.61","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010201","TN","47065010201","=""47065010201""","284.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010202","TN","47065010202","=""47065010202""","116.11","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010303","TN","47065010303","=""47065010303""","1423.72","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010304","TN","47065010304","=""47065010304""","918.86","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010305","TN","47065010305","=""47065010305""","486.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010306","TN","47065010306","=""47065010306""","527.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010308","TN","47065010308","=""47065010308""","659.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010309","TN","47065010309","=""47065010309""","429.63","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010411","TN","47065010411","=""47065010411""","1200.40","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010412","TN","47065010412","=""47065010412""","1041.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010413","TN","47065010413","=""47065010413""","737.49","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010431","TN","47065010431","=""47065010431""","1139.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010432","TN","47065010432","=""47065010432""","1012.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010433","TN","47065010433","=""47065010433""","1994.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010434","TN","47065010434","=""47065010434""","317.97","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010435","TN","47065010435","=""47065010435""","969.67","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010501","TN","47065010501","=""47065010501""","1660.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010502","TN","47065010502","=""47065010502""","1749.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010600","TN","47065010600","=""47065010600""","2063.86","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010700","TN","47065010700","=""47065010700""","1704.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010800","TN","47065010800","=""47065010800""","2234.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010901","TN","47065010901","=""47065010901""","572.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010902","TN","47065010902","=""47065010902""","195.86","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010904","TN","47065010904","=""47065010904""","2151.42","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065010905","TN","47065010905","=""47065010905""","1182.42","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011001","TN","47065011001","=""47065011001""","38.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011003","TN","47065011003","=""47065011003""","159.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011004","TN","47065011004","=""47065011004""","401.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011100","TN","47065011100","=""47065011100""","1404.76","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011203","TN","47065011203","=""47065011203""","582.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011204","TN","47065011204","=""47065011204""","261.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011205","TN","47065011205","=""47065011205""","728.23","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011206","TN","47065011206","=""47065011206""","516.80","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011311","TN","47065011311","=""47065011311""","1253.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011314","TN","47065011314","=""47065011314""","2155.37","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011321","TN","47065011321","=""47065011321""","1744.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011323","TN","47065011323","=""47065011323""","1570.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011324","TN","47065011324","=""47065011324""","1811.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011325","TN","47065011325","=""47065011325""","2300.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011326","TN","47065011326","=""47065011326""","2132.16","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011402","TN","47065011402","=""47065011402""","2429.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011411","TN","47065011411","=""47065011411""","869.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011413","TN","47065011413","=""47065011413""","1197.65","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011442","TN","47065011442","=""47065011442""","953.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011444","TN","47065011444","=""47065011444""","761.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011445","TN","47065011445","=""47065011445""","1387.59","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011446","TN","47065011446","=""47065011446""","2150.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011447","TN","47065011447","=""47065011447""","942.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011448","TN","47065011448","=""47065011448""","2033.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011449","TN","47065011449","=""47065011449""","667.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011600","TN","47065011600","=""47065011600""","2775.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011700","TN","47065011700","=""47065011700""","3750.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011800","TN","47065011800","=""47065011800""","3403.72","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065011900","TN","47065011900","=""47065011900""","2859.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065012000","TN","47065012000","=""47065012000""","1572.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065012100","TN","47065012100","=""47065012100""","248.17","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065012200","TN","47065012200","=""47065012200""","1804.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065012300","TN","47065012300","=""47065012300""","902.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065012400","TN","47065012400","=""47065012400""","5588.37","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065980100","TN","47065980100","=""47065980100""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47065980200","TN","47065980200","=""47065980200""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47067960500","TN","47067960500","=""47067960500""","23.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47067960600","TN","47067960600","=""47067960600""","37.16","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47069950100","TN","47069950100","=""47069950100""","19.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47069950200","TN","47069950200","=""47069950200""","68.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47069950300","TN","47069950300","=""47069950300""","161.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47069950400","TN","47069950400","=""47069950400""","41.94","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47069950500","TN","47069950500","=""47069950500""","29.23","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47069950600","TN","47069950600","=""47069950600""","22.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47071920100","TN","47071920100","=""47071920100""","21.03","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47071920200","TN","47071920200","=""47071920200""","42.49","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47071920300","TN","47071920300","=""47071920300""","273.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47071920401","TN","47071920401","=""47071920401""","215.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47071920402","TN","47071920402","=""47071920402""","954.82","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47071920501","TN","47071920501","=""47071920501""","35.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47071920502","TN","47071920502","=""47071920502""","25.65","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47071920600","TN","47071920600","=""47071920600""","44.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050100","TN","47073050100","=""47073050100""","80.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050200","TN","47073050200","=""47073050200""","48.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050301","TN","47073050301","=""47073050301""","777.83","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050302","TN","47073050302","=""47073050302""","231.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050400","TN","47073050400","=""47073050400""","92.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050501","TN","47073050501","=""47073050501""","122.30","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050502","TN","47073050502","=""47073050502""","280.32","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050503","TN","47073050503","=""47073050503""","670.79","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050601","TN","47073050601","=""47073050601""","644.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050602","TN","47073050602","=""47073050602""","412.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050700","TN","47073050700","=""47073050700""","43.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050800","TN","47073050800","=""47073050800""","75.61","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47073050900","TN","47073050900","=""47073050900""","126.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47075930100","TN","47075930100","=""47075930100""","17.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47075930200","TN","47075930200","=""47075930200""","11.86","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47075930301","TN","47075930301","=""47075930301""","125.78","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47075930302","TN","47075930302","=""47075930302""","336.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47075930400","TN","47075930400","=""47075930400""","94.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47075930500","TN","47075930500","=""47075930500""","17.96","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47077975000","TN","47077975000","=""47077975000""","32.58","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47077975100","TN","47077975100","=""47077975100""","30.81","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47077975200","TN","47077975200","=""47077975200""","39.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47077975301","TN","47077975301","=""47077975301""","303.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47077975302","TN","47077975302","=""47077975302""","187.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47077975400","TN","47077975400","=""47077975400""","114.16","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47077975500","TN","47077975500","=""47077975500""","37.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969001","TN","47079969001","=""47079969001""","52.11","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969002","TN","47079969002","=""47079969002""","34.70","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969100","TN","47079969100","=""47079969100""","32.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969200","TN","47079969200","=""47079969200""","24.32","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969300","TN","47079969300","=""47079969300""","210.61","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969400","TN","47079969400","=""47079969400""","1733.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969501","TN","47079969501","=""47079969501""","1040.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969502","TN","47079969502","=""47079969502""","713.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969601","TN","47079969601","=""47079969601""","73.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969602","TN","47079969602","=""47079969602""","85.16","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969700","TN","47079969700","=""47079969700""","29.92","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47079969800","TN","47079969800","=""47079969800""","29.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47081950100","TN","47081950100","=""47081950100""","59.73","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47081950201","TN","47081950201","=""47081950201""","68.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47081950202","TN","47081950202","=""47081950202""","224.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47081950301","TN","47081950301","=""47081950301""","25.19","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47081950302","TN","47081950302","=""47081950302""","74.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47081950400","TN","47081950400","=""47081950400""","12.89","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47081950500","TN","47081950500","=""47081950500""","22.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47083120100","TN","47083120100","=""47083120100""","31.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47083120200","TN","47083120200","=""47083120200""","64.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47083120300","TN","47083120300","=""47083120300""","43.21","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47085130100","TN","47085130100","=""47085130100""","52.11","2019-2023","2022","Census","Tennessee (State)"
