"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Census Tract","37119002300","NC","37119002300","=""37119002300""","4070.18","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002400","NC","37119002400","=""37119002400""","5922.43","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002500","NC","37119002500","=""37119002500""","4070.97","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002600","NC","37119002600","=""37119002600""","5984.06","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002701","NC","37119002701","=""37119002701""","4617.33","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002702","NC","37119002702","=""37119002702""","4454.85","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002800","NC","37119002800","=""37119002800""","3398.02","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002903","NC","37119002903","=""37119002903""","2740.46","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002905","NC","37119002905","=""37119002905""","2457.48","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002907","NC","37119002907","=""37119002907""","4437.79","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002908","NC","37119002908","=""37119002908""","2457.14","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002909","NC","37119002909","=""37119002909""","1933.88","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119002910","NC","37119002910","=""37119002910""","4307.14","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003006","NC","37119003006","=""37119003006""","3863.56","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003008","NC","37119003008","=""37119003008""","3189.35","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003012","NC","37119003012","=""37119003012""","2319.39","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003013","NC","37119003013","=""37119003013""","2063.79","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003015","NC","37119003015","=""37119003015""","3085.31","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003016","NC","37119003016","=""37119003016""","3676.04","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003017","NC","37119003017","=""37119003017""","2822.64","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003018","NC","37119003018","=""37119003018""","3533.49","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003019","NC","37119003019","=""37119003019""","2082.08","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003020","NC","37119003020","=""37119003020""","1752.74","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003021","NC","37119003021","=""37119003021""","3479.13","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003022","NC","37119003022","=""37119003022""","3270.05","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003102","NC","37119003102","=""37119003102""","2758.42","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003105","NC","37119003105","=""37119003105""","2790.56","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003106","NC","37119003106","=""37119003106""","5321.31","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003108","NC","37119003108","=""37119003108""","6625.75","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003109","NC","37119003109","=""37119003109""","14570.31","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003110","NC","37119003110","=""37119003110""","2744.89","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003111","NC","37119003111","=""37119003111""","5106.23","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003201","NC","37119003201","=""37119003201""","3363.12","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003203","NC","37119003203","=""37119003203""","6845.55","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003204","NC","37119003204","=""37119003204""","3501.12","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003301","NC","37119003301","=""37119003301""","7845.24","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003302","NC","37119003302","=""37119003302""","4594.64","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003401","NC","37119003401","=""37119003401""","8157.02","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003402","NC","37119003402","=""37119003402""","4100.84","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003500","NC","37119003500","=""37119003500""","4173.15","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003600","NC","37119003600","=""37119003600""","3719.00","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003701","NC","37119003701","=""37119003701""","7424.36","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003702","NC","37119003702","=""37119003702""","3003.10","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003802","NC","37119003802","=""37119003802""","1457.03","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003805","NC","37119003805","=""37119003805""","1255.84","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003807","NC","37119003807","=""37119003807""","3427.72","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003808","NC","37119003808","=""37119003808""","9083.11","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003809","NC","37119003809","=""37119003809""","4872.52","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003810","NC","37119003810","=""37119003810""","3058.12","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003811","NC","37119003811","=""37119003811""","2713.73","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003902","NC","37119003902","=""37119003902""","2207.46","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119003903","NC","37119003903","=""37119003903""","1117.72","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004000","NC","37119004000","=""37119004000""","992.42","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004101","NC","37119004101","=""37119004101""","2252.32","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004102","NC","37119004102","=""37119004102""","4441.70","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004200","NC","37119004200","=""37119004200""","2507.91","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004302","NC","37119004302","=""37119004302""","3738.37","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004303","NC","37119004303","=""37119004303""","1982.56","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004304","NC","37119004304","=""37119004304""","2249.13","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004306","NC","37119004306","=""37119004306""","5220.50","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004307","NC","37119004307","=""37119004307""","3557.87","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004400","NC","37119004400","=""37119004400""","1282.38","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004500","NC","37119004500","=""37119004500""","2218.96","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004600","NC","37119004600","=""37119004600""","2982.10","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004700","NC","37119004700","=""37119004700""","3778.73","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004800","NC","37119004800","=""37119004800""","2152.78","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119004900","NC","37119004900","=""37119004900""","1674.08","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005000","NC","37119005000","=""37119005000""","7147.87","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005100","NC","37119005100","=""37119005100""","1271.96","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37119005200","NC","37119005200","=""37119005200""","1367.00","2019-2023","2022","Census","North Carolina (State)"
