population_density,rucc,longitude,latitude,altitude,phone_abs_time,num_seen_cells,rsrp,rsrq,rssi,cell_tower_distance
9614.31,1.0,-121.89039539816667,37.70550979973923,74.95885539720821,1723997145626.0,13.0,-87,-10,-59,
9614.31,1.0,-121.89043491639887,37.705505164034896,74.9000015258789,1723997146627.0,12.0,-87,-10,-57,
9614.31,1.0,-121.8904858879363,37.70549457236097,74.9000015258789,1723997147627.0,12.0,-87,-10,-57,
9614.31,1.0,-121.890536999955,37.70548395149561,74.9000015258789,1723997148630.0,12.0,-87,-10,-57,
9614.31,1.0,-121.8905880532754,37.70547334282752,74.9000015258789,1723997149630.0,13.0,-79,-10,-51,
9614.31,1.0,-121.89063907775656,37.7054627401521,74.9000015258789,1723997150631.0,13.0,-79,-10,-51,
9614.31,1.0,-121.89069005985512,37.705452146283605,74.9000015258789,1723997151630.0,13.0,-81,-9,-57,
9614.31,1.0,-121.89074145594596,37.70544146638924,74.9000015258789,1723997152639.0,13.0,-81,-9,-57,
9614.31,1.0,-121.89076553151334,37.705439650283694,74.9000015258789,1723997153645.0,13.0,-82,-12,-51,
9614.31,1.0,-121.89076304064884,37.70544642543511,74.9000015258789,1723997154645.0,13.0,-82,-12,-51,
9614.31,1.0,-121.89076054448424,37.70545321500282,74.9000015258789,1723997155648.0,3.0,-78,-10,-51,
9614.31,1.0,-121.89075804933036,37.70546000182142,74.9000015258789,1723997156650.0,3.0,-78,-10,-51,
9614.31,1.0,-121.89075555491031,37.705466786643925,74.9000015258789,1723997157652.0,3.0,-78,-10,-51,
9614.31,1.0,-121.8907530449816,37.705473613650014,74.9000015258789,1723997158658.0,5.0,-83,-12,-53,
9614.31,1.0,-121.89075055283386,37.70548039229188,74.9000015258789,1723997159659.0,5.0,-83,-12,-53,
9614.31,1.0,-121.89074799291384,37.70548292624133,74.9000015258789,1723997160660.0,5.0,-83,-12,-53,
9614.31,1.0,-121.89074534751477,37.70548115784955,74.9000015258789,1723997161669.0,5.0,-83,-12,-53,
9614.31,1.0,-121.89074272607908,37.70547940547678,74.9000015258789,1723997162668.0,9.0,-81,-11,-51,
9614.31,1.0,-121.89074008575868,37.70547764047999,74.9000015258789,1723997163673.0,9.0,-81,-11,-51,
9614.31,1.0,-121.89073745708902,37.70547588327147,74.9000015258789,1723997164675.0,10.0,-82,-10,-51,
9614.31,1.0,-121.89073482332196,37.70547412265545,74.9000015258789,1723997165680.0,10.0,-82,-10,-51,
9614.31,1.0,-121.8907322007705,37.70547236953681,74.9000015258789,1723997166678.0,11.0,-84,-12,-53,
9614.31,1.0,-121.89072769335878,37.70546870225935,74.9000015258789,1723997167697.0,11.0,-84,-12,-53,
9614.31,1.0,-121.89072151083,37.70546330810672,74.9000015258789,1723997168704.0,3.0,-82,-11,-53,
9614.31,1.0,-121.89071535489826,37.705457937159565,74.9000015258789,1723997169707.0,3.0,-82,-11,-53,
9614.31,1.0,-121.89070922837652,37.70545259187213,74.9000015258789,1723997170705.0,3.0,-82,-11,-53,
9614.31,1.0,-121.89070308460474,37.705447231534336,74.9000015258789,1723997171706.0,3.0,-82,-11,-53,
