population_density,rucc,longitude,latitude,altitude,phone_abs_time,num_seen_cells,rsrp,rsrq,rssi,cell_tower_distance
1.0,7.0,-103.62741443843773,35.17236882823306,1223.8029642309357,1724263039914.0,7.0,-106,-15,-77,
1.0,7.0,-103.62699971707464,35.17237250984709,1223.6028533506226,1724263040933.0,7.0,-113,-17,-75,
1.0,7.0,-103.62699971707464,35.17237250984709,1223.6028533506226,1724263040933.0,7.0,-106,-15,-77,
1.0,7.0,-103.626592666209,35.172376123367656,1223.4064436300207,1724263041933.0,7.0,-115,-18,-75,
1.0,7.0,-103.626592666209,35.172376123367656,1223.4064436300207,1724263041933.0,7.0,-104,-10,-85,
1.0,7.0,-103.6261829806084,35.1723797602776,1223.2087626001,1724263042940.0,7.0,-115,-18,-75,
1.0,7.0,-103.6261829806084,35.1723797602776,1223.2087626001,1724263042940.0,7.0,-104,-10,-85,
1.0,7.0,-103.62577834088142,35.17238335239372,1223.0135162993752,1724263043934.0,7.0,-107,-16,-69,
1.0,7.0,-103.62577834088142,35.17238335239372,1223.0135162993752,1724263043934.0,7.0,-106,-13,-81,
1.0,7.0,-103.62536511781018,35.17238702070693,1222.8141283731322,1724263044950.0,7.0,-107,-16,-69,
1.0,7.0,-103.62536511781018,35.17238702070693,1222.8141283731322,1724263044950.0,7.0,-106,-13,-81,
1.0,7.0,-103.62495810967918,35.172390633848124,1222.617739272803,1724263045950.0,7.0,-106,-15,-69,
1.0,7.0,-103.62495810967918,35.172390633848124,1222.617739272803,1724263045950.0,7.0,-107,-11,-85,
1.0,7.0,-103.62455536317216,35.17239296854877,1222.390236849939,1724263046951.0,7.0,-106,-15,-69,
1.0,7.0,-103.62455536317216,35.17239296854877,1222.390236849939,1724263046951.0,7.0,-107,-11,-85,
1.0,7.0,-103.62415850229571,35.17239338994068,1222.115815970246,1724263047956.0,6.0,-109,-16,-69,
1.0,7.0,-103.62415850229571,35.17239338994068,1222.115815970246,1724263047956.0,6.0,-117,-16,-93,
1.0,7.0,-103.6237617096964,35.172393811260086,1221.8414423027443,1724263048961.0,6.0,-109,-16,-69,
1.0,7.0,-103.6237617096964,35.172393811260086,1221.8414423027443,1724263048961.0,6.0,-117,-16,-93,
1.0,7.0,-103.62336534794396,35.172394232122016,1221.5673665567376,1724263049965.0,7.0,-114,-16,-75,
1.0,7.0,-103.62336534794396,35.172394232122016,1221.5673665567376,1724263049965.0,7.0,-110,-12,-87,
1.0,7.0,-103.62297085106914,35.17239465100379,1221.2945803340378,1724263050964.0,7.0,-114,-16,-75,
1.0,7.0,-103.62297085106914,35.17239465100379,1221.2945803340378,1724263050964.0,7.0,-110,-12,-87,
1.0,7.0,-103.62257315963495,35.17239507327759,1221.0195851412882,1724263051970.0,6.0,-106,-12,-73,
1.0,7.0,-103.62257315963495,35.17239507327759,1221.0195851412882,1724263051970.0,6.0,-116,-19,-73,
1.0,7.0,-103.62217709112603,35.172395493828155,1220.7457121669402,1724263052974.0,6.0,-106,-12,-73,
1.0,7.0,-103.62217709112603,35.172395493828155,1220.7457121669402,1724263052974.0,6.0,-116,-19,-73,
1.0,7.0,-103.62178233866368,35.172395912981315,1220.472749210876,1724263053973.0,6.0,-103,-14,-67,
1.0,7.0,-103.62178233866368,35.172395912981315,1220.472749210876,1724263053973.0,6.0,-112,-15,-87,
1.0,7.0,-103.62138575116388,35.17239633408295,1220.1985173653388,1724263054978.0,6.0,-103,-14,-67,
1.0,7.0,-103.62138575116388,35.17239633408295,1220.1985173653388,1724263054978.0,6.0,-112,-15,-87,
1.0,7.0,-103.62099056604497,35.17239675369551,1219.925255236458,1724263055979.0,7.0,-106,-14,-71,
1.0,7.0,-103.62099056604497,35.17239675369551,1219.925255236458,1724263055979.0,7.0,-114,-16,-87,
1.0,7.0,-103.62059742414472,35.17239757490531,1219.6219178055326,1724263056981.0,7.0,-106,-14,-71,
1.0,7.0,-103.62059742414472,35.17239757490531,1219.6219178055326,1724263056981.0,7.0,-114,-16,-87,
1.0,7.0,-103.62020621787656,35.17239897031632,1219.2749788980864,1724263057987.0,7.0,-107,-13,-75,
1.0,7.0,-103.62020621787656,35.17239897031632,1219.2749788980864,1724263057987.0,7.0,-113,-16,-85,
1.0,7.0,-103.61981693109718,35.17240035888063,1218.92974227762,1724263058989.0,7.0,-107,-13,-75,
1.0,7.0,-103.61981693109718,35.17240035888063,1218.92974227762,1724263058989.0,7.0,-113,-16,-85,
1.0,7.0,-103.61942838452696,35.172401744804645,1218.5851621071656,1724263059987.0,7.0,-108,-14,-75,
1.0,7.0,-103.61942838452696,35.172401744804645,1218.5851621071656,1724263059987.0,7.0,-115,-16,-87,
1.0,7.0,-103.61903835322516,35.17240313602462,1218.239265211501,1724263060991.0,7.0,-108,-14,-75,
1.0,7.0,-103.61903835322516,35.17240313602462,1218.239265211501,1724263060991.0,7.0,-115,-16,-87,
1.0,7.0,-103.61864572125788,35.17240453652102,1217.8910619314524,1724263062000.0,7.0,-108,-14,-75,
1.0,7.0,-103.61864572125788,35.17240453652102,1217.8910619314524,1724263062000.0,7.0,-115,-16,-87,
1.0,7.0,-103.618256620164,35.172405924423,1217.5459899850428,1724263063001.0,6.0,-109,-15,-71,
1.0,7.0,-103.61786717325673,35.172407313558466,1217.2006113561208,1724263064003.0,6.0,-109,-15,-71,
1.0,7.0,-103.61747778718492,35.17240870247694,1216.8552866787772,1724263065005.0,6.0,-110,-16,-73,
1.0,7.0,-103.61708268306651,35.17241121563879,1216.6215636138836,1724263066007.0,6.0,-110,-16,-73,
1.0,7.0,-103.61667978629876,35.172415245709225,1216.5383234342253,1724263067013.0,7.0,-106,-15,-69,
1.0,7.0,-103.6162780772414,35.1724192638993,1216.455328640567,1724263068016.0,7.0,-106,-15,-69,
1.0,7.0,-103.61587584815548,35.17242328729109,1216.3722264068035,1724263069019.0,8.0,-109,-16,-75,
1.0,7.0,-103.61547585036422,35.17242728836382,1216.2895851679734,1724263070019.0,8.0,-109,-16,-75,
1.0,7.0,-103.61507455916646,35.17243130237416,1216.206676705881,1724263071021.0,8.0,-106,-15,-73,
1.0,7.0,-103.61467070700584,35.17243534200114,1216.1232391380022,1724263072029.0,8.0,-106,-15,-73,
1.0,7.0,-103.614270014827,35.172439350019644,1216.0404544357582,1724263073029.0,6.0,-112,-14,-77,
1.0,7.0,-103.61386847687348,35.17244336649822,1215.9574949928815,1724263074031.0,6.0,-112,-14,-77,
1.0,7.0,-103.6134679416531,35.17244737294671,1215.8747427189153,1724263075030.0,6.0,-108,-15,-75,
1.0,7.0,-103.61306858714656,35.17244962846206,1215.7273034699454,1724263076034.0,6.0,-108,-15,-75,
1.0,7.0,-103.61267027709276,35.17244945754375,1215.489878096645,1724263077042.0,6.0,-108,-15,-75,
1.0,7.0,-103.61227591030502,35.17244928831752,1215.2548032324962,1724263078040.0,6.0,-110,-15,-77,
1.0,7.0,-103.611880105523,35.17244911847424,1215.0188712061238,1724263079043.0,6.0,-110,-15,-77,
1.0,7.0,-103.6114846274051,35.172448948771134,1214.7831338982894,1724263080043.0,6.0,-110,-15,-75,
1.0,7.0,-103.6110896985225,35.17244877930371,1214.5477239796194,1724263081042.0,6.0,-110,-15,-75,
1.0,7.0,-103.6106938661065,35.172448609448566,1214.3117754811285,1724263082045.0,6.0,-110,-15,-75,
1.0,7.0,-103.6102952987704,35.17244843841985,1214.0741967465583,1724263083054.0,7.0,-111,-16,-73,
1.0,7.0,-103.60989958225922,35.172448268614446,1213.838317336819,1724263084056.0,7.0,-111,-16,-73,
1.0,7.0,-103.60950393587102,35.17244809883913,1213.6024797261205,1724263085057.0,8.0,-107,-16,-71,
1.0,7.0,-103.6091111628374,35.17244955111083,1213.2539812766988,1724263086058.0,8.0,-107,-16,-71,
1.0,7.0,-103.6087209749372,35.17245327701115,1212.746662258898,1724263087062.0,7.0,-107,-15,-73,
1.0,7.0,-103.6083303140006,35.17245700742849,1212.2387282031289,1724263088068.0,7.0,-107,-15,-73,
1.0,7.0,-103.60794119007288,35.17246072316895,1211.732792553383,1724263089069.0,7.0,-106,-15,-71,
1.0,7.0,-103.60755180247452,35.1724644414272,1211.2265140812588,1724263090070.0,7.0,-106,-15,-71,
1.0,7.0,-103.60716259214082,35.17246815799275,1210.72046608719,1724263091072.0,7.0,-105,-14,-71,
1.0,7.0,-103.6067734965493,35.17247187346263,1210.214567279899,1724263092073.0,7.0,-105,-14,-71,
1.0,7.0,-103.6063835433556,35.17247559712174,1209.7075534255027,1724263093077.0,8.0,-106,-15,-71,
1.0,7.0,-103.6059931004481,35.172479325457125,1209.1999028493644,1724263094082.0,8.0,-106,-15,-71,
1.0,7.0,-103.605604303239,35.17248303807775,1208.6943919964067,1724263095082.0,6.0,-105,-14,-71,
1.0,7.0,-103.60521072229037,35.1724858324081,1208.4000244140625,1724263096084.0,6.0,-105,-14,-71,
1.0,7.0,-103.60481166866312,35.17248734196788,1208.4000244140625,1724263097087.0,6.0,-104,-15,-71,
1.0,7.0,-103.60441345623931,35.17248884834551,1208.4000244140625,1724263098086.0,6.0,-104,-15,-71,
1.0,7.0,-103.60401396975293,35.172490359542735,1208.4000244140625,1724263099090.0,6.0,-104,-15,-71,
1.0,7.0,-103.60361302262996,35.17249187626532,1208.4000244140625,1724263100097.0,7.0,-104,-13,-69,
1.0,7.0,-103.60321426182674,35.17249338471739,1208.4000244140625,1724263101098.0,7.0,-104,-13,-69,
1.0,7.0,-103.6028157295752,35.17249489230489,1208.4000244140625,1724263102099.0,4.0,-115,-13,-81,
1.0,7.0,-103.6024170476456,35.17249640045859,1208.4000244140625,1724263103100.0,4.0,-115,-13,-81,
1.0,7.0,-103.60201871138472,35.17249790730468,1208.4000244140625,1724263104100.0,7.0,-114,-13,-75,
1.0,7.0,-103.60201871138472,35.17249790730468,1208.4000244140625,1724263104100.0,7.0,-121,-20,-91,
1.0,7.0,-103.60201871138472,35.17249790730468,1208.4000244140625,1724263104100.0,7.0,-123,-20,-93,
1.0,7.0,-103.60161917964416,35.17249941867309,1208.4000244140625,1724263105104.0,7.0,-114,-13,-75,
1.0,7.0,-103.60161917964416,35.17249941867309,1208.4000244140625,1724263105104.0,7.0,-121,-20,-91,
1.0,7.0,-103.60161917964416,35.17249941867309,1208.4000244140625,1724263105104.0,7.0,-123,-20,-93,
1.0,7.0,-103.6012219644962,35.172501125802654,1208.499840944107,1724263106106.0,7.0,-114,-13,-75,
1.0,7.0,-103.6012219644962,35.172501125802654,1208.499840944107,1724263106106.0,7.0,-121,-20,-91,
1.0,7.0,-103.6012219644962,35.172501125802654,1208.499840944107,1724263106106.0,7.0,-123,-20,-93,
1.0,7.0,-103.60082676190576,35.172503112945144,1208.7400310999094,1724263107109.0,5.0,-118,-14,-81,
1.0,7.0,-103.60043110695044,35.1725051023622,1208.9804961870618,1724263108113.0,5.0,-118,-14,-81,
1.0,7.0,-103.60003710465938,35.17250708346939,1209.2199568433527,1724263109112.0,4.0,-120,-18,-71,
1.0,7.0,-103.59964180596047,35.17250907109513,1209.4602054104614,1724263110116.0,4.0,-120,-18,-71,
1.0,7.0,-103.59924687591368,35.17251105686723,1209.7002299238738,1724263111118.0,5.0,-123,-20,-67,
1.0,7.0,-103.5988524135618,35.17251304028768,1209.939970188855,1724263112119.0,3.0,-106,-13,-71,
1.0,7.0,-103.5984573344781,35.17251502680916,1210.1800852816289,1724263113122.0,4.0,-106,-13,-71,
1.0,7.0,-103.5984573344781,35.17251502680916,1210.1800852816289,1724263113122.0,4.0,-102,-17,-69,
1.0,7.0,-103.5984573344781,35.17251502680916,1210.1800852816289,1724263113122.0,4.0,-108,-14,-77,
1.0,7.0,-103.59805941180888,35.17251702762864,1210.4219286050843,1724263114132.0,4.0,-106,-13,-71,
1.0,7.0,-103.59805941180888,35.17251702762864,1210.4219286050843,1724263114132.0,4.0,-102,-17,-69,
1.0,7.0,-103.59805941180888,35.17251702762864,1210.4219286050843,1724263114132.0,4.0,-108,-14,-77,
1.0,7.0,-103.59766417488346,35.172519014943774,1210.662139628465,1724263115135.0,5.0,-105,-12,-73,
1.0,7.0,-103.59766417488346,35.172519014943774,1210.662139628465,1724263115135.0,5.0,-108,-14,-83,
1.0,7.0,-103.59766417488346,35.172519014943774,1210.662139628465,1724263115135.0,5.0,-104,-14,-83,
1.0,7.0,-103.59727018383906,35.17252099599442,1210.9015934494364,1724263116135.0,5.0,-105,-12,-73,
1.0,7.0,-103.59727018383906,35.17252099599442,1210.9015934494364,1724263116135.0,5.0,-108,-14,-83,
1.0,7.0,-103.59727018383906,35.17252099599442,1210.9015934494364,1724263116135.0,5.0,-104,-14,-83,
1.0,7.0,-103.59687663816136,35.17252297480568,1211.140776592272,1724263117137.0,6.0,-105,-11,-75,
1.0,7.0,-103.59687663816136,35.17252297480568,1211.140776592272,1724263117137.0,6.0,-105,-16,-77,
1.0,7.0,-103.59687663816136,35.17252297480568,1211.140776592272,1724263117137.0,6.0,-108,-12,-87,
1.0,7.0,-103.59648103159914,35.172524963979406,1211.3812122678164,1724263118137.0,6.0,-105,-11,-75,
1.0,7.0,-103.59648103159914,35.172524963979406,1211.3812122678164,1724263118137.0,6.0,-105,-16,-77,
1.0,7.0,-103.59648103159914,35.172524963979406,1211.3812122678164,1724263118137.0,6.0,-108,-12,-87,
1.0,7.0,-103.59608664804102,35.172526277776775,1211.386526201582,1724263119136.0,6.0,-107,-12,-77,
1.0,7.0,-103.59608664804102,35.172526277776775,1211.386526201582,1724263119136.0,6.0,-104,-12,-83,
1.0,7.0,-103.59608664804102,35.172526277776775,1211.386526201582,1724263119136.0,6.0,-107,-12,-83,
1.0,7.0,-103.59568548953892,35.17252670114178,1211.072177575944,1724263120150.0,6.0,-107,-12,-77,
1.0,7.0,-103.59568548953892,35.17252670114178,1211.072177575944,1724263120150.0,6.0,-104,-12,-83,
1.0,7.0,-103.59568548953892,35.17252670114178,1211.072177575944,1724263120150.0,6.0,-107,-12,-83,
1.0,7.0,-103.59528967669624,35.17252711886521,1210.762017820041,1724263121148.0,6.0,-106,-14,-71,
1.0,7.0,-103.59528967669624,35.17252711886521,1210.762017820041,1724263121148.0,6.0,-105,-12,-85,
1.0,7.0,-103.59528967669624,35.17252711886521,1210.762017820041,1724263121148.0,6.0,-108,-14,-81,
1.0,7.0,-103.59489303930933,35.172527537458826,1210.4512119495307,1724263122151.0,6.0,-106,-14,-71,
