technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,num_seen_cells,cell_tower_distance
4G_LTE,-114,4,-114,-14,-83,2147483647,26,5145,201,41,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4800.795563,46:53.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-113,4,-113,-15,-83,2147483647,27,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4801.802428,46:54.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-113,4,-113,-15,-83,2147483647,27,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4802.810248,46:55.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-115,3,-115,-16,-83,2147483647,25,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4803.806302,46:56.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-115,3,-115,-16,-83,2147483647,25,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4804.807171,46:57.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-114,3,-114,-15,-83,2147483647,26,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4805.809327,46:58.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-114,3,-114,-15,-83,2147483647,26,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4806.810486,46:59.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-110,4,-110,-15,-81,2147483647,30,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4807.810028,47:00.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-110,4,-110,-15,-81,2147483647,30,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4808.8136,47:01.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-109,4,-109,-12,-81,2147483647,31,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4809.814262,47:02.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-109,4,-109,-12,-81,2147483647,31,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4810.817349,47:03.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-110,4,-110,-14,-77,2147483647,30,5145,201,41,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4811.819313,47:04.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-110,4,-110,-14,-77,2147483647,30,5145,201,41,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4812.820586,47:05.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-107,5,-107,-12,-77,2147483647,33,5145,201,41,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4813.829964,47:06.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-107,5,-107,-12,-77,2147483647,33,5145,201,41,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4814.833499,47:07.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-108,5,-108,-13,-81,2147483647,32,5145,201,41,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4815.833411,47:08.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-108,5,-108,-13,-81,2147483647,32,5145,201,41,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4816.834068,47:09.2,-113.8600539,36.9202311,569.9449436747151,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5049027163601909
4G_LTE,-112,8,-112,-14,-83,2147483647,28,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4817.833805,47:10.2,-113.86000103359288,36.92026571443687,570.059418372641,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5105241368504746
4G_LTE,-112,8,-112,-14,-83,2147483647,28,5145,201,42,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4818.836014,47:11.2,-113.85977431807838,36.9204141570924,570.5503386270424,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5347447178253001
4G_LTE,-114,7,-114,-16,-83,2147483647,26,5145,201,44,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4819.841135,47:12.2,-113.85954694382346,36.920563031060176,571.0426852902871,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5592023823122125
4G_LTE,-114,7,-114,-16,-83,2147483647,26,5145,201,44,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4820.841831,47:13.2,-113.85932057057347,36.92071124961701,571.5328644194892,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.5836974218338887
4G_LTE,-112,7,-112,-15,-81,2147483647,28,5145,201,44,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4821.84425,47:14.2,-113.85909380755366,36.92085972337679,572.0238875399132,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.6083621731127384
4G_LTE,-112,7,-112,-15,-81,2147483647,28,5145,201,44,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4822.843505,47:15.2,-113.85886776028065,36.92100772849923,572.5133608122662,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.6330612871311715
4G_LTE,-117,6,-117,-17,-87,2147483647,23,5145,201,47,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4823.846919,47:16.2,-113.8586407721761,36.9211563496339,573.0048713217008,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.6579632076263793
4G_LTE,-117,6,-117,-17,-87,2147483647,23,5145,201,47,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4824.846262,47:17.2,-113.85841470499612,36.9213043677905,573.494387699816,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.6828528316644261
4G_LTE,-113,5,-113,-16,-83,2147483647,27,5145,201,47,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4825.848149,47:18.2,-113.8581880623231,36.92145276275285,573.9851502263166,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.7078853084976537
4G_LTE,-113,5,-113,-16,-83,2147483647,27,5145,201,47,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4826.854001,47:19.2,-113.85793370841138,36.92156983265664,574.2596388172886,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.7338487757509246
4G_LTE,-115,5,-115,-16,-81,2147483647,25,5145,201,46,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4827.853987,47:20.2,-113.85764409795492,36.92164249477833,574.2335353303552,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.760730034043247
4G_LTE,-115,5,-115,-16,-81,2147483647,25,5145,201,46,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4828.855829,47:21.2,-113.85735394997393,36.921715291762816,574.2073833946715,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.7876717730258735
4G_LTE,-117,3,-117,-17,-85,2147483647,23,5145,201,47,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4829.857319,47:22.2,-113.85706390393725,36.92178806316987,574.1812406475441,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.8146135860105581
4G_LTE,-117,3,-117,-17,-85,2147483647,23,5145,201,47,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4830.85697,47:23.2,-113.85677439050164,36.92186070094941,574.1551459054011,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.8415145234241349
4G_LTE,-116,3,-116,-17,-83,2147483647,24,5145,201,48,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4831.856637,47:24.2,-113.8564848724322,36.92193333989156,574.1290507455965,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.8684236795638075
4G_LTE,-116,3,-116,-17,-83,2147483647,24,5145,201,48,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4832.859248,47:25.3,-113.85619450173763,36.922006192754,574.1028787360505,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.8954191972398067
4G_LTE,-116,3,-116,-17,-83,2147483647,24,5145,201,48,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4833.868965,47:26.3,-113.85590207304236,36.92207956196069,574.0765212325294,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.9226126114078993
4G_LTE,-114,4,-114,-16,-83,2147483647,26,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4834.877064,47:27.3,-113.85561011294338,36.92215281359844,574.0502059650414,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.9497684582942053
4G_LTE,-114,4,-114,-16,-83,2147483647,26,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4835.876819,47:28.3,-113.85532056938786,36.92222545893495,574.0241085080978,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.976704970877708
4G_LTE,-114,3,-114,-15,-83,2147483647,26,5145,201,48,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4836.877356,47:29.3,-113.85504721555492,36.92223703051509,574.083437756918,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,0.9997955665325097
4G_LTE,-114,3,-114,-15,-83,2147483647,26,5145,201,48,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4837.879846,47:30.3,-113.8547953789632,36.9221665119536,574.257658368289,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.0179020021029501
4G_LTE,-116,3,-116,-16,-83,2147483647,24,5145,201,49,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4838.880529,47:31.3,-113.8545439963099,36.92209612050264,574.4315649449616,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.0362039087377475
4G_LTE,-116,3,-116,-16,-83,2147483647,24,5145,201,49,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4839.887148,47:32.3,-113.85429112246764,36.92202531149322,574.6065031264872,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.0548323174910692
4G_LTE,-117,4,-117,-17,-87,2147483647,23,5145,201,50,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4840.883424,47:33.3,-113.85404084690154,36.92195523004565,574.7796438199746,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.0734734001474018
4G_LTE,-117,4,-117,-17,-87,2147483647,23,5145,201,50,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4841.884121,47:34.3,-113.85378946073128,36.921884837609895,574.9535528296775,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.0923910701015678
4G_LTE,-111,4,-111,-15,-79,2147483647,29,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4842.884318,47:35.3,-113.85353820016655,36.92181448034583,575.1273749454408,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.1114835424126228
4G_LTE,-111,4,-111,-15,-79,2147483647,29,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4843.891587,47:36.3,-113.85328516303711,36.9217436256132,575.302426089088,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.1308877252729967
4G_LTE,-107,4,-107,-13,-79,2147483647,33,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4844.895807,47:37.3,-113.85303289185022,36.92167298535761,575.4769473534906,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.1504008032226238
4G_LTE,-107,4,-107,-13,-79,2147483647,33,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4845.893279,47:38.3,-113.85278231583568,36.92160281977933,575.6502958972819,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.1699401752237537
4G_LTE,-107,4,-107,-13,-79,2147483647,33,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4846.89474,47:39.3,-113.85253073774015,36.9215323736012,575.8243376809248,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.1897077110192347
4G_LTE,-109,8,-109,-13,-81,2147483647,31,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4847.895476,47:40.3,-113.85231360284249,36.921425858177,575.9359501130986,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.2057056494291167
4G_LTE,-109,8,-109,-13,-81,2147483647,31,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4848.896539,47:41.3,-113.85217799501685,36.92123328201238,575.8992139641927,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.2127713438954975
4G_LTE,-112,9,-112,-13,-85,2147483647,28,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4849.897303,47:42.3,-113.85204242769484,36.92104076336688,575.8624887877316,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.2202878903035537
4G_LTE,-112,9,-112,-13,-85,2147483647,28,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4850.902398,47:43.3,-113.85190627367903,36.92084741155966,575.825604675958,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.22828442381807
4G_LTE,-114,9,-114,-13,-85,2147483647,26,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4851.904147,47:44.3,-113.85177057292522,36.92065470342807,575.7888433528142,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.2366918913351794
4G_LTE,-114,9,-114,-13,-85,2147483647,26,5145,201,49,92403215,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4852.906433,47:45.3,-113.8516347994273,36.920461891992886,575.7520623233064,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.2455321791400302
4G_LTE,-116,9,-116,-13,-87,2147483647,24,5145,201,49,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4853.907123,47:46.3,-113.85149924212963,36.9202693875829,575.7153398624338,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.2547767691765535
4G_LTE,-116,9,-116,-13,-87,2147483647,24,5145,201,49,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4854.908047,47:47.3,-113.85136365313346,36.92007683815793,575.6786088144304,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.26443253625722
4G_LTE,-116,9,-116,-14,-87,2147483647,24,5145,201,50,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4855.907678,47:48.3,-113.851228239292,36.91988453746954,575.6419252158288,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.274474826948271
4G_LTE,-116,9,-116,-14,-87,2147483647,24,5145,201,50,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4856.923057,47:49.3,-113.85108155242224,36.919699759442615,575.6449707659564,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.285964406051213
4G_LTE,-117,9,-117,-15,-87,2147483647,23,5145,201,51,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4857.917917,47:50.3,-113.85092547737136,36.919532976767165,575.7024301854433,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.2987458949168722
4G_LTE,-117,9,-117,-15,-87,2147483647,23,5145,201,51,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4858.918393,47:51.3,-113.8507685212744,36.91936525260094,575.7602139642369,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.3118860725226464
4G_LTE,-117,7,-117,-15,-85,2147483647,23,5145,201,50,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4859.9177,47:52.3,-113.85061174857184,36.91919772441099,575.8179302259311,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.3252892246966916
4G_LTE,-117,7,-117,-15,-85,2147483647,23,5145,201,50,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4860.92173,47:53.3,-113.85045423491832,36.91902940443669,575.875919270568,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.3390274364047412
4G_LTE,-116,7,-116,-14,-87,2147483647,24,5145,201,52,92403215,33795,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,4861.927763,47:54.3,-113.85029640703132,36.91886074867072,575.9340240010473,AZ,4015950101.0,4015950101.0,12306701707.0,12306701707.0,4015.0,Mohave County,0.77,3.0,211.0,1.353057911353691
