technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-110,2147483647,-110,-17,-83,2147483647,30,9820,387,8,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724448596702,29278.635764664,2024-08-23 17:29:56.702000,-90.02329071785714,35.15010609464286,23.5395273120932
4G_LTE,-107,2147483647,-107,-15,-83,2147483647,33,9820,260,8,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724448596702,29278.635764664,2024-08-23 17:29:56.702000,-90.02329071785714,35.15010609464286,23.5395273120932
4G_LTE,-115,2147483647,-115,-17,-89,2147483647,25,1175,476,8,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724448596702,29278.635764664,2024-08-23 17:29:56.702000,-90.02329071785714,35.15010609464286,23.5395273120932
4G_LTE,-113,2147483647,-113,-13,-89,2147483647,27,1175,171,8,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724448596702,29278.635764664,2024-08-23 17:29:56.702000,-90.02329071785714,35.15010609464286,23.5395273120932
4G_LTE,-118,2147483647,-118,-19,-89,2147483647,22,1175,250,8,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724448596702,29278.635764664,2024-08-23 17:29:56.702000,-90.02329071785714,35.15010609464286,23.5395273120932
4G_LTE,-116,2147483647,-116,-19,-87,2147483647,24,1025,485,8,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724448596702,29278.635764664,2024-08-23 17:29:56.702000,-90.02329071785714,35.15010609464286,23.5395273120932
4G_LTE,-113,2147483647,-113,-16,-85,2147483647,27,1025,75,8,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724448596702,29278.635764664,2024-08-23 17:29:56.702000,-90.02329071785714,35.15010609464286,23.5395273120932
4G_LTE,-109,2147483647,-109,-16,-75,2147483647,31,1025,269,8,41322421,8712,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724448596702,29278.635764664,2024-08-23 17:29:56.702000,-90.02329071785714,35.15010609464286,23.5395273120932
4G_LTE,-111,2147483647,-111,-15,-85,2147483647,29,1025,27,8,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724448596702,29278.635764664,2024-08-23 17:29:56.702000,-90.02329071785714,35.15010609464286,23.5395273120932
4G_LTE,-111,2147483647,-111,-18,-83,2147483647,29,9820,37,8,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724448596702,29278.635764664,2024-08-23 17:29:56.702000,-90.02329071785714,35.15010609464286,23.5395273120932
4G_LTE,-114,2147483647,-114,-17,-81,2147483647,26,66486,386,8,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724448597703,29279.63638956,2024-08-23 17:29:57.703000,-90.0232892,35.1501067,23.5395273120932
4G_LTE,-113,2147483647,-113,-20,-83,2147483647,27,9820,237,8,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724448597703,29279.63638956,2024-08-23 17:29:57.703000,-90.0232892,35.1501067,23.5395273120932
4G_LTE,-113,2147483647,-113,-18,-81,2147483647,27,66486,221,8,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724448597703,29279.63638956,2024-08-23 17:29:57.703000,-90.0232892,35.1501067,23.5395273120932
4G_LTE,-109,2147483647,-109,-15,-81,2147483647,31,66486,350,8,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724448597703,29279.63638956,2024-08-23 17:29:57.703000,-90.0232892,35.1501067,23.5395273120932
