technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-96,2147483647,-96,-8,-67,2147483647,44,5110,95,73,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199786931,14069.632506664,2024-08-20 20:23:06.931000,-112.1242292,37.1062228,1636.48155862852
4G_LTE,-100,2147483647,-100,-9,-71,2147483647,40,5110,95,72,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199787934,14070.634757445,2024-08-20 20:23:07.934000,-112.1242292,37.1062228,1636.48155862852
4G_LTE,-100,2147483647,-100,-9,-71,2147483647,40,5110,95,72,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199788948,14071.649112705,2024-08-20 20:23:08.948000,-112.1242292,37.1062228,1636.48155862852
4G_LTE,-95,2147483647,-95,-9,-69,2147483647,45,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199789952,14072.653689527,2024-08-20 20:23:09.952000,-112.1242292,37.1062228,1636.48155862852
4G_LTE,-95,2147483647,-95,-9,-69,2147483647,45,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199790957,14073.658138017,2024-08-20 20:23:10.957000,-112.1242292,37.1062228,1636.48155862852
4G_LTE,-93,2147483647,-93,-10,-65,2147483647,47,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199791959,14074.660773954,2024-08-20 20:23:11.959000,-112.1242292,37.1062228,1636.48155862852
4G_LTE,-93,2147483647,-93,-10,-65,2147483647,47,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199792962,14075.662992808,2024-08-20 20:23:12.962000,-112.1242292,37.1062228,1636.48155862852
4G_LTE,-92,2147483647,-92,-8,-65,2147483647,48,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199793970,14076.669941036,2024-08-20 20:23:13.970000,-112.1242292,37.1062228,1636.48155862852
4G_LTE,-92,2147483647,-92,-8,-65,2147483647,48,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199794968,14077.669684317,2024-08-20 20:23:14.968000,-112.1242292,37.1062228,1636.48155862852
4G_LTE,-93,2147483647,-93,-8,-67,2147483647,47,5110,95,71,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199795987,14078.688709525,2024-08-20 20:23:15.987000,-112.12283183344262,37.10720757114754,1632.151120744678
4G_LTE,-93,2147483647,-93,-8,-67,2147483647,47,5110,95,71,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199796988,14079.68946765,2024-08-20 20:23:16.988000,-112.12144417081969,37.10818550360656,1627.8507553461402
4G_LTE,-93,2147483647,-93,-7,-67,2147483647,47,5110,95,71,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199797990,14080.690636816,2024-08-20 20:23:17.990000,-112.1212695,37.1083086,1627.30945061066
4G_LTE,-93,2147483647,-93,-7,-67,2147483647,47,5110,95,71,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199798991,14081.692375566,2024-08-20 20:23:18.991000,-112.1212695,37.1083086,1627.30945061066
4G_LTE,-94,2147483647,-94,-9,-65,2147483647,46,5110,95,70,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199799992,14082.693428847,2024-08-20 20:23:19.992000,-112.1212695,37.1083086,1627.30945061066
4G_LTE,-94,2147483647,-94,-9,-65,2147483647,46,5110,95,70,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199800993,14083.692940669,2024-08-20 20:23:20.993000,-112.1212695,37.1083086,1627.30945061066
4G_LTE,-94,2147483647,-94,-8,-67,2147483647,46,5110,95,70,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199801993,14084.694635408,2024-08-20 20:23:21.993000,-112.1212695,37.1083086,1627.30945061066
4G_LTE,-94,2147483647,-94,-8,-67,2147483647,46,5110,95,70,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199802994,14085.69583895,2024-08-20 20:23:22.994000,-112.1212695,37.1083086,1627.30945061066
4G_LTE,-94,2147483647,-94,-7,-67,2147483647,46,5110,95,70,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199804001,14086.702206032,2024-08-20 20:23:24.001000,-112.1212695,37.1083086,1627.30945061066
4G_LTE,-94,2147483647,-94,-7,-67,2147483647,46,5110,95,70,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199805007,14087.708539574,2024-08-20 20:23:25.007000,-112.1212695,37.1083086,1627.30945061066
4G_LTE,-95,2147483647,-95,-9,-67,2147483647,45,5110,95,70,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199806010,14088.712053115,2024-08-20 20:23:26.010000,-112.1212695,37.1083086,1627.30945061066
4G_LTE,-95,2147483647,-95,-9,-67,2147483647,45,5110,95,70,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199807011,14089.712765823,2024-08-20 20:23:27.011000,-112.11989819551889,37.10925365481132,1626.5674642362171
4G_LTE,-95,2147483647,-95,-9,-67,2147483647,45,5110,95,69,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199808012,14090.714042958,2024-08-20 20:23:28.012000,-112.11851025235848,37.11021017641509,1625.8164749937323
4G_LTE,-95,2147483647,-95,-9,-67,2147483647,45,5110,95,69,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199809019,14091.720488635,2024-08-20 20:23:29.019000,-112.11833,37.1103344,1625.71894392328
4G_LTE,-97,2147483647,-97,-8,-71,2147483647,43,5110,95,69,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199810025,14092.726727384,2024-08-20 20:23:30.025000,-112.11833,37.1103344,1625.71894392328
4G_LTE,-97,2147483647,-97,-8,-71,2147483647,43,5110,95,69,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199811027,14093.728968478,2024-08-20 20:23:31.027000,-112.11833,37.1103344,1625.71894392328
4G_LTE,-105,2147483647,-105,-9,-77,2147483647,35,5110,95,69,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199812033,14094.734358738,2024-08-20 20:23:32.033000,-112.11833,37.1103344,1625.71894392328
4G_LTE,-105,2147483647,-105,-9,-77,2147483647,35,5110,95,69,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199813036,14095.737293789,2024-08-20 20:23:33.036000,-112.11833,37.1103344,1625.71894392328
4G_LTE,-109,2147483647,-109,-8,-79,2147483647,31,5110,95,69,116564497,39177,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199814037,14096.73825457,2024-08-20 20:23:34.037000,-112.11833,37.1103344,1625.71894392328
4G_LTE,-109,2147483647,-109,-8,-79,2147483647,31,5110,95,69,116564497,39177,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199815037,14097.738423268,2024-08-20 20:23:35.037000,-112.11833,37.1103344,1625.71894392328
4G_LTE,-102,2147483647,-102,-8,-73,2147483647,38,5110,95,68,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199816052,14098.752987017,2024-08-20 20:23:36.052000,-112.11833,37.1103344,1625.71894392328
