technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-98,2147483647,-98,-9,-73,2147483647,42,5330,252,8,2147483647,2147483647,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724357981823,24523.465321791,2024-08-22 16:19:41.823000,-97.2686947,33.0264927,161.057276698966
4G_LTE,-101,2147483647,-101,-17,-75,2147483647,39,5330,164,7,2147483647,2147483647,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724357982828,24524.470613509,2024-08-22 16:19:42.828000,-97.2686947,33.0264927,161.057276698966
4G_LTE,-91,2147483647,-91,-17,-65,2147483647,49,67086,368,7,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724357982828,24524.470613509,2024-08-22 16:19:42.828000,-97.2686947,33.0264927,161.057276698966
4G_LTE,-91,2147483647,-91,-15,-65,2147483647,49,67086,498,7,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724357982828,24524.470613509,2024-08-22 16:19:42.828000,-97.2686947,33.0264927,161.057276698966
4G_LTE,-94,2147483647,-94,-20,-69,2147483647,46,1000,250,7,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724357982828,24524.470613509,2024-08-22 16:19:42.828000,-97.2686947,33.0264927,161.057276698966
4G_LTE,-89,2147483647,-89,-13,-59,2147483647,51,1000,263,7,133517578,27173,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724357982828,24524.470613509,2024-08-22 16:19:42.828000,-97.2686947,33.0264927,161.057276698966
4G_LTE,-88,2147483647,-88,-13,-65,2147483647,52,1000,50,7,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724357982828,24524.470613509,2024-08-22 16:19:42.828000,-97.2686947,33.0264927,161.057276698966
4G_LTE,-105,2147483647,-105,-13,-73,2147483647,35,5330,103,7,2147483647,2147483647,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724357982828,24524.470613509,2024-08-22 16:19:42.828000,-97.2686947,33.0264927,161.057276698966
4G_LTE,-88,2147483647,-88,-13,-65,2147483647,52,1000,50,7,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724357982828,24524.470613509,2024-08-22 16:19:42.828000,-97.2686947,33.0264927,161.057276698966
4G_LTE,-89,2147483647,-89,-13,-59,2147483647,51,1000,263,7,133517578,27173,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724357982828,24524.470613509,2024-08-22 16:19:42.828000,-97.2686947,33.0264927,161.057276698966
