technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,campaign_name,interp_latitude,interp_longitude,interp_altitude
4G_LTE,-94,2147483647,-94,-15,-69,2147483647,46,5110,451,24,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724706015391,31079.048760749,2024-08-26 17:00:15.391000,-78.808155,35.8567085,62.5,campaign_9,35.8567085,-78.808155,62.5
4G_LTE,-91,2147483647,-91,-12,-69,2147483647,49,5110,210,24,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724706015391,31079.048760749,2024-08-26 17:00:15.391000,-78.808155,35.8567085,62.5,campaign_9,35.8567085,-78.808155,62.5
4G_LTE,-95,2147483647,-95,-16,-69,2147483647,45,5110,44,24,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724706015391,31079.048760749,2024-08-26 17:00:15.391000,-78.808155,35.8567085,62.5,campaign_9,35.8567085,-78.808155,62.5
4G_LTE,-108,2147483647,-108,-14,-81,2147483647,32,66661,44,24,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724706015391,31079.048760749,2024-08-26 17:00:15.391000,-78.808155,35.8567085,62.5,campaign_9,35.8567085,-78.808155,62.5
4G_LTE,-103,2147483647,-103,-10,-77,2147483647,37,66661,169,24,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724706015391,31079.048760749,2024-08-26 17:00:15.391000,-78.808155,35.8567085,62.5,campaign_9,35.8567085,-78.808155,62.5
4G_LTE,-112,2147483647,-112,-18,-81,2147483647,28,66661,210,24,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724706015391,31079.048760749,2024-08-26 17:00:15.391000,-78.808155,35.8567085,62.5,campaign_9,35.8567085,-78.808155,62.5
4G_LTE,-108,2147483647,-108,-17,-81,2147483647,32,66661,451,24,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724706015391,31079.048760749,2024-08-26 17:00:15.391000,-78.808155,35.8567085,62.5,campaign_9,35.8567085,-78.808155,62.5
4G_LTE,-107,2147483647,-107,-11,-85,2147483647,33,9820,169,24,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,1,1724706015391,31079.048760749,2024-08-26 17:00:15.391000,-78.808155,35.8567085,62.5,campaign_9,35.8567085,-78.808155,62.5
4G_LTE,-115,2147483647,-115,-17,-87,2147483647,25,9820,420,24,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724706015391,31079.048760749,2024-08-26 17:00:15.391000,-78.808155,35.8567085,62.5,campaign_9,35.8567085,-78.808155,62.5
4G_LTE,-116,2147483647,-116,-19,-85,2147483647,24,9820,69,24,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724706015391,31079.048760749,2024-08-26 17:00:15.391000,-78.808155,35.8567085,62.5,campaign_9,35.8567085,-78.808155,62.5
