technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,campaign_name,interp_latitude,interp_longitude,interp_altitude
4G_LTE,-97,8,-97,-16,-71,2147483647,43,700,448,12,41998518,9093,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724683878988,8942.645453568,2024-08-26 10:51:18.988000,-84.5307809,35.8927602,218.22284208401263,campaign_9,35.8927602,-84.5307809,218.22284208401263
4G_LTE,-107,2147483647,-107,-17,-77,2147483647,33,700,159,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724683878988,8942.645453568,2024-08-26 10:51:18.988000,-84.5307809,35.8927602,218.22284208401263,campaign_9,35.8927602,-84.5307809,218.22284208401263
4G_LTE,-100,2147483647,-100,-14,-75,2147483647,40,900,414,12,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724683878988,8942.645453568,2024-08-26 10:51:18.988000,-84.5307809,35.8927602,218.22284208401263,campaign_9,35.8927602,-84.5307809,218.22284208401263
4G_LTE,-102,2147483647,-102,-20,-71,2147483647,38,5330,201,12,2147483647,2147483647,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724683878988,8942.645453568,2024-08-26 10:51:18.988000,-84.5307809,35.8927602,218.22284208401263,campaign_9,35.8927602,-84.5307809,218.22284208401263
4G_LTE,-89,2147483647,-89,-11,-67,2147483647,51,5330,457,12,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724683878988,8942.645453568,2024-08-26 10:51:18.988000,-84.5307809,35.8927602,218.22284208401263,campaign_9,35.8927602,-84.5307809,218.22284208401263
4G_LTE,-110,2147483647,-110,-16,-85,2147483647,30,700,201,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724683879988,8943.645440599,2024-08-26 10:51:19.988000,-84.53057242179953,35.89265389833005,218.76817768814757,campaign_9,35.89265389833005,-84.53057242179953,218.76817768814757
4G_LTE,-100,13,-100,-14,-71,2147483647,40,700,448,12,41998518,9093,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724683879988,8943.645440599,2024-08-26 10:51:19.988000,-84.53057242179953,35.89265389833005,218.76817768814757,campaign_9,35.89265389833005,-84.53057242179953,218.76817768814757
4G_LTE,-102,2147483647,-102,-13,-79,2147483647,38,900,414,12,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724683879988,8943.645440599,2024-08-26 10:51:19.988000,-84.53057242179953,35.89265389833005,218.76817768814757,campaign_9,35.89265389833005,-84.53057242179953,218.76817768814757
4G_LTE,-106,2147483647,-106,-17,-79,2147483647,34,900,47,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724683879988,8943.645440599,2024-08-26 10:51:19.988000,-84.53057242179953,35.89265389833005,218.76817768814757,campaign_9,35.89265389833005,-84.53057242179953,218.76817768814757
4G_LTE,-99,2147483647,-99,-16,-73,2147483647,41,5330,201,12,2147483647,2147483647,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724683879988,8943.645440599,2024-08-26 10:51:19.988000,-84.53057242179953,35.89265389833005,218.76817768814757,campaign_9,35.89265389833005,-84.53057242179953,218.76817768814757
