technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,campaign_name,interp_latitude,interp_longitude,interp_altitude
4G_LTE,-92,2147483647,-92,-17,-67,2147483647,48,5110,294,8,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724685619999,10683.656528164,2024-08-26 11:20:19.999000,-83.9234824,35.9706836,260.28030023920235,campaign_9,35.9706836,-83.9234824,260.28030023920235
4G_LTE,-102,2147483647,-102,-20,-71,2147483647,38,700,167,8,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724685619999,10683.656528164,2024-08-26 11:20:19.999000,-83.9234824,35.9706836,260.28030023920235,campaign_9,35.9706836,-83.9234824,260.28030023920235
4G_LTE,-93,2147483647,-93,-11,-71,2147483647,47,700,243,8,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724685619999,10683.656528164,2024-08-26 11:20:19.999000,-83.9234824,35.9706836,260.28030023920235,campaign_9,35.9706836,-83.9234824,260.28030023920235
4G_LTE,-103,2147483647,-103,-20,-71,2147483647,37,700,179,8,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724685619999,10683.656528164,2024-08-26 11:20:19.999000,-83.9234824,35.9706836,260.28030023920235,campaign_9,35.9706836,-83.9234824,260.28030023920235
4G_LTE,-102,2147483647,-102,-20,-71,2147483647,38,700,189,8,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724685619999,10683.656528164,2024-08-26 11:20:19.999000,-83.9234824,35.9706836,260.28030023920235,campaign_9,35.9706836,-83.9234824,260.28030023920235
4G_LTE,-105,2147483647,-105,-18,-73,2147483647,35,67086,299,8,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724685619999,10683.656528164,2024-08-26 11:20:19.999000,-83.9234824,35.9706836,260.28030023920235,campaign_9,35.9706836,-83.9234824,260.28030023920235
4G_LTE,-103,2147483647,-103,-19,-73,2147483647,37,67086,493,8,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724685619999,10683.656528164,2024-08-26 11:20:19.999000,-83.9234824,35.9706836,260.28030023920235,campaign_9,35.9706836,-83.9234824,260.28030023920235
4G_LTE,-101,2147483647,-101,-15,-73,2147483647,39,67086,42,8,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724685619999,10683.656528164,2024-08-26 11:20:19.999000,-83.9234824,35.9706836,260.28030023920235,campaign_9,35.9706836,-83.9234824,260.28030023920235
4G_LTE,-104,2147483647,-104,-19,-73,2147483647,36,67086,280,8,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724685619999,10683.656528164,2024-08-26 11:20:19.999000,-83.9234824,35.9706836,260.28030023920235,campaign_9,35.9706836,-83.9234824,260.28030023920235
4G_LTE,-91,2147483647,-91,-18,-61,2147483647,49,5110,218,7,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724685621000,10684.657782487,2024-08-26 11:20:21.000000,-83.92324838038441,35.970857189024386,260.71279821439197,campaign_9,35.970857189024386,-83.92324838038441,260.71279821439197
