technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,campaign_name,interp_latitude,interp_longitude,interp_altitude
4G_LTE,-127,2147483647,-127,-17,-99,2147483647,13,9820,71,15,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724452324312,33004.028085275,2024-08-23 18:32:04.312000,-89.365245,35.4209198,67.2225662229094,campaign_8,35.4209198,-89.365245,67.2225662229094
4G_LTE,-115,2147483647,-115,-16,-87,2147483647,25,5330,424,15,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724452324312,33004.028085275,2024-08-23 18:32:04.312000,-89.365245,35.4209198,67.2225662229094,campaign_8,35.4209198,-89.365245,67.2225662229094
4G_LTE,-112,2147483647,-112,-13,-87,2147483647,28,5330,246,15,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724452324312,33004.028085275,2024-08-23 18:32:04.312000,-89.365245,35.4209198,67.2225662229094,campaign_8,35.4209198,-89.365245,67.2225662229094
4G_LTE,-117,2147483647,-117,-16,-87,2147483647,23,5330,375,15,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724452324312,33004.028085275,2024-08-23 18:32:04.312000,-89.365245,35.4209198,67.2225662229094,campaign_8,35.4209198,-89.365245,67.2225662229094
4G_LTE,-116,2147483647,-116,-17,-89,2147483647,24,5330,456,15,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724452324312,33004.028085275,2024-08-23 18:32:04.312000,-89.365245,35.4209198,67.2225662229094,campaign_8,35.4209198,-89.365245,67.2225662229094
4G_LTE,-119,2147483647,-119,-16,-93,2147483647,21,67086,88,15,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724452325313,33005.029188243,2024-08-23 18:32:05.313000,-89.36476956766158,35.421214136670294,67.04792751887884,campaign_8,35.421214136670294,-89.36476956766158,67.04792751887884
4G_LTE,-118,-3,-118,-17,-83,2147483647,22,67086,228,15,43296427,8704,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724452325313,33005.029188243,2024-08-23 18:32:05.313000,-89.36476956766158,35.421214136670294,67.04792751887884,campaign_8,35.421214136670294,-89.36476956766158,67.04792751887884
4G_LTE,-118,2147483647,-118,-15,-93,2147483647,22,67086,159,15,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724452325313,33005.029188243,2024-08-23 18:32:05.313000,-89.36476956766158,35.421214136670294,67.04792751887884,campaign_8,35.421214136670294,-89.36476956766158,67.04792751887884
4G_LTE,-121,2147483647,-121,-17,-93,2147483647,19,67086,348,15,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724452325313,33005.029188243,2024-08-23 18:32:05.313000,-89.36476956766158,35.421214136670294,67.04792751887884,campaign_8,35.421214136670294,-89.36476956766158,67.04792751887884
4G_LTE,-115,2147483647,-115,-13,-87,2147483647,25,66661,477,15,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724452325313,33005.029188243,2024-08-23 18:32:05.313000,-89.36476956766158,35.421214136670294,67.04792751887884,campaign_8,35.421214136670294,-89.36476956766158,67.04792751887884
