technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,campaign_name,interp_latitude,interp_longitude,interp_altitude
4G_LTE,-112,2147483647,-112,-14,-85,2147483647,28,850,107,30,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,1,1724445027219,25706.935912746,2024-08-23 16:30:27.219000,-91.12393928909952,34.926438876777254,29.647409426829,campaign_8,34.926438876777254,-91.12393928909952,29.647409426829
4G_LTE,-119,2147483647,-119,-13,-97,2147483647,21,1025,107,30,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,1,1724445027219,25706.935912746,2024-08-23 16:30:27.219000,-91.12393928909952,34.926438876777254,29.647409426829,campaign_8,34.926438876777254,-91.12393928909952,29.647409426829
4G_LTE,-123,2147483647,-123,-20,-95,2147483647,17,1025,391,30,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724445027219,25706.935912746,2024-08-23 16:30:27.219000,-91.12393928909952,34.926438876777254,29.647409426829,campaign_8,34.926438876777254,-91.12393928909952,29.647409426829
4G_LTE,-113,2147483647,-113,-12,-91,2147483647,27,67086,107,30,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724445027219,25706.935912746,2024-08-23 16:30:27.219000,-91.12393928909952,34.926438876777254,29.647409426829,campaign_8,34.926438876777254,-91.12393928909952,29.647409426829
4G_LTE,-102,8,-102,-11,-73,2147483647,38,5110,107,30,64294161,24589,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724445028221,25707.937061443,2024-08-23 16:30:28.221000,-91.12243576672984,34.92697492303318,30.256483660634448,campaign_8,34.92697492303318,-91.12243576672984,30.256483660634448
4G_LTE,-110,2147483647,-110,-18,-79,2147483647,30,5110,181,30,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724445028221,25707.937061443,2024-08-23 16:30:28.221000,-91.12243576672984,34.92697492303318,30.256483660634448,campaign_8,34.92697492303318,-91.12243576672984,30.256483660634448
4G_LTE,-108,2147483647,-108,-11,-89,2147483647,32,850,107,30,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,1,1724445028221,25707.937061443,2024-08-23 16:30:28.221000,-91.12243576672984,34.92697492303318,30.256483660634448,campaign_8,34.92697492303318,-91.12243576672984,30.256483660634448
4G_LTE,-109,2147483647,-109,-10,-89,2147483647,31,1025,107,30,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,1,1724445028221,25707.937061443,2024-08-23 16:30:28.221000,-91.12243576672984,34.92697492303318,30.256483660634448,campaign_8,34.92697492303318,-91.12243576672984,30.256483660634448
4G_LTE,-123,2147483647,-123,-20,-95,2147483647,17,1025,391,30,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724445028221,25707.937061443,2024-08-23 16:30:28.221000,-91.12243576672984,34.92697492303318,30.256483660634448,campaign_8,34.92697492303318,-91.12243576672984,30.256483660634448
4G_LTE,-114,2147483647,-114,-14,-91,2147483647,26,67086,107,30,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724445028221,25707.937061443,2024-08-23 16:30:28.221000,-91.12243576672984,34.92697492303318,30.256483660634448,campaign_8,34.92697492303318,-91.12243576672984,30.256483660634448
