technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-92,2147483647,-92,-18,-65,2147483647,48,2450,221,12,2147483647,2147483647,3,2147483647,[5],[FDD],"Band Number = 5, Uplink = 824.0 - 849.0 MHz, Downlink = 824.0 - 849.0 MHz ",Unavailable,Unavailable,0,1724421335255,2017.189312408,2024-08-23 09:55:35.255000,-96.4268164,32.9174032,140.808583148199
4G_LTE,-99,2147483647,-99,-18,-73,2147483647,41,1000,166,12,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724421335255,2017.189312408,2024-08-23 09:55:35.255000,-96.4268164,32.9174032,140.808583148199
4G_LTE,-98,2147483647,-98,-19,-73,2147483647,42,1000,336,12,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724421335255,2017.189312408,2024-08-23 09:55:35.255000,-96.4268164,32.9174032,140.808583148199
4G_LTE,-94,2147483647,-94,-15,-61,2147483647,46,1000,87,12,133621258,26884,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724421335255,2017.189312408,2024-08-23 09:55:35.255000,-96.4268164,32.9174032,140.808583148199
4G_LTE,-91,2147483647,-91,-18,-63,2147483647,49,67086,45,12,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724421335255,2017.189312408,2024-08-23 09:55:35.255000,-96.4268164,32.9174032,140.808583148199
4G_LTE,-92,2147483647,-92,-17,-65,2147483647,48,2450,423,12,2147483647,2147483647,3,2147483647,[5],[FDD],"Band Number = 5, Uplink = 824.0 - 849.0 MHz, Downlink = 824.0 - 849.0 MHz ",Unavailable,Unavailable,0,1724421335255,2017.189312408,2024-08-23 09:55:35.255000,-96.4268164,32.9174032,140.808583148199
4G_LTE,-90,2147483647,-90,-17,-63,2147483647,50,67086,254,12,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724421335255,2017.189312408,2024-08-23 09:55:35.255000,-96.4268164,32.9174032,140.808583148199
4G_LTE,-95,2147483647,-95,-17,-67,2147483647,45,9820,97,12,2147483647,2147483647,3,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724421335255,2017.189312408,2024-08-23 09:55:35.255000,-96.4268164,32.9174032,140.808583148199
4G_LTE,-99,2147483647,-99,-18,-73,2147483647,41,1000,166,12,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724421335255,2017.189312408,2024-08-23 09:55:35.255000,-96.4268164,32.9174032,140.808583148199
4G_LTE,-97,2147483647,-97,-19,-67,2147483647,43,9820,215,12,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724421335255,2017.189312408,2024-08-23 09:55:35.255000,-96.4268164,32.9174032,140.808583148199
