technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-123,2147483647,-123,-19,-91,2147483647,17,67086,45,25,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724685901250,10895.317134906,2024-08-26 11:25:01.250000,-83.84327436998096,36.0111309347764,244.06606898589
4G_LTE,-115,2147483647,-115,-13,-91,2147483647,25,9820,17,25,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724685901250,10895.317134906,2024-08-26 11:25:01.250000,-83.84327436998096,36.0111309347764,244.06606898589
4G_LTE,-109,2147483647,-109,-11,-79,2147483647,31,67086,341,25,42006296,9095,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724685901250,10895.317134906,2024-08-26 11:25:01.250000,-83.84327436998096,36.0111309347764,244.06606898589
4G_LTE,-121,2147483647,-121,-18,-91,2147483647,19,67086,9,24,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724685902250,10896.319103239,2024-08-26 11:25:02.250000,-83.84151114448144,36.01050053515699,240.439111092616
4G_LTE,-100,2147483647,-100,-13,-77,2147483647,40,700,17,24,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724685902250,10896.319103239,2024-08-26 11:25:02.250000,-83.84151114448144,36.01050053515699,240.439111092616
4G_LTE,-115,2147483647,-115,-13,-87,2147483647,25,67086,341,24,42006296,9095,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724685902250,10896.319103239,2024-08-26 11:25:02.250000,-83.84151114448144,36.01050053515699,240.439111092616
4G_LTE,-116,2147483647,-116,-14,-93,2147483647,24,9820,17,24,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724685902250,10896.319103239,2024-08-26 11:25:02.250000,-83.84151114448144,36.01050053515699,240.439111092616
4G_LTE,-110,2147483647,-110,-13,-87,2147483647,30,900,479,24,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724685902250,10896.319103239,2024-08-26 11:25:02.250000,-83.84151114448144,36.01050053515699,240.439111092616
4G_LTE,-118,2147483647,-118,-17,-91,2147483647,22,9820,213,24,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724685902250,10896.319103239,2024-08-26 11:25:02.250000,-83.84151114448144,36.01050053515699,240.439111092616
4G_LTE,-115,2147483647,-115,-13,-87,2147483647,25,67086,341,24,42006296,9095,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724685903252,10897.321875166,2024-08-26 11:25:03.252000,-83.8413119,36.0104293,240.029264850676
4G_LTE,-121,2147483647,-121,-18,-91,2147483647,19,67086,9,24,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724685903252,10897.321875166,2024-08-26 11:25:03.252000,-83.8413119,36.0104293,240.029264850676
4G_LTE,-110,2147483647,-110,-13,-87,2147483647,30,900,479,24,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724685903252,10897.321875166,2024-08-26 11:25:03.252000,-83.8413119,36.0104293,240.029264850676
4G_LTE,-116,2147483647,-116,-14,-93,2147483647,24,9820,17,24,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724685903252,10897.321875166,2024-08-26 11:25:03.252000,-83.8413119,36.0104293,240.029264850676
4G_LTE,-118,2147483647,-118,-17,-91,2147483647,22,9820,213,24,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724685903252,10897.321875166,2024-08-26 11:25:03.252000,-83.8413119,36.0104293,240.029264850676
