technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-103,2147483647,-103,-9,-83,2147483647,37,67086,145,11,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724443239333,23921.266480406,2024-08-23 16:00:39.333000,-91.567545,34.8153259,34.8683352064413
4G_LTE,-90,2147483647,-90,-12,-71,2147483647,50,5330,145,11,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,1,1724443239333,23921.266480406,2024-08-23 16:00:39.333000,-91.567545,34.8153259,34.8683352064413
4G_LTE,-104,2147483647,-104,-12,-83,2147483647,36,9820,145,11,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,1,1724443239333,23921.266480406,2024-08-23 16:00:39.333000,-91.567545,34.8153259,34.8683352064413
4G_LTE,-99,2147483647,-99,-14,-63,2147483647,41,700,145,11,66345481,24589,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724443240332,23922.266083166,2024-08-23 16:00:40.332000,-91.567545,34.8153259,34.8683352064413
4G_LTE,-107,2147483647,-107,-17,-77,2147483647,33,700,362,11,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724443240332,23922.266083166,2024-08-23 16:00:40.332000,-91.567545,34.8153259,34.8683352064413
4G_LTE,-104,2147483647,-104,-11,-81,2147483647,36,67086,145,11,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724443240332,23922.266083166,2024-08-23 16:00:40.332000,-91.567545,34.8153259,34.8683352064413
4G_LTE,-89,2147483647,-89,-11,-67,2147483647,51,5330,145,11,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,1,1724443240332,23922.266083166,2024-08-23 16:00:40.332000,-91.567545,34.8153259,34.8683352064413
4G_LTE,-102,2147483647,-102,-12,-77,2147483647,38,9820,145,11,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,1,1724443240332,23922.266083166,2024-08-23 16:00:40.332000,-91.567545,34.8153259,34.8683352064413
4G_LTE,-102,2147483647,-102,-12,-77,2147483647,38,9820,145,11,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,1,1724443241333,23923.267014103,2024-08-23 16:00:41.333000,-91.56754504721562,34.815325805568776,36.31212455201168
4G_LTE,-107,2147483647,-107,-17,-77,2147483647,33,700,362,11,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724443241333,23923.267014103,2024-08-23 16:00:41.333000,-91.56754504721562,34.815325805568776,36.31212455201168
4G_LTE,-104,2147483647,-104,-11,-81,2147483647,36,67086,145,11,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724443241333,23923.267014103,2024-08-23 16:00:41.333000,-91.56754504721562,34.815325805568776,36.31212455201168
4G_LTE,-99,2147483647,-99,-14,-63,2147483647,41,700,145,11,66345481,24589,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724443241333,23923.267014103,2024-08-23 16:00:41.333000,-91.56754504721562,34.815325805568776,36.31212455201168
