technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-104,2147483647,-104,-14,-79,2147483647,36,66586,200,30,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266214577,22753.181223716,2024-08-21 14:50:14.577000,-102.462879308547,35.250991498860394,1194.5261319918343
4G_LTE,-101,2147483647,-101,-10,-81,2147483647,39,9820,98,30,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724266214577,22753.181223716,2024-08-21 14:50:14.577000,-102.462879308547,35.250991498860394,1194.5261319918343
4G_LTE,-102,2147483647,-102,-11,-83,2147483647,38,67086,62,30,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266214577,22753.181223716,2024-08-21 14:50:14.577000,-102.462879308547,35.250991498860394,1194.5261319918343
4G_LTE,-113,2147483647,-113,-20,-79,2147483647,27,67086,46,30,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266214577,22753.181223716,2024-08-21 14:50:14.577000,-102.462879308547,35.250991498860394,1194.5261319918343
4G_LTE,-113,2147483647,-113,-20,-79,2147483647,27,67086,46,30,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266215577,22754.181495643,2024-08-21 14:50:15.577000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-102,2147483647,-102,-11,-83,2147483647,38,67086,62,30,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266215577,22754.181495643,2024-08-21 14:50:15.577000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-101,2147483647,-101,-10,-81,2147483647,39,9820,98,30,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724266215577,22754.181495643,2024-08-21 14:50:15.577000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-96,2147483647,-96,-10,-67,2147483647,44,1125,33,30,202378506,27662,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724266215577,22754.181495643,2024-08-21 14:50:15.577000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-110,2147483647,-110,-16,-81,2147483647,30,66586,495,30,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266215577,22754.181495643,2024-08-21 14:50:15.577000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-111,2147483647,-111,-20,-81,2147483647,29,1125,158,30,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724266215577,22754.181495643,2024-08-21 14:50:15.577000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-104,2147483647,-104,-14,-79,2147483647,36,66586,200,30,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266215577,22754.181495643,2024-08-21 14:50:15.577000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-103,2147483647,-103,-8,-85,2147483647,37,67086,62,30,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266216584,22755.189228507,2024-08-21 14:50:16.584000,-102.46239712424357,35.2509044713126,1194.3040923441708
4G_LTE,-100,2147483647,-100,-9,-79,2147483647,40,9820,98,30,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724266216584,22755.189228507,2024-08-21 14:50:16.584000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-106,2147483647,-106,-11,-87,2147483647,34,66586,200,30,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266216584,22755.189228507,2024-08-21 14:50:16.584000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-117,2147483647,-117,-20,-85,2147483647,23,67086,46,30,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266216584,22755.189228507,2024-08-21 14:50:16.584000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-111,2147483647,-111,-20,-81,2147483647,29,1125,425,30,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724266216584,22755.189228507,2024-08-21 14:50:16.584000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-113,2147483647,-113,-18,-81,2147483647,27,1125,158,30,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724266216584,22755.189228507,2024-08-21 14:50:16.584000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-99,2147483647,-99,-9,-67,2147483647,41,1125,33,30,202378506,27662,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724266216584,22755.189228507,2024-08-21 14:50:16.584000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-109,2147483647,-109,-14,-87,2147483647,31,66586,495,30,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724266216584,22755.189228507,2024-08-21 14:50:16.584000,-102.4626033,35.2509423,1194.44919725476
4G_LTE,-99,2147483647,-99,-9,-67,2147483647,41,1125,33,30,202378506,27662,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724266217586,22756.190369132,2024-08-21 14:50:17.586000,-102.46237237920147,35.250899931145135,1194.2866769739883
