technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,interp_latitude,interp_longitude,interp_altitude
4G_LTE,-108,2147483647,-108,-16,-69,2147483647,32,66985,248,16,194027709,34828,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724011840243,1.014427344,2024-08-18 16:10:40.243000,-119.1836109,35.3543918,62.54058837890625,35.3543918,-119.1836109,62.54058837890625
4G_LTE,-114,2147483647,-114,-20,-71,2147483647,26,66985,362,16,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724011840243,1.014427344,2024-08-18 16:10:40.243000,-119.1836109,35.3543918,62.54058837890625,35.3543918,-119.1836109,62.54058837890625
4G_LTE,-113,2147483647,-113,-18,-87,2147483647,27,66985,161,16,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724011840243,1.014427344,2024-08-18 16:10:40.243000,-119.1836109,35.3543918,62.54058837890625,35.3543918,-119.1836109,62.54058837890625
4G_LTE,-112,2147483647,-112,-19,-85,2147483647,28,66985,94,16,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724011840243,1.014427344,2024-08-18 16:10:40.243000,-119.1836109,35.3543918,62.54058837890625,35.3543918,-119.1836109,62.54058837890625
4G_LTE,-110,2147483647,-110,-19,-83,2147483647,30,5330,239,16,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724011840243,1.014427344,2024-08-18 16:10:40.243000,-119.1836109,35.3543918,62.54058837890625,35.3543918,-119.1836109,62.54058837890625
4G_LTE,-115,2147483647,-115,-16,-91,2147483647,25,775,233,16,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724011840243,1.014427344,2024-08-18 16:10:40.243000,-119.1836109,35.3543918,62.54058837890625,35.3543918,-119.1836109,62.54058837890625
4G_LTE,-117,2147483647,-117,-20,-91,2147483647,23,775,407,16,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724011840243,1.014427344,2024-08-18 16:10:40.243000,-119.1836109,35.3543918,62.54058837890625,35.3543918,-119.1836109,62.54058837890625
4G_LTE,-116,2147483647,-116,-17,-91,2147483647,24,775,50,16,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724011840243,1.014427344,2024-08-18 16:10:40.243000,-119.1836109,35.3543918,62.54058837890625,35.3543918,-119.1836109,62.54058837890625
4G_LTE,-117,2147483647,-117,-20,-91,2147483647,23,775,232,16,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724011840243,1.014427344,2024-08-18 16:10:40.243000,-119.1836109,35.3543918,62.54058837890625,35.3543918,-119.1836109,62.54058837890625
4G_LTE,-113,2147483647,-113,-18,-91,2147483647,27,775,70,16,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724011840243,1.014427344,2024-08-18 16:10:40.243000,-119.1836109,35.3543918,62.54058837890625,35.3543918,-119.1836109,62.54058837890625
