RSRQ (LTE pcell),RSRP (LTE pcell),Physical cell identity (LTE pcell),Time,time,nemo_abs_time,longitude,latitude,altitude
-12.1,-65.6,163,29:06.1,2024-08-20 00:29:06.100,1724128146100.0,-115.153831,36.254776,616.0
-12.1,-66.4,163,29:06.7,2024-08-20 00:29:06.700,1724128146700.0,-115.153831,36.254776,616.0
-11.7,-67.3,163,29:07.3,2024-08-20 00:29:07.300,1724128147300.0,-115.153831,36.254776,616.0
-12.1,-64.3,163,29:07.9,2024-08-20 00:29:07.900,1724128147900.0,-115.153831,36.254776,616.0
-7.9,-65.9,163,29:08.8,2024-08-20 00:29:08.800,1724128148800.0,-115.153831,36.254776,615.2
-11.4,-65.3,163,29:09.3,2024-08-20 00:29:09.300,1724128149300.0,-115.153831,36.254776,615.0
-12.3,-66.3,163,29:10.0,2024-08-20 00:29:10.000,1724128150000.0,-115.153831,36.254776,615.0
-11.3,-65.2,163,29:10.5,2024-08-20 00:29:10.500,1724128150500.0,-115.153831,36.254776,615.0
-10.8,-66.8,163,29:11.2,2024-08-20 00:29:11.200,1724128151200.0,-115.153831,36.254776,615.0
-13.3,-68.1,163,29:12.0,2024-08-20 00:29:12.000,1724128152000.0,-115.153831,36.254776,615.0
-11.4,-62.4,163,29:12.6,2024-08-20 00:29:12.600,1724128152600.0,-115.153831,36.254776,615.0
-10.6,-65.0,163,29:13.2,2024-08-20 00:29:13.200,1724128153200.0,-115.153831,36.254776,615.0
-11.0,-67.1,163,29:13.7,2024-08-20 00:29:13.700,1724128153700.0,-115.153831,36.254776,615.0
-11.3,-69.7,163,29:14.4,2024-08-20 00:29:14.400,1724128154400.0,-115.15382819999999,36.2547744,615.0
-11.0,-70.0,163,29:15.0,2024-08-20 00:29:15.000,1724128155000.0,-115.153824,36.254772,615.0
-10.6,-67.8,163,29:15.6,2024-08-20 00:29:15.600,1724128155600.0,-115.153824,36.254772,615.0
-13.8,-72.1,163,29:16.2,2024-08-20 00:29:16.200,1724128156200.0,-115.153824,36.254772,615.0
-9.1,-68.8,163,29:16.8,2024-08-20 00:29:16.800,1724128156800.0,-115.153824,36.254772,615.0
-15.8,-72.2,163,29:17.4,2024-08-20 00:29:17.400,1724128157400.0,-115.153824,36.254772,615.0
-11.9,-71.8,163,29:18.0,2024-08-20 00:29:18.000,1724128158000.0,-115.153824,36.254772,615.0
-11.9,-71.1,163,29:18.8,2024-08-20 00:29:18.800,1724128158800.0,-115.15381760000001,36.254772,615.0
-11.2,-72.8,163,29:19.6,2024-08-20 00:29:19.600,1724128159600.0,-115.153816,36.254772,615.0
-11.9,-72.1,163,29:20.3,2024-08-20 00:29:20.300,1724128160300.0,-115.153816,36.2547732,615.0
-11.5,-72.0,163,29:21.0,2024-08-20 00:29:21.000,1724128161000.0,-115.153816,36.254776,615.0
-11.6,-72.6,163,29:21.6,2024-08-20 00:29:21.600,1724128161600.0,-115.153816,36.254776,614.4
-11.2,-72.6,163,29:22.2,2024-08-20 00:29:22.200,1724128162200.0,-115.153816,36.254776,614.0
-12.4,-73.9,163,29:22.8,2024-08-20 00:29:22.800,1724128162800.0,-115.153816,36.254776,614.0
-11.7,-73.9,163,29:23.5,2024-08-20 00:29:23.500,1724128163500.0,-115.153816,36.254776,614.0
-15.1,-73.8,163,29:24.0,2024-08-20 00:29:24.000,1724128164000.0,-115.153816,36.254776,614.0
-12.5,-74.4,163,29:24.6,2024-08-20 00:29:24.600,1724128164600.0,-115.153816,36.254776,614.0
-12.8,-74.6,163,29:25.4,2024-08-20 00:29:25.400,1724128165400.0,-115.153816,36.254776,614.0
-12.6,-73.3,163,29:26.1,2024-08-20 00:29:26.100,1724128166100.0,-115.153816,36.254776,614.0
-12.1,-73.3,163,29:26.7,2024-08-20 00:29:26.700,1724128166700.0,-115.153816,36.254776,614.0
-13.1,-72.6,163,29:27.4,2024-08-20 00:29:27.400,1724128167400.0,-115.153816,36.254776,614.0
-13.4,-69.6,163,29:28.0,2024-08-20 00:29:28.000,1724128168000.0,-115.153816,36.254776,614.0
-11.3,-72.4,163,29:28.5,2024-08-20 00:29:28.500,1724128168500.0,-115.153816,36.254776,614.0
-11.3,-71.0,163,29:29.0,2024-08-20 00:29:29.000,1724128169000.0,-115.153816,36.254776,614.0
-11.8,-69.8,163,29:29.8,2024-08-20 00:29:29.800,1724128169800.0,-115.153816,36.254776,614.0
-13.2,-70.4,163,29:30.3,2024-08-20 00:29:30.300,1724128170300.0,-115.153816,36.254776,614.0
-11.4,-66.4,163,29:31.0,2024-08-20 00:29:31.000,1724128171000.0,-115.153816,36.254776,614.0
-12.9,-62.5,163,29:31.6,2024-08-20 00:29:31.600,1724128171600.0,-115.153816,36.254776,614.0
-11.4,-63.9,163,29:32.1,2024-08-20 00:29:32.100,1724128172100.0,-115.153816,36.254776,614.0
-11.6,-62.7,163,29:32.8,2024-08-20 00:29:32.800,1724128172800.0,-115.153816,36.254776,614.0
-11.2,-65.0,163,29:33.5,2024-08-20 00:29:33.500,1724128173500.0,-115.153816,36.254776,614.0
-12.9,-72.3,163,29:34.2,2024-08-20 00:29:34.200,1724128174200.0,-115.153816,36.254776,614.0
-11.9,-71.3,163,29:34.7,2024-08-20 00:29:34.700,1724128174700.0,-115.153816,36.254776,614.0
-14.1,-73.5,163,29:35.3,2024-08-20 00:29:35.300,1724128175300.0,-115.153816,36.254776,614.0
-12.0,-76.5,163,29:36.0,2024-08-20 00:29:36.000,1724128176000.0,-115.153816,36.254776,614.0
-11.1,-73.2,163,29:36.6,2024-08-20 00:29:36.600,1724128176600.0,-115.153816,36.254776,614.0
-15.2,-71.8,163,29:37.3,2024-08-20 00:29:37.300,1724128177300.0,-115.153816,36.254776,614.0
-12.4,-75.4,163,29:37.9,2024-08-20 00:29:37.900,1724128177900.0,-115.153816,36.254776,614.0
-14.2,-76.6,163,29:38.4,2024-08-20 00:29:38.400,1724128178400.0,-115.153816,36.254776,614.0
-13.8,-75.1,163,29:39.1,2024-08-20 00:29:39.100,1724128179100.0,-115.153816,36.254776,614.0
-11.5,-71.2,163,29:39.7,2024-08-20 00:29:39.700,1724128179700.0,-115.153816,36.254776,614.0
-12.6,-74.1,163,29:40.2,2024-08-20 00:29:40.200,1724128180200.0,-115.153816,36.254776,614.0
-13.3,-72.2,163,29:40.8,2024-08-20 00:29:40.800,1724128180800.0,-115.153816,36.254776,614.0
-13.6,-76.0,163,29:41.4,2024-08-20 00:29:41.400,1724128181400.0,-115.153816,36.254776,614.0
-13.2,-75.8,163,29:42.1,2024-08-20 00:29:42.100,1724128182100.0,-115.153816,36.254776,614.0
-14.0,-72.0,163,29:42.6,2024-08-20 00:29:42.600,1724128182600.0,-115.153816,36.254776,614.0
-12.9,-70.6,163,29:43.1,2024-08-20 00:29:43.100,1724128183100.0,-115.153816,36.254776,614.0
-13.2,-72.9,163,29:43.7,2024-08-20 00:29:43.700,1724128183700.0,-115.153816,36.254776,614.0
-14.7,-72.0,163,29:44.4,2024-08-20 00:29:44.400,1724128184400.0,-115.153816,36.254776,614.0
-14.3,-71.6,163,29:45.0,2024-08-20 00:29:45.000,1724128185000.0,-115.153816,36.254776,614.0
-12.2,-71.1,163,29:45.6,2024-08-20 00:29:45.600,1724128185600.0,-115.153816,36.254776,614.0
-11.3,-71.1,163,29:46.2,2024-08-20 00:29:46.200,1724128186200.0,-115.153816,36.254776,614.0
-13.4,-72.1,163,29:46.8,2024-08-20 00:29:46.800,1724128186800.0,-115.153816,36.254776,614.0
-11.3,-71.0,163,29:47.3,2024-08-20 00:29:47.300,1724128187300.0,-115.153816,36.254776,614.0
-13.2,-70.5,163,29:48.0,2024-08-20 00:29:48.000,1724128188000.0,-115.153816,36.254776,614.0
-11.0,-69.9,163,29:48.6,2024-08-20 00:29:48.600,1724128188600.0,-115.153816,36.254776,614.0
-10.9,-70.7,163,29:49.3,2024-08-20 00:29:49.300,1724128189300.0,-115.153816,36.254776,614.0
-11.2,-71.6,163,29:49.8,2024-08-20 00:29:49.800,1724128189800.0,-115.153816,36.254776,614.0
-11.4,-69.9,163,29:50.5,2024-08-20 00:29:50.500,1724128190500.0,-115.153816,36.254776,614.0
-12.8,-74.8,163,29:51.0,2024-08-20 00:29:51.000,1724128191000.0,-115.153816,36.254776,614.0
-11.6,-73.2,163,29:51.6,2024-08-20 00:29:51.600,1724128191600.0,-115.153816,36.254776,614.0
-13.4,-74.6,163,29:52.2,2024-08-20 00:29:52.200,1724128192200.0,-115.153816,36.254776,614.0
-13.4,-71.2,163,29:52.8,2024-08-20 00:29:52.800,1724128192800.0,-115.153816,36.254776,614.0
-11.4,-70.4,163,29:53.5,2024-08-20 00:29:53.500,1724128193500.0,-115.153816,36.254776,614.0
-11.3,-71.3,163,29:54.0,2024-08-20 00:29:54.000,1724128194000.0,-115.153816,36.254776,614.0
-12.9,-69.8,163,29:54.6,2024-08-20 00:29:54.600,1724128194600.0,-115.153816,36.254776,614.0
-11.3,-70.4,163,29:55.4,2024-08-20 00:29:55.400,1724128195400.0,-115.153816,36.254776,614.0
-11.5,-70.1,163,29:56.1,2024-08-20 00:29:56.100,1724128196100.0,-115.153816,36.254776,614.0
-14.6,-69.6,163,29:56.8,2024-08-20 00:29:56.800,1724128196800.0,-115.153816,36.254776,614.0
-13.5,-69.6,163,29:57.4,2024-08-20 00:29:57.400,1724128197400.0,-115.153816,36.254776,614.0
-12.8,-69.6,163,29:58.1,2024-08-20 00:29:58.100,1724128198100.0,-115.153816,36.254776,614.0
-15.4,-75.9,163,29:58.6,2024-08-20 00:29:58.600,1724128198600.0,-115.153816,36.254776,614.0
-11.3,-70.6,163,29:59.2,2024-08-20 00:29:59.200,1724128199200.0,-115.153816,36.254776,614.0
-14.1,-69.7,163,29:59.8,2024-08-20 00:29:59.800,1724128199800.0,-115.153816,36.254776,614.0
-14.1,-69.8,163,30:00.4,2024-08-20 00:30:00.400,1724128200400.0,-115.153816,36.254776,614.0
-12.1,-70.0,163,30:01.1,2024-08-20 00:30:01.100,1724128201100.0,-115.153816,36.254776,614.0
-14.9,-70.2,163,30:01.8,2024-08-20 00:30:01.800,1724128201800.0,-115.153816,36.254776,614.0
-14.4,-69.9,163,30:02.4,2024-08-20 00:30:02.400,1724128202400.0,-115.153816,36.254776,614.0
-12.9,-75.1,163,30:03.0,2024-08-20 00:30:03.000,1724128203000.0,-115.153816,36.254776,614.0
-12.9,-71.0,163,30:03.6,2024-08-20 00:30:03.600,1724128203600.0,-115.153816,36.254776,614.0
-6.8,-77.4,289,30:04.3,2024-08-20 00:30:04.300,1724128204300.0,-115.153816,36.254776,614.0
-6.9,-76.7,289,30:05.1,2024-08-20 00:30:05.100,1724128205100.0,-115.153816,36.254776,614.0
-9.3,-74.9,289,30:05.7,2024-08-20 00:30:05.700,1724128205700.0,-115.153816,36.254776,614.0
-6.7,-76.0,289,30:06.2,2024-08-20 00:30:06.200,1724128206200.0,-115.153816,36.254776,614.0
-9.4,-79.6,289,30:06.9,2024-08-20 00:30:06.900,1724128206900.0,-115.153816,36.254776,614.0
-8.4,-76.1,289,30:07.5,2024-08-20 00:30:07.500,1724128207500.0,-115.153816,36.254776,614.0
-6.6,-75.9,289,30:08.1,2024-08-20 00:30:08.100,1724128208100.0,-115.153816,36.254776,614.0
-6.2,-76.0,289,30:08.7,2024-08-20 00:30:08.700,1724128208700.0,-115.153816,36.254776,614.0
-10.8,-79.9,289,30:09.3,2024-08-20 00:30:09.300,1724128209300.0,-115.153816,36.254776,614.0
-11.3,-78.9,289,30:09.9,2024-08-20 00:30:09.900,1724128209900.0,-115.153816,36.254776,614.0
-6.3,-78.8,289,30:10.5,2024-08-20 00:30:10.500,1724128210500.0,-115.153816,36.254776,614.0
-5.6,-74.6,289,30:11.2,2024-08-20 00:30:11.200,1724128211200.0,-115.153816,36.254776,614.0
-11.3,-72.8,289,30:11.9,2024-08-20 00:30:11.900,1724128211900.0,-115.153816,36.254776,614.0
-9.2,-71.6,289,30:12.6,2024-08-20 00:30:12.600,1724128212600.0,-115.153816,36.254776,614.0
-7.5,-71.9,289,30:13.1,2024-08-20 00:30:13.100,1724128213100.0,-115.153816,36.254776,614.0
-6.4,-73.8,289,30:13.8,2024-08-20 00:30:13.800,1724128213800.0,-115.153816,36.254776,614.0
-5.8,-72.8,289,30:14.3,2024-08-20 00:30:14.300,1724128214300.0,-115.153816,36.254776,614.0
-6.3,-75.6,289,30:15.0,2024-08-20 00:30:15.000,1724128215000.0,-115.153816,36.254776,614.0
-6.8,-73.6,289,30:15.5,2024-08-20 00:30:15.500,1724128215500.0,-115.153816,36.254776,614.0
-9.4,-74.9,289,30:16.1,2024-08-20 00:30:16.100,1724128216100.0,-115.153816,36.254776,614.0
-8.6,-73.6,289,30:16.7,2024-08-20 00:30:16.700,1724128216700.0,-115.153816,36.254776,614.0
-7.4,-72.6,289,30:17.3,2024-08-20 00:30:17.300,1724128217300.0,-115.153816,36.254776,614.0
-8.3,-74.1,289,30:17.9,2024-08-20 00:30:17.900,1724128217900.0,-115.153816,36.254776,614.0
-8.5,-71.1,289,30:18.6,2024-08-20 00:30:18.600,1724128218600.0,-115.153816,36.254776,614.0
-9.9,-75.1,289,30:19.3,2024-08-20 00:30:19.300,1724128219300.0,-115.153816,36.254776,614.0
-8.1,-77.3,289,30:19.9,2024-08-20 00:30:19.900,1724128219900.0,-115.153816,36.254776,614.0
-9.9,-72.8,289,30:20.4,2024-08-20 00:30:20.400,1724128220400.0,-115.153816,36.254776,614.0
-7.9,-81.1,289,30:21.0,2024-08-20 00:30:21.000,1724128221000.0,-115.153816,36.254776,614.0
-10.9,-82.8,289,30:21.5,2024-08-20 00:30:21.500,1724128221500.0,-115.1538085,36.254772,614.0
-8.5,-80.5,289,30:22.2,2024-08-20 00:30:22.200,1724128222200.0,-115.1537994,36.2547674,614.0
-8.1,-78.4,289,30:22.9,2024-08-20 00:30:22.900,1724128222900.0,-115.15379379999999,36.2547653,614.0
-12.3,-78.2,289,30:23.4,2024-08-20 00:30:23.400,1724128223400.0,-115.153793,36.254765,614.0
-5.6,-79.1,289,30:24.0,2024-08-20 00:30:24.000,1724128224000.0,-115.153793,36.254765,614.0
-11.0,-80.8,289,30:24.5,2024-08-20 00:30:24.500,1724128224500.0,-115.15378949999999,36.254763,614.0
-7.6,-80.7,289,30:25.1,2024-08-20 00:30:25.100,1724128225100.0,-115.153786,36.254761,614.0
-11.6,-77.8,289,30:26.0,2024-08-20 00:30:26.000,1724128226000.0,-115.153786,36.254761,614.0
-11.3,-81.8,289,30:26.5,2024-08-20 00:30:26.500,1724128226500.0,-115.153786,36.254761,614.0
-11.1,-83.3,289,30:27.2,2024-08-20 00:30:27.200,1724128227200.0,-115.153789,36.2547586,614.0
-6.4,-78.6,289,30:27.9,2024-08-20 00:30:27.900,1724128227900.0,-115.1537995,36.2547502,614.0
-8.2,-78.5,289,30:28.6,2024-08-20 00:30:28.600,1724128228600.0,-115.1538238,36.2547466,613.4
-7.6,-75.9,289,30:29.4,2024-08-20 00:30:29.400,1724128229400.0,-115.1538542,36.2547438,612.2
-10.1,-77.3,289,30:30.1,2024-08-20 00:30:30.100,1724128230100.0,-115.1538801,36.2547416,610.9
-10.4,-77.4,289,30:30.7,2024-08-20 00:30:30.700,1724128230700.0,-115.1538987,36.2547392,610.3
-8.3,-73.3,289,30:31.4,2024-08-20 00:30:31.400,1724128231400.0,-115.15392320000001,36.254733200000004,609.6
-9.6,-72.4,289,30:32.2,2024-08-20 00:30:32.200,1724128232200.0,-115.15395360000001,36.254723,609.0
-6.6,-72.9,289,30:32.8,2024-08-20 00:30:32.800,1724128232800.0,-115.15397639999999,36.254714,609.0
-6.3,-71.9,289,30:33.4,2024-08-20 00:30:33.400,1724128233400.0,-115.1539992,36.254705,609.0
-8.1,-68.3,289,30:34.1,2024-08-20 00:30:34.100,1724128234100.0,-115.1540266,36.2546945,609.0
-5.0,-69.4,289,30:34.6,2024-08-20 00:30:34.600,1724128234600.0,-115.1540496,36.254687,609.0
-7.3,-74.4,289,30:35.3,2024-08-20 00:30:35.300,1724128235300.0,-115.1540794,36.2546774,609.0
-8.3,-77.6,289,30:35.9,2024-08-20 00:30:35.900,1724128235900.0,-115.1541022,36.2546702,609.0
-11.6,-75.0,289,30:36.4,2024-08-20 00:30:36.400,1724128236400.0,-115.1541212,36.2546646,609.0
-6.7,-82.0,289,30:37.0,2024-08-20 00:30:37.000,1724128237000.0,-115.154144,36.254658,609.0
-5.8,-78.1,289,30:37.6,2024-08-20 00:30:37.600,1724128237600.0,-115.1541668,36.2546532,609.0
-7.9,-78.1,289,30:38.2,2024-08-20 00:30:38.200,1724128238200.0,-115.15418980000001,36.25465,609.2
-9.5,-78.8,289,30:38.8,2024-08-20 00:30:38.800,1724128238800.0,-115.1542132,36.25465,609.8
-8.7,-81.1,289,30:39.5,2024-08-20 00:30:39.500,1724128239500.0,-115.15424,36.254648,609.5
-10.7,-82.8,289,30:40.1,2024-08-20 00:30:40.100,1724128240100.0,-115.1542628,36.2546449,609.0
-10.0,-81.4,289,30:40.7,2024-08-20 00:30:40.700,1724128240700.0,-115.1542856,36.2546383,609.0
-9.7,-82.6,289,30:41.3,2024-08-20 00:30:41.300,1724128241300.0,-115.1543039,36.254630500000005,609.3
-8.6,-76.4,289,30:42.0,2024-08-20 00:30:42.000,1724128242000.0,-115.15432,36.25462,610.0
-7.4,-85.4,289,30:42.8,2024-08-20 00:30:42.800,1724128242800.0,-115.1543384,36.2546016,610.0
-8.3,-82.1,289,30:43.3,2024-08-20 00:30:43.300,1724128243300.0,-115.1543499,36.2545889,609.7
-8.3,-89.4,289,30:44.0,2024-08-20 00:30:44.000,1724128244000.0,-115.154366,36.25457,609.0
-15.3,-86.7,289,30:44.8,2024-08-20 00:30:44.800,1724128244800.0,-115.1543716,36.2545452,609.0
-10.4,-85.1,289,30:45.4,2024-08-20 00:30:45.400,1724128245400.0,-115.154373,36.2545314,609.0
-9.9,-83.3,289,30:45.9,2024-08-20 00:30:45.900,1724128245900.0,-115.154373,36.2545219,609.0
-5.7,-79.1,289,30:46.4,2024-08-20 00:30:46.400,1724128246400.0,-115.154373,36.254514,609.0
-11.6,-79.8,289,30:47.1,2024-08-20 00:30:47.100,1724128247100.0,-115.1543723,36.2545043,609.0
-10.0,-78.7,289,30:47.6,2024-08-20 00:30:47.600,1724128247600.0,-115.1543688,36.2545008,609.0
-11.6,-78.7,289,30:48.2,2024-08-20 00:30:48.200,1724128248200.0,-115.154366,36.254494799999996,609.2
-10.2,-80.3,289,30:49.0,2024-08-20 00:30:49.000,1724128249000.0,-115.154366,36.254482,610.0
-10.4,-76.4,289,30:49.6,2024-08-20 00:30:49.600,1724128249600.0,-115.1543612,36.2544664,609.4
-8.6,-75.9,289,30:50.3,2024-08-20 00:30:50.300,1724128250300.0,-115.1543487,36.2544479,609.0
-9.3,-79.8,289,30:51.5,2024-08-20 00:30:51.500,1724128251500.0,-115.1543005,36.2544195,608.5
-10.2,-83.3,289,30:52.1,2024-08-20 00:30:52.100,1724128252100.0,-115.1542664,36.2544088,608.0
-9.5,-76.3,289,30:52.7,2024-08-20 00:30:52.700,1724128252700.0,-115.15422079999999,36.2544016,608.0
-8.1,-76.2,289,30:53.6,2024-08-20 00:30:53.600,1724128253600.0,-115.1541476,36.2543938,608.0
-10.7,-78.6,289,30:54.2,2024-08-20 00:30:54.200,1724128254200.0,-115.1540942,36.2543918,608.0
-8.6,-77.0,289,30:54.8,2024-08-20 00:30:54.800,1724128254800.0,-115.1540348,36.2543942,608.0
-11.2,-75.7,289,30:55.6,2024-08-20 00:30:55.600,1724128255600.0,-115.15395980000001,36.2543968,608.0
-10.6,-73.6,289,30:56.4,2024-08-20 00:30:56.400,1724128256400.0,-115.1538862,36.254401200000004,608.0
-9.9,-75.8,289,30:57.0,2024-08-20 00:30:57.000,1724128257000.0,-115.153831,36.254406,608.0
-10.3,-79.6,289,30:57.6,2024-08-20 00:30:57.600,1724128257600.0,-115.1537854,36.2544036,608.0
-7.5,-81.2,289,30:58.2,2024-08-20 00:30:58.200,1724128258200.0,-115.1537414,36.2544028,608.0
-7.6,-81.3,289,30:58.8,2024-08-20 00:30:58.800,1724128258800.0,-115.15370060000001,36.2544052,608.0
-15.2,-81.6,289,30:59.5,2024-08-20 00:30:59.500,1724128259500.0,-115.15366399999999,36.254406,608.0
-10.1,-79.8,289,31:00.3,2024-08-20 00:31:00.300,1724128260300.0,-115.1536296,36.254406,608.0
-10.9,-74.9,289,31:00.8,2024-08-20 00:31:00.800,1724128260800.0,-115.15361060000001,36.254406,608.0
-11.5,-74.9,289,31:01.5,2024-08-20 00:31:01.500,1724128261500.0,-115.153595,36.254408,607.5
-12.4,-75.7,289,31:02.1,2024-08-20 00:31:02.100,1724128262100.0,-115.153587,36.2544104,607.0
-12.9,-77.9,289,31:02.7,2024-08-20 00:31:02.700,1724128262700.0,-115.153587,36.2544128,607.0
-11.3,-77.9,289,31:03.4,2024-08-20 00:31:03.400,1724128263400.0,-115.153587,36.254414,607.0
-7.6,-75.9,289,31:04.0,2024-08-20 00:31:04.000,1724128264000.0,-115.153587,36.254414,607.0
-10.4,-76.1,289,31:04.6,2024-08-20 00:31:04.600,1724128264600.0,-115.1535918,36.254414,607.0
-11.1,-75.7,289,31:05.2,2024-08-20 00:31:05.200,1724128265200.0,-115.153595,36.254414,607.0
-7.1,-72.9,289,31:05.8,2024-08-20 00:31:05.800,1724128265800.0,-115.153595,36.254414,607.0
-9.8,-73.2,289,31:06.4,2024-08-20 00:31:06.400,1724128266400.0,-115.153595,36.254414,607.0
-9.9,-72.6,289,31:07.0,2024-08-20 00:31:07.000,1724128267000.0,-115.153595,36.254414,607.0
-8.6,-71.5,289,31:07.6,2024-08-20 00:31:07.600,1724128267600.0,-115.1535902,36.254414,607.0
-8.3,-73.1,289,31:08.5,2024-08-20 00:31:08.500,1724128268500.0,-115.1535835,36.254414,607.0
-6.0,-76.4,289,31:09.0,2024-08-20 00:31:09.000,1724128269000.0,-115.15358,36.254414,607.0
-9.2,-74.9,289,31:09.6,2024-08-20 00:31:09.600,1724128269600.0,-115.1535662,36.254414,607.0
-9.3,-77.8,289,31:10.2,2024-08-20 00:31:10.200,1724128270200.0,-115.1535494,36.254414,607.0
-8.2,-76.8,289,31:11.0,2024-08-20 00:31:11.000,1724128271000.0,-115.153519,36.254414,607.0
-9.1,-74.3,289,31:11.5,2024-08-20 00:31:11.500,1724128271500.0,-115.1534845,36.254414,607.0
-9.3,-77.1,289,31:12.4,2024-08-20 00:31:12.400,1724128272400.0,-115.1534196,36.254414,607.0
-8.0,-68.4,289,31:13.1,2024-08-20 00:31:13.100,1724128273100.0,-115.1533671,36.254414,606.9
-8.0,-67.3,289,31:13.7,2024-08-20 00:31:13.700,1724128273700.0,-115.1533257,36.254414,606.3
-8.9,-67.0,289,31:14.3,2024-08-20 00:31:14.300,1724128274300.0,-115.1532822,36.2544185,606.0
-5.0,-71.6,289,31:15.0,2024-08-20 00:31:15.000,1724128275000.0,-115.153229,36.254429,606.0
-7.4,-78.5,289,31:15.7,2024-08-20 00:31:15.700,1724128275700.0,-115.1531751,36.2544451,606.0
-9.7,-72.1,289,31:16.3,2024-08-20 00:31:16.300,1724128276300.0,-115.1531361,36.2544646,606.0
-10.4,-72.3,289,31:16.9,2024-08-20 00:31:16.900,1724128276900.0,-115.1531043,36.2544898,606.0
-8.8,-69.9,289,31:17.5,2024-08-20 00:31:17.500,1724128277500.0,-115.153076,36.2545245,606.0
-7.1,-72.3,289,31:18.3,2024-08-20 00:31:18.300,1724128278300.0,-115.1530485,36.2545766,606.0
-6.5,-68.2,289,31:19.0,2024-08-20 00:31:19.000,1724128279000.0,-115.153038,36.254627,606.0
