RSRQ (LTE pcell),RSRP (LTE pcell),Physical cell identity (LTE pcell),Time,time,nemo_abs_time,longitude,latitude,altitude
-14.8,-94.4,296, 9:17:28.926,17:28.9,1.72399E+12,-121.7058944,37.716472944668006,144.90040241448693
-17.3,-98.3,296, 9:17:29.607,17:29.6,1.72399E+12,-121.7056874,37.71654133134329,145.57910447761193
-17.3,-98.3,296, 9:17:30.348,17:30.3,1.72399E+12,-121.7054614,37.716612432595575,146.31991951710262
-14.9,-97,296, 9:17:30.965,17:31.0,1.72399E+12,-121.7052721,37.71666953923541,146.94064386317908
-13.6,-89.1,296, 9:17:31.607,17:31.6,1.72399E+12,-121.705081,37.716726099601594,147.58067729083666
-18.1,-97.1,296, 9:17:32.169,17:32.2,1.72399E+12,-121.7049148,37.71677437096774,148.1421370967742
-17.8,-100.9,296, 9:17:32.962,17:33.0,1.72399E+12,-121.704683,37.71683832258064,148.9415322580645
-11.4,-92.6,296, 9:17:34.210,17:34.2,1.72399E+12,-121.7043224,37.71693200598802,150.1806387225549
-12.6,-92.1,296, 9:17:34.906,17:34.9,1.72399E+12,-121.7041161,37.71698201796407,150.8752495
-14.6,-96.2,296, 9:17:35.443,17:35.4,1.72399E+12,-121.7039549,37.71701974418605,151.41658240647118
-15.8,-92,310, 9:17:35.970,17:36.0,1.72399E+12,-121.7037961,37.71705651,151.9494438827098
-13.1,-89.6,310, 9:17:36.581,17:36.6,1.72399E+12,-121.7036111,37.71709621151936,152.5571002979146
-14.1,-88.9,310, 9:17:37.409,17:37.4,1.72399E+12,-121.7033564,37.717149830000004,153.764
-12.4,-91,310, 9:17:37.999,17:38.0,1.72399E+12,-121.7031718,37.71718818,154.944
-12.4,-91,310, 9:17:38.684,17:38.7,1.72399E+12,-121.7029525,37.71723274774775,155.65765765765767
-9.7,-87.3,310, 9:17:39.287,17:39.3,1.72399E+12,-121.702757,37.71727386746988,156.2620481927711
-11,-89.7,310, 9:17:39.787,17:39.8,1.72399E+12,-121.7025924,37.71731001204819,156.7640562248996
-11,-89.7,310, 9:17:40.691,17:40.7,1.72399E+12,-121.7022964,37.71737564243028,157.66633466135457
-9.9,-84.2,310, 9:17:41.284,17:41.3,1.72399E+12,-121.7021006,37.717417491525424,158.25722831505485
-9.9,-84.2,310, 9:17:42.288,17:42.3,1.72399E+12,-121.7017639,37.717486925925925,159.25925925925927
-12.3,-88.1,310, 9:17:43.539,17:43.5,1.72399E+12,-121.7013416,37.71757536993076,161.0108803165183
-13.3,-95.2,310, 9:17:44.283,17:44.3,1.72399E+12,-121.7010891,37.71762602325582,162.24671385237613
-14.6,-86.3,310, 9:17:45.327,17:45.3,1.72399E+12,-121.7007324,37.71769883939394,163.3020202020202
-10.6,-87.9,310, 9:17:45.886,17:45.9,1.72399E+12,-121.7005387,37.7177378,163.86666666666667
-14.3,-75.7,310, 9:17:46.410,17:46.4,1.72399E+12,-121.7003596,37.71777344444445,164.77777777777777
-11.6,-86.7,310, 9:17:46.998,17:47.0,1.72399E+12,-121.7001595,37.71781311111111,165.94444444444446
-7.6,-71,310, 9:17:47.669,17:47.7,1.72399E+12,-121.6999292,37.717861845309386,166.64171656686628
-6.4,-73.3,310, 9:17:48.412,17:48.4,1.72399E+12,-121.6996718,37.717915537848604,167.3824701195219
-10.6,-73.5,310, 9:17:49.003,17:49.0,1.72399E+12,-121.6994651,37.717957920318725,167.97111553784862
-12.1,-85.1,310, 9:17:49.688,17:49.7,1.72399E+12,-121.6992289,37.71800812864321,168.65929648241206
-12.1,-85.1,310, 9:17:50.284,17:50.3,1.72399E+12,-121.6990238,37.7180515,169.257
-13.6,-84.5,310, 9:17:50.825,17:50.8,1.72399E+12,-121.6988383,37.71809046,169.798
-13.9,-94.5,310, 9:17:51.405,17:51.4,1.72399E+12,-121.6986367,37.718132511465605,170.75373878364906
-14.3,-94,310, 9:17:52.054,17:52.1,1.72399E+12,-121.6984097,37.71817973,172.024
-17.8,-92.9,310, 9:17:52.570,17:52.6,1.72399E+12,-121.6982322,37.71821688,172.54
-17,-96.1,310, 9:17:53.224,17:53.2,1.72399E+12,-121.698005,37.71826435,173.19655521783181
-9.7,-92.8,304, 9:17:53.737,17:53.7,1.72399E+12,-121.6978226,37.71830229078014,173.7163120567376
-9.8,-92.2,304, 9:17:54.430,17:54.4,1.72399E+12,-121.697582,37.718350944278605,174.82189054726368
-10.6,-93.9,304, 9:17:54.991,17:55.0,1.72399E+12,-121.6973906,37.71838890248756,175.93830845771143
-10.8,-93,304, 9:17:55.518,17:55.5,1.72399E+12,-121.6972064,37.7184271,176.49451645064806
-10.5,-94.1,304, 9:17:56.249,17:56.2,1.72399E+12,-121.6969522,37.718480127999996,177.448
-8.8,-89.4,304, 9:17:56.890,17:56.9,1.72399E+12,-121.6967323,37.71852628,178.73
-15.9,-102.1,304, 9:17:57.646,17:57.6,1.72399E+12,-121.696473,37.71858119740778,179.61914257228315
-23.3,-103.9,304, 9:17:58.199,17:58.2,1.72399E+12,-121.6962818,37.71862085829146,180.1718592964824
-17,-106.9,296, 9:17:58.760,17:58.8,1.72399E+12,-121.6960845,37.71865976180904,180.7356783919598
-16.7,-104.4,296, 9:17:59.356,17:59.4,1.72399E+12,-121.6958768,37.718702120724345,181.33501006036218
-19.9,-109.6,296, 9:17:59.962,18:00.0,1.72399E+12,-121.695667,37.71874601609658,181.9446680080483
-18.8,-107.6,296, 9:18:00.908,18:00.9,1.72399E+12,-121.6953513,37.718811112326044,183.7713717693837
-19.6,-110.3,296, 9:18:01.412,18:01.4,1.72399E+12,-121.6951801,37.71884526812314,184.3862959285005
-19.6,-110.3,296, 9:18:01.957,18:02.0,1.72399E+12,-121.6949939,37.71888207050646,184.92750744786494
-23.4,-118.8,296, 9:18:02.675,18:02.7,1.72399E+12,-121.6947559,37.718931818731114,185.64954682779455
-23.4,-118.8,296, 9:18:03.702,18:03.7,1.72399E+12,-121.6944196,37.71900257157058,186.67495029821075
-7.6,-86.4,477, 9:18:05.962,18:06.0,1.72399E+12,-121.6936918,37.71915370310933,189.87362086258776
-7.9,-87.7,477, 9:18:07.958,18:08.0,1.72399E+12,-121.6930524,37.71928365802592,191.9332003988036
-17.1,-89.9,477, 9:18:08.660,18:08.7,1.72399E+12,-121.6928276,37.71932931631631,192.63563563563562
-11.1,-92.7,477, 9:18:09.679,18:09.7,1.72399E+12,-121.6925074,37.71939527904667,193.65044687189672
-13.1,-97.6,477, 9:18:10.957,18:11.0,1.72399E+12,-121.6921079,37.719477323323325,194.92692692692694
-8.8,-98.2,477, 9:18:12.187,18:12.2,1.72399E+12,-121.691716,37.71955344176707,196.1606425702811
-9.6,-98.5,477, 9:18:12.888,18:12.9,1.72399E+12,-121.6915013,37.71959918975904,196.8644578313253
-15,-101.8,477, 9:18:13.410,18:13.4,1.72399E+12,-121.6913391,37.71963310479042,197.38622754491018
-14.7,-101.7,477, 9:18:13.919,18:13.9,1.72399E+12,-121.6911801,37.719666123752496,197.89421157684632
-15.8,-99.8,477, 9:18:14.460,18:14.5,1.72399E+12,-121.6910146,37.719701218562875,198.43413173652695
-15.6,-103,477, 9:18:15.126,18:15.1,1.72399E+12,-121.690811,37.71974444789579,199.19839679358716
-9.8,-96.6,477, 9:18:15.695,18:15.7,1.72399E+12,-121.6906325,37.71978150701403,200.33867735470943
-8.8,-94.4,477, 9:18:16.389,18:16.4,1.72399E+12,-121.6904154,37.719826589232305,201.3629112662014
-9.5,-94.7,477, 9:18:16.998,18:17.0,1.72399E+12,-121.6902254,37.71986606,201.9700897308076
-11.6,-95.1,477, 9:18:17.554,18:17.6,1.72399E+12,-121.6900509,37.719902292878636,202.52758274824473
-9.9,-96.6,477, 9:18:18.391,18:18.4,1.72399E+12,-121.6897925,37.71995619207921,203.36237623762375
-8.9,-94.1,477, 9:18:19.226,18:19.2,1.72399E+12,-121.6895377,37.720009527749745,204.19273461150354
-10.4,-94.8,477, 9:18:19.887,18:19.9,1.72399E+12,-121.6893289,37.72005288294652,204.85973763874873
-9.5,-96.9,477, 9:18:20.534,18:20.5,1.72399E+12,-121.6891262,37.720094987012985,206.014985
-11.4,-95.9,477, 9:18:21.140,18:21.1,1.72399E+12,-121.6889366,37.72013482046138,207.11334002006018
-9.9,-95.8,110, 9:18:21.695,18:21.7,1.72399E+12,-121.688763,37.720173230692076,207.67001003009028
-9.6,-97.7,110, 9:18:22.343,18:22.3,1.72399E+12,-121.6885625,37.720218945054945,208.3186813186813
-9.3,-97.5,110, 9:18:22.892,18:22.9,1.72399E+12,-121.6883947,37.72025843356643,208.86713286713288
-9.7,-96.8,110, 9:18:23.559,18:23.6,1.72399E+12,-121.6881835,37.720309035928146,209.53293413173654
-8.9,-95.9,110, 9:18:24.306,18:24.3,1.72399E+12,-121.6879471,37.72036499,210.2776119402985
-8.6,-96.4,110, 9:18:24.807,18:24.8,1.72399E+12,-121.6877911,37.72040088059701,210.77611940298507
-11.9,-97,110, 9:18:26.305,18:26.3,1.72399E+12,-121.6872994,37.72051334305835,213.27867203219316
-11.9,-97,110, 9:18:26.813,18:26.8,1.72399E+12,-121.6871276,37.72055065090543,213.7897384305835
-9.4,-97.9,110, 9:18:28.003,18:28.0,1.72399E+12,-121.6867229,37.72064393445879,214.97418073485602
-9.9,-98,110, 9:18:29.007,18:29.0,1.72399E+12,-121.68637,37.720724396793585,216.95991983967937
-9.8,-98.1,110, 9:18:30.809,18:30.8,1.72399E+12,-121.6857365,37.720879079999996,218.785
-10.7,-96.3,110, 9:18:31.850,18:31.8,1.72399E+12,-121.6853714,37.72097309090909,219.82517482517483
-9.8,-97.3,110, 9:18:32.350,18:32.4,1.72399E+12,-121.6851964,37.72101748605578,220.64741035856574
-9.9,-97.4,110, 9:18:32.896,18:32.9,1.72399E+12,-121.6850055,37.72106534262949,221.73505976095618
-9.2,-97.7,110, 9:18:33.502,18:33.5,1.72399E+12,-121.68479,37.72111854091816,222.47205588822357
-8.6,-97.2,110, 9:18:34.148,18:34.1,1.72399E+12,-121.6845589,37.7211752,223.11723446893788
-12.1,-99.5,110, 9:18:34.893,18:34.9,1.72399E+12,-121.6842909,37.72124014428858,223.86372745490982
-8.7,-100.1,110, 9:18:35.470,18:35.5,1.72399E+12,-121.6840833,37.72129278,224.4432161
-12.6,-99.8,110, 9:18:35.997,18:36.0,1.72399E+12,-121.6838937,37.72134150351759,224.97286432160803
-12.9,-99.9,110, 9:18:37.401,18:37.4,1.72399E+12,-121.6833912,37.721470000991076,226.37363726461842
-11.6,-99.6,110, 9:18:38.112,18:38.1,1.72399E+12,-121.6831378,37.72153368951613,227.0796370967742
-10.1,-100.6,110, 9:18:38.745,18:38.7,1.72399E+12,-121.6829036,37.72158729032258,227.71774193548387
-12.1,-99.3,110, 9:18:39.443,18:39.4,1.72399E+12,-121.6826473,37.72164145309382,228.41716566866268
-11.9,-101,110, 9:18:39.993,18:40.0,1.72399E+12,-121.6824464,37.72168152295409,228.96606786427145
-13.3,-107.1,110, 9:18:41.683,18:41.7,1.72399E+12,-121.6818104,37.721768512922466,229.65506958250498
-13.3,-107.1,110, 9:18:42.444,18:42.4,1.72399E+12,-121.6815209,37.721793764000005,230
-11.3,-105.1,110, 9:18:43.585,18:43.6,1.72399E+12,-121.681086,37.72181564670659,230.55389221556885
-19.8,-114.1,110, 9:18:44.671,18:44.7,1.72399E+12,-121.6806699,37.72181842,231.64415322580646
-14.1,-103.1,256, 9:18:45.241,18:45.2,1.72399E+12,-121.6804519,37.721813767626614,232
-11.8,-109.7,256, 9:18:47.243,18:47.2,1.72399E+12,-121.6796933,37.72176245472637,233.22487562189056
-10.7,-102.2,256, 9:18:48.687,18:48.7,1.72399E+12,-121.67915,37.72170780558325,234.6630109670987
-12.8,-113.3,256, 9:18:49.245,18:49.2,1.72399E+12,-121.67894,37.72168576923077,235.21978021978023
-17.4,-122.4,256, 9:18:51.241,18:51.2,1.72399E+12,-121.6781861,37.72160683534137,237
-18.8,-122.1,256, 9:18:52.241,18:52.2,1.72399E+12,-121.6778055,37.721567844000006,237.218
-29.4,-132.3,256, 9:18:53.564,18:53.6,1.72399E+12,-121.6773073,37.721512323353295,238.53992015968063
-17.4,-115.4,138, 9:18:54.197,18:54.2,1.72399E+12,-121.6770677,37.721485783216785,239
-10.6,-112.3,138, 9:18:56.247,18:56.2,1.72399E+12,-121.6763019,37.72137885,239.2195608782435
-11,-99.3,138, 9:18:57.245,18:57.2,1.72399E+12,-121.6759307,37.72130593480441,240.21664994984954
-9.9,-92,138, 9:18:58.444,18:58.4,1.72399E+12,-121.6754939,37.72119562,241.418
-9.6,-88.1,138, 9:18:59.680,18:59.7,1.72399E+12,-121.6750548,37.72106518756269,242.65596790371114
-10.1,-90.2,138, 9:19:01.683,19:01.7,1.72399E+12,-121.6743678,37.72080391,244
-11.5,-93.3,138, 9:19:02.572,19:02.6,1.72399E+12,-121.6740768,37.72066769092722,244.54336989032902
-10,-89.1,138, 9:19:03.277,19:03.3,1.72399E+12,-121.6738472,37.720555124117055,245.24924318869827
-11.7,-91.5,138, 9:19:03.777,19:03.8,1.72399E+12,-121.6736858,37.72047237941474,245.75378405650858
-11.8,-89.6,138, 9:19:04.517,19:04.5,1.72399E+12,-121.673456,37.720343393213575,246.49500998003992
-12.8,-85.6,138, 9:19:05.153,19:05.2,1.72399E+12,-121.6732646,37.720228342601786,247.12909632571996
-11.6,-86.6,138, 9:19:05.882,19:05.9,1.72399E+12,-121.6730546,37.720090071499506,247.85302879841112
-13,-84,138, 9:19:06.454,19:06.5,1.72399E+12,-121.6728889,37.71997796396396,248.42442442442442
-10.8,-83.1,138, 9:19:06.977,19:07.0,1.72399E+12,-121.6727371,37.71987430630631,248.94794794794794
-12.7,-83.5,138, 9:19:07.717,19:07.7,1.72399E+12,-121.672528,37.71972984,249.688
-12.7,-83.5,138, 9:19:08.267,19:08.3,1.72399E+12,-121.6723711,37.719622920159686,250.2375249500998
-10.2,-82.1,138, 9:19:08.970,19:09.0,1.72399E+12,-121.6721677,37.719486810379244,250.93912175648703
-10.3,-82.3,138, 9:19:09.608,19:09.6,1.72399E+12,-121.671983,37.71936501297405,251.5758483033932
-10.6,-83.1,138, 9:19:10.298,19:10.3,1.72399E+12,-121.6717802,37.71923715656566,252.26767676767676
-10.4,-85.2,138, 9:19:10.996,19:11.0,1.72399E+12,-121.6715701,37.719113772727276,252.97272727272727
-10.9,-90.1,138, 9:19:12.290,19:12.3,1.72399E+12,-121.6711719,37.718905375498004,254.2659362549801
-10.9,-90.1,138, 9:19:13.007,19:13.0,1.72399E+12,-121.6709434,37.71879896812749,254.9800796812749
-10.4,-84.8,138, 9:19:14.677,19:14.7,1.72399E+12,-121.6703956,37.71857327027027,256.64864864864865
-11.4,-86.8,138, 9:19:15.690,19:15.7,1.72399E+12,-121.6700532,37.718450300699295,257.6613386613387
-10.4,-93.6,138, 9:19:16.681,19:16.7,1.72399E+12,-121.6697179,37.71834089,258
-10.9,-95.7,138, 9:19:17.674,19:17.7,1.72399E+12,-121.6693735,37.71824436180905,258.64824120603015
-11.4,-97.1,138, 9:19:18.997,19:19.0,1.72399E+12,-121.668902,37.71813034965035,259.97202797202794
-11.1,-92.7,138, 9:19:20.541,19:20.5,1.72399E+12,-121.668354,37.71803240480962,261.5110220440882
-11.2,-98.6,138, 9:19:21.294,19:21.3,1.72399E+12,-121.6680796,37.71799377331996,262.2657973921765
-14.1,-97.9,138, 9:19:23.296,19:23.3,1.72399E+12,-121.6673517,37.71792382089552,264.2686567164179
-10.4,-99.2,138, 9:19:24.676,19:24.7,1.72399E+12,-121.6668428,37.71790184,265.645
-12.7,-108,138, 9:19:25.685,19:25.7,1.72399E+12,-121.6664702,37.71790424248497,266.6553106212425
-9.9,-97.9,138, 9:19:26.678,19:26.7,1.72399E+12,-121.6661061,37.71792191208791,267.64835164835165
-13.1,-98.5,138, 9:19:27.998,19:28.0,1.72399E+12,-121.6656148,37.71796301,268.9709127382146
-11.1,-92.6,138, 9:19:28.542,19:28.5,1.72399E+12,-121.6654146,37.71798773747495,269.51603206412824
-10.4,-87.1,138, 9:19:30.297,19:30.3,1.72399E+12,-121.6647735,37.71809061676647,271.27245508982037
-9.6,-91.3,138, 9:19:32.001,19:32.0,1.72399E+12,-121.6641626,37.71822498198198,272.975976
-10.7,-95.3,138, 9:19:32.798,19:32.8,1.72399E+12,-121.6638819,37.71830143129388,273
-11.5,-94.1,138, 9:19:33.333,19:33.3,1.72399E+12,-121.6636917,37.71835503,273.311
-9.9,-94.5,138, 9:19:34.015,19:34.0,1.72399E+12,-121.6634475,37.71842528,273.993
-15.1,-94.8,138, 9:19:35.365,19:35.4,1.72399E+12,-121.6629725,37.71856385353535,274.33838383838383
-10.4,-91.3,138, 9:19:35.886,19:35.9,1.72399E+12,-121.6627836,37.71861805858586,274.86464646464646
-13.9,-92.3,138, 9:19:36.577,19:36.6,1.72399E+12,-121.6625364,37.71868675968222,275.55312810327706
-12,-97.9,138, 9:19:37.123,19:37.1,1.72399E+12,-121.6623407,37.718740542168675,276
-10.9,-96.4,138, 9:19:37.923,19:37.9,1.72399E+12,-121.6620467,37.71882006024096,276
-10.8,-92.5,138, 9:19:38.479,19:38.5,1.72399E+12,-121.6618471,37.71887687425149,276
-12.8,-100.1,138, 9:19:38.997,19:39.0,1.72399E+12,-121.661662,37.718930121756486,276
-16.1,-100.3,138, 9:19:41.074,19:41.1,1.72399E+12,-121.66091,37.719139870221326,276
-13.5,-96.8,92, 9:19:41.682,19:41.7,1.72399E+12,-121.6606904,37.719202872233396,276
-12,-97.5,92, 9:19:43.582,19:43.6,1.72399E+12,-121.6600023,37.71939430209372,276
-10.8,-94.4,92, 9:19:45.001,19:45.0,1.72399E+12,-121.6594869,37.719540221778225,275.02697302697305
-12.8,-79.4,92, 9:19:46.000,19:46.0,1.72399E+12,-121.6591216,37.7196401,274.02897102897106
-15.1,-79.4,92, 9:19:47.675,19:47.7,1.72399E+12,-121.6585071,37.719812939637826,273
-13.8,-79.4,92, 9:19:48.259,19:48.3,1.72399E+12,-121.6582927,37.71987321115538,272.52988047808765
-11.2,-79.3,92, 9:19:49.253,19:49.3,1.72399E+12,-121.6579313,37.71997678564307,270.77467597208374
-10.1,-83.6,92, 9:19:50.998,19:51.0,1.72399E+12,-121.6572979,37.72016999,268.05427135678394
-10.1,-77.9,92, 9:19:51.498,19:51.5,1.72399E+12,-121.6571128,37.72022741170535,267.5227043390515
-8.7,-78.9,92, 9:19:51.998,19:52.0,1.72399E+12,-121.6569277,37.720284929364276,267.01816347124117
-8.1,-82.4,92, 9:19:52.707,19:52.7,1.72399E+12,-121.6566773,37.720365290640395,266.3192118226601
-8.6,-84.1,92, 9:19:53.354,19:53.4,1.72399E+12,-121.6564447,37.72044015215215,265.3533533533533
-8.9,-83.6,92, 9:19:53.957,19:54.0,1.72399E+12,-121.6562237,37.72051137737738,264.1461461461461
-11.3,-83.7,92, 9:19:54.956,19:55.0,1.72399E+12,-121.6558632,37.72062970682731,262.1405622
-8.6,-85.3,92, 9:19:55.498,19:55.5,1.72399E+12,-121.6556661,37.72069200995025,261.0606965174129
-8.3,-83.3,92, 9:19:56.207,19:56.2,1.72399E+12,-121.6554075,37.72077380961924,259.64729458917833
-8.6,-81.6,92, 9:19:56.957,19:57.0,1.72399E+12,-121.6551324,37.72086248697395,258.1442885771543
-8.3,-79.2,92, 9:19:57.611,19:57.6,1.72399E+12,-121.6548922,37.72093974474475,257.4174174174174
-8,-78.9,92, 9:19:58.208,19:58.2,1.72399E+12,-121.6546728,37.72101034673367,256.63819095477385
-7.5,-75.8,92, 9:19:58.874,19:58.9,1.72399E+12,-121.6544278,37.721089329648244,255.29949748743718
-9.1,-77.6,92, 9:19:59.573,19:59.6,1.72399E+12,-121.6541717,37.721172450000005,253.9
-9.5,-81.4,92, 9:20:01.445,20:01.4,1.72399E+12,-121.6534849,37.721393235707126,250.5827482447342
-11.1,-87.3,92, 9:20:02.672,20:02.7,1.72399E+12,-121.6530308,37.7215388,248.7092907092907
-15.7,-93.3,92, 9:20:04.007,20:04.0,1.72399E+12,-121.6525337,37.7217008,246.03607214428857
-17.1,-100.6,92, 9:20:05.373,20:05.4,1.72399E+12,-121.6520255,37.72186260481444,243.31795386158475
-15.9,-105.8,92, 9:20:06.359,20:06.4,1.72399E+12,-121.6516531,37.721981977911646,241.3393574297189
-19.3,-105.4,92, 9:20:06.999,20:07.0,1.72399E+12,-121.6514083,37.72205780120482,240.05421686746988
-19.3,-105.4,92, 9:20:07.875,20:07.9,1.72399E+12,-121.651074,37.72216447452548,238.3036963036963
-6.2,-93.3,369, 9:20:08.580,20:08.6,1.72399E+12,-121.6508092,37.72225047,237.447
-4.9,-93.7,369, 9:20:10.626,20:10.6,1.72399E+12,-121.650032,37.72250012723658,233.80119284294236
-8.8,-92.9,369, 9:20:11.682,20:11.7,1.72399E+12,-121.6496292,37.722629641566265,231.68875502008032
-11.8,-92.6,369, 9:20:12.998,20:13.0,1.72399E+12,-121.649128,37.72279046906188,229.05788423153692
-6.8,-95.8,369, 9:20:14.575,20:14.6,1.72399E+12,-121.6485259,37.72298651497006,226.45109780439122
-7.2,-94.6,369, 9:20:15.328,20:15.3,1.72399E+12,-121.6482395,37.72307948,225.4003984063745
-11.4,-92.6,369, 9:20:16.750,20:16.7,1.72399E+12,-121.6476945,37.72325878723404,222.54305977710234
-6.9,-87.6,369, 9:20:17.370,20:17.4,1.72399E+12,-121.6474571,37.72333718,221.64940239043824
-7.1,-86.6,369, 9:20:17.873,20:17.9,1.72399E+12,-121.6472657,37.72340030079681,221.1484064
-8.1,-87.1,369, 9:20:19.207,20:19.2,1.72399E+12,-121.6467592,37.72356769014085,218.63983903420524
-8.8,-89.5,369, 9:20:19.847,20:19.8,1.72399E+12,-121.6465133,37.72364881690141,217.35211267605635
-7.6,-101,369, 9:20:20.411,20:20.4,1.72399E+12,-121.6462987,37.72372126838967,216.22664015904573
-7,-89.3,369, 9:20:20.938,20:20.9,1.72399E+12,-121.6460991,37.723789369781315,215.17892644135188
-7.6,-86.4,369, 9:20:21.607,20:21.6,1.72399E+12,-121.645844,37.723873881118884,214.42157842157843
-8,-87.9,369, 9:20:22.410,20:22.4,1.72399E+12,-121.6455406,37.7239761,213.23876123876124
-10.3,-93.7,369, 9:20:22.940,20:22.9,1.72399E+12,-121.6453426,37.7240444,212.17982017982018
-10.1,-93.8,369, 9:20:23.445,20:23.4,1.72399E+12,-121.6451504,37.724108447342026,211.16750250752256
-6.4,-92.1,369, 9:20:24.180,20:24.2,1.72399E+12,-121.6448696,37.72420131663326,209.6933867735471
-7.4,-97.1,369, 9:20:24.926,20:24.9,1.72399E+12,-121.6445848,37.724295501002004,208.19839679358716
-6.5,-95.3,369, 9:20:27.410,20:27.4,1.72399E+12,-121.6436468,37.72460612987013,204.22877122877122
-7.6,-91.2,369, 9:20:28.682,20:28.7,1.72399E+12,-121.6431729,37.724768452191235,202.34561752988049
-7.4,-93.8,369, 9:20:29.676,20:29.7,1.72399E+12,-121.6428008,37.724893281407034,201.3497487437186
-7.3,-95.7,369, 9:20:31.179,20:31.2,1.72399E+12,-121.6422402,37.72508119619619,199
-9.4,-90.8,369, 9:20:32.409,20:32.4,1.72399E+12,-121.6417793,37.725231546184745,198.61847389558233
-9.8,-92.4,369, 9:20:32.925,20:32.9,1.72399E+12,-121.6415856,37.725294751004014,198.1004016064257
-7.5,-94.4,369, 9:20:35.175,20:35.2,1.72399E+12,-121.6407653,37.725561216243655,197.85888324873096
-6.8,-90.6,369, 9:20:35.681,20:35.7,1.72399E+12,-121.6405809,37.72562388832487,197.3451776649746
-9.9,-88.5,369, 9:20:36.409,20:36.4,1.72399E+12,-121.6403191,37.72570992,197
-6.6,-89.8,369, 9:20:38.275,20:38.3,1.72399E+12,-121.639653,37.72592727108434,196
-7,-78,369, 9:20:38.860,20:38.9,1.72399E+12,-121.6394468,37.72599422891567,196
-9.2,-78.6,369, 9:20:39.407,20:39.4,1.72399E+12,-121.639251,37.72605722188755,196
-7.3,-79,369, 9:20:40.007,20:40.0,1.72399E+12,-121.6390347,37.72612649899599,196
-9.4,-89.3,369, 9:20:40.563,20:40.6,1.72399E+12,-121.6388415,37.72618725595238,196
-6,-87.1,369, 9:20:41.215,20:41.2,1.72399E+12,-121.638614,37.72625886130653,195.81206030150753
-9.1,-78.2,369, 9:20:41.963,20:42.0,1.72399E+12,-121.6383502,37.726342306532665,195.0603015075377
-6.9,-85.2,369, 9:20:42.504,20:42.5,1.72399E+12,-121.6381607,37.72640366999003,195
-6.9,-86.4,369, 9:20:43.343,20:43.3,1.72399E+12,-121.6378671,37.72649934596212,195
-10.3,-80.5,369, 9:20:43.962,20:44.0,1.72399E+12,-121.6376504,37.726570318045866,195
-10.1,-84.7,369, 9:20:44.653,20:44.7,1.72399E+12,-121.6374058,37.726652375757574,194.36969696969697
-7.3,-82.5,369, 9:20:45.206,20:45.2,1.72399E+12,-121.6372117,37.726718813999994,194
-9.8,-86.3,369, 9:20:45.997,20:46.0,1.72399E+12,-121.6369396,37.72681532,194
-7.3,-81.5,369, 9:20:46.542,20:46.5,1.72399E+12,-121.6367535,37.726887733333335,194
-6.8,-79.2,369, 9:20:47.148,20:47.1,1.72399E+12,-121.6365487,37.72697069841269,193.87698412698413
-9.3,-81,369, 9:20:47.867,20:47.9,1.72399E+12,-121.6363147,37.727079119047616,193.16369047619048
-9.2,-84.1,369, 9:20:48.396,20:48.4,1.72399E+12,-121.636143,37.72716448,192.63120567375887
-11.1,-81.4,369, 9:20:49.144,20:49.1,1.72399E+12,-121.635903,37.72728984707051,191.87586891757695
-8.9,-80.6,369, 9:20:49.798,20:49.8,1.72399E+12,-121.6357043,37.72740415094339,191.22641509433961
-6.1,-83,369, 9:20:50.412,20:50.4,1.72399E+12,-121.6355235,37.72751435657371,190.61553784860558
-4.9,-83.3,369, 9:20:51.002,20:51.0,1.72399E+12,-121.6353531,37.72762189641434,190.02788844621514
-4.9,-83.3,369, 9:20:51.608,20:51.6,1.72399E+12,-121.6351855,37.72774225075529,189.41792547834845
-5.4,-81.2,369, 9:20:52.353,20:52.4,1.72399E+12,-121.634988,37.72789284431138,188.34131736526948
-8.1,-77.4,369, 9:20:52.935,20:52.9,1.72399E+12,-121.6348416,37.72801249700599,187.17964071856287
-6.7,-79.4,369, 9:20:53.976,20:54.0,1.72399E+12,-121.6345872,37.72823431068931,186.04995004995004
-8.6,-77.9,369, 9:20:54.675,20:54.7,1.72399E+12,-121.6344314,37.72838857257257,184.7007007007007
-7.3,-76.4,369, 9:20:56.227,20:56.2,1.72399E+12,-121.6341011,37.728738432969216,182.59285004965244
-6.4,-72.7,369, 9:20:56.979,20:57.0,1.72399E+12,-121.6339585,37.728912430983115,181.09930486593842
-10.1,-72.4,369, 9:20:59.231,20:59.2,1.72399E+12,-121.6335459,37.72944025832493,178.59434914228052
-6.6,-79.8,369, 9:20:59.976,21:00.0,1.72399E+12,-121.6334083,37.72961541977801,177.09081735620586
-7.4,-90.9,369, 9:21:01.978,21:02.0,1.72399E+12,-121.633022,37.73008183333333,174.11111111111111
-3.9,-66.9,369, 9:21:02.980,21:03.0,1.72399E+12,-121.6328228,37.730319377889444,172.09849246231155
-7.4,-71.9,369, 9:21:04.429,21:04.4,1.72399E+12,-121.6325077,37.73066087083754,170.20282542885974
-10,-74.3,369, 9:21:05.231,21:05.2,1.72399E+12,-121.6323214,37.73084711940299,168.59004975124378
-6.1,-77.2,369, 9:21:05.977,21:06.0,1.72399E+12,-121.6321455,37.731014134328355,167.10547263681593
-7.3,-73.1,369, 9:21:08.226,21:08.2,1.72399E+12,-121.6315858,37.73150612765958,164.79939209726444
