"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","chu","TimeFrame","GeoVintage","Source","Location"
"Census Tract","35001001201","NM","35001001201","=""35001001201""","1983","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001001202","NM","35001001202","=""35001001202""","1325","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001001300","NM","35001001300","=""35001001300""","1529","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001001400","NM","35001001400","=""35001001400""","970","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001001500","NM","35001001500","=""35001001500""","1648","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001001701","NM","35001001701","=""35001001701""","1189","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001001702","NM","35001001702","=""35001001702""","1914","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001001800","NM","35001001800","=""35001001800""","562","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002000","NM","35001002000","=""35001002000""","1381","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002100","NM","35001002100","=""35001002100""","1439","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002200","NM","35001002200","=""35001002200""","2437","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002301","NM","35001002301","=""35001002301""","679","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002302","NM","35001002302","=""35001002302""","1342","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002303","NM","35001002303","=""35001002303""","1040","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002401","NM","35001002401","=""35001002401""","1995","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002403","NM","35001002403","=""35001002403""","1580","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002404","NM","35001002404","=""35001002404""","1203","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002700","NM","35001002700","=""35001002700""","2477","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001002900","NM","35001002900","=""35001002900""","1731","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003001","NM","35001003001","=""35001003001""","2065","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003002","NM","35001003002","=""35001003002""","1917","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003100","NM","35001003100","=""35001003100""","1341","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003201","NM","35001003201","=""35001003201""","1376","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003202","NM","35001003202","=""35001003202""","2463","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003400","NM","35001003400","=""35001003400""","2091","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003501","NM","35001003501","=""35001003501""","2349","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003502","NM","35001003502","=""35001003502""","2156","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003600","NM","35001003600","=""35001003600""","2675","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003707","NM","35001003707","=""35001003707""","2437","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003712","NM","35001003712","=""35001003712""","2392","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003715","NM","35001003715","=""35001003715""","2089","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003717","NM","35001003717","=""35001003717""","2678","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003718","NM","35001003718","=""35001003718""","1191","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003719","NM","35001003719","=""35001003719""","3132","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003722","NM","35001003722","=""35001003722""","2706","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003723","NM","35001003723","=""35001003723""","3802","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003724","NM","35001003724","=""35001003724""","1594","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003725","NM","35001003725","=""35001003725""","2046","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003726","NM","35001003726","=""35001003726""","1045","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003728","NM","35001003728","=""35001003728""","2407","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003729","NM","35001003729","=""35001003729""","828","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003730","NM","35001003730","=""35001003730""","1840","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003731","NM","35001003731","=""35001003731""","1518","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003733","NM","35001003733","=""35001003733""","1662","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003736","NM","35001003736","=""35001003736""","1250","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003737","NM","35001003737","=""35001003737""","1339","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003738","NM","35001003738","=""35001003738""","2539","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003739","NM","35001003739","=""35001003739""","1117","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003740","NM","35001003740","=""35001003740""","3193","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003741","NM","35001003741","=""35001003741""","848","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003742","NM","35001003742","=""35001003742""","2273","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003743","NM","35001003743","=""35001003743""","2401","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003744","NM","35001003744","=""35001003744""","432","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003745","NM","35001003745","=""35001003745""","565","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003746","NM","35001003746","=""35001003746""","2134","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003803","NM","35001003803","=""35001003803""","1629","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003804","NM","35001003804","=""35001003804""","2447","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003805","NM","35001003805","=""35001003805""","1150","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003806","NM","35001003806","=""35001003806""","1597","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001003807","NM","35001003807","=""35001003807""","2378","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004001","NM","35001004001","=""35001004001""","1816","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004300","NM","35001004300","=""35001004300""","2228","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004401","NM","35001004401","=""35001004401""","1064","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004402","NM","35001004402","=""35001004402""","1350","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004501","NM","35001004501","=""35001004501""","1285","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004502","NM","35001004502","=""35001004502""","1226","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004602","NM","35001004602","=""35001004602""","1567","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004603","NM","35001004603","=""35001004603""","1237","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004604","NM","35001004604","=""35001004604""","1606","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004712","NM","35001004712","=""35001004712""","2221","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004713","NM","35001004713","=""35001004713""","2136","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004715","NM","35001004715","=""35001004715""","1529","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004716","NM","35001004716","=""35001004716""","1292","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004720","NM","35001004720","=""35001004720""","1786","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004722","NM","35001004722","=""35001004722""","2577","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004723","NM","35001004723","=""35001004723""","2669","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004724","NM","35001004724","=""35001004724""","1243","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004725","NM","35001004725","=""35001004725""","1550","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004726","NM","35001004726","=""35001004726""","1111","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004727","NM","35001004727","=""35001004727""","745","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004728","NM","35001004728","=""35001004728""","2108","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004729","NM","35001004729","=""35001004729""","2037","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004733","NM","35001004733","=""35001004733""","2322","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004734","NM","35001004734","=""35001004734""","2196","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004735","NM","35001004735","=""35001004735""","563","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004736","NM","35001004736","=""35001004736""","480","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004737","NM","35001004737","=""35001004737""","2942","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004738","NM","35001004738","=""35001004738""","2404","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004739","NM","35001004739","=""35001004739""","2210","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004742","NM","35001004742","=""35001004742""","3028","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004743","NM","35001004743","=""35001004743""","1447","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004744","NM","35001004744","=""35001004744""","2710","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004745","NM","35001004745","=""35001004745""","2340","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004747","NM","35001004747","=""35001004747""","2040","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004749","NM","35001004749","=""35001004749""","2094","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004750","NM","35001004750","=""35001004750""","2579","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004752","NM","35001004752","=""35001004752""","1607","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004753","NM","35001004753","=""35001004753""","1657","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004754","NM","35001004754","=""35001004754""","1755","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004755","NM","35001004755","=""35001004755""","1461","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004756","NM","35001004756","=""35001004756""","1596","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004757","NM","35001004757","=""35001004757""","1985","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004758","NM","35001004758","=""35001004758""","1381","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004759","NM","35001004759","=""35001004759""","1250","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004760","NM","35001004760","=""35001004760""","1729","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004761","NM","35001004761","=""35001004761""","838","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004762","NM","35001004762","=""35001004762""","1822","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004763","NM","35001004763","=""35001004763""","2003","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004764","NM","35001004764","=""35001004764""","1601","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004800","NM","35001004800","=""35001004800""","2040","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001004900","NM","35001004900","=""35001004900""","2652","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001940500","NM","35001940500","=""35001940500""","1397","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001940601","NM","35001940601","=""35001940601""","3663","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001940602","NM","35001940602","=""35001940602""","623","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001940700","NM","35001940700","=""35001940700""","1209","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001940800","NM","35001940800","=""35001940800""","0","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001980000","NM","35001980000","=""35001980000""","1488","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001980300","NM","35001980300","=""35001980300""","0","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001980500","NM","35001980500","=""35001980500""","0","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35001980600","NM","35001980600","=""35001980600""","8","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35003976401","NM","35003976401","=""35003976401""","1475","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35003976402","NM","35003976402","=""35003976402""","1858","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005000201","NM","35005000201","=""35005000201""","1436","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005000202","NM","35005000202","=""35005000202""","1552","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005000301","NM","35005000301","=""35005000301""","1571","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005000302","NM","35005000302","=""35005000302""","1207","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005000400","NM","35005000400","=""35005000400""","2163","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005000500","NM","35005000500","=""35005000500""","918","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005000600","NM","35005000600","=""35005000600""","1778","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005000700","NM","35005000700","=""35005000700""","2061","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005000800","NM","35005000800","=""35005000800""","2673","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005000900","NM","35005000900","=""35005000900""","1349","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005001001","NM","35005001001","=""35005001001""","2003","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005001002","NM","35005001002","=""35005001002""","2059","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005001101","NM","35005001101","=""35005001101""","1643","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005001102","NM","35005001102","=""35005001102""","1678","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005001200","NM","35005001200","=""35005001200""","646","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005001300","NM","35005001300","=""35005001300""","1048","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35005001400","NM","35005001400","=""35005001400""","1009","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35006941500","NM","35006941500","=""35006941500""","1189","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35006945800","NM","35006945800","=""35006945800""","1097","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35006946100","NM","35006946100","=""35006946100""","1290","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35006974201","NM","35006974201","=""35006974201""","1850","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35006974202","NM","35006974202","=""35006974202""","1156","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35006974401","NM","35006974401","=""35006974401""","421","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35006974402","NM","35006974402","=""35006974402""","1237","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35006974701","NM","35006974701","=""35006974701""","2220","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35006974702","NM","35006974702","=""35006974702""","711","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35007950500","NM","35007950500","=""35007950500""","2103","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35007950600","NM","35007950600","=""35007950600""","1737","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35007950700","NM","35007950700","=""35007950700""","5738","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000100","NM","35009000100","=""35009000100""","2086","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000201","NM","35009000201","=""35009000201""","1628","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000202","NM","35009000202","=""35009000202""","1890","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000303","NM","35009000303","=""35009000303""","1736","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000305","NM","35009000305","=""35009000305""","950","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000306","NM","35009000306","=""35009000306""","1877","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000307","NM","35009000307","=""35009000307""","1666","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000308","NM","35009000308","=""35009000308""","1299","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000400","NM","35009000400","=""35009000400""","2020","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000500","NM","35009000500","=""35009000500""","860","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000601","NM","35009000601","=""35009000601""","573","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000602","NM","35009000602","=""35009000602""","2236","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000603","NM","35009000603","=""35009000603""","1615","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35009000900","NM","35009000900","=""35009000900""","830","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35011960100","NM","35011960100","=""35011960100""","1165","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000102","NM","35013000102","=""35013000102""","1792","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000103","NM","35013000103","=""35013000103""","1715","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000104","NM","35013000104","=""35013000104""","2147","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000203","NM","35013000203","=""35013000203""","1099","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000204","NM","35013000204","=""35013000204""","1665","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000205","NM","35013000205","=""35013000205""","1032","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000206","NM","35013000206","=""35013000206""","1061","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000300","NM","35013000300","=""35013000300""","1869","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000401","NM","35013000401","=""35013000401""","1421","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000402","NM","35013000402","=""35013000402""","2168","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000500","NM","35013000500","=""35013000500""","1143","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000600","NM","35013000600","=""35013000600""","1303","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000700","NM","35013000700","=""35013000700""","2312","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000800","NM","35013000800","=""35013000800""","2275","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000901","NM","35013000901","=""35013000901""","1351","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013000902","NM","35013000902","=""35013000902""","2909","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001000","NM","35013001000","=""35013001000""","565","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001102","NM","35013001102","=""35013001102""","1277","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001103","NM","35013001103","=""35013001103""","2028","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001105","NM","35013001105","=""35013001105""","987","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001106","NM","35013001106","=""35013001106""","1197","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001203","NM","35013001203","=""35013001203""","2308","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001204","NM","35013001204","=""35013001204""","1783","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001205","NM","35013001205","=""35013001205""","2694","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001206","NM","35013001206","=""35013001206""","1984","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001207","NM","35013001207","=""35013001207""","1354","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001208","NM","35013001208","=""35013001208""","2526","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001209","NM","35013001209","=""35013001209""","1221","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001210","NM","35013001210","=""35013001210""","1290","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001308","NM","35013001308","=""35013001308""","2593","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001309","NM","35013001309","=""35013001309""","1113","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001310","NM","35013001310","=""35013001310""","2416","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001311","NM","35013001311","=""35013001311""","2232","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001312","NM","35013001312","=""35013001312""","593","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001313","NM","35013001313","=""35013001313""","999","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001314","NM","35013001314","=""35013001314""","874","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001315","NM","35013001315","=""35013001315""","1270","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001316","NM","35013001316","=""35013001316""","1845","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001317","NM","35013001317","=""35013001317""","1742","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001318","NM","35013001318","=""35013001318""","1249","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001401","NM","35013001401","=""35013001401""","908","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001402","NM","35013001402","=""35013001402""","834","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001501","NM","35013001501","=""35013001501""","1518","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001502","NM","35013001502","=""35013001502""","982","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001600","NM","35013001600","=""35013001600""","1126","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001701","NM","35013001701","=""35013001701""","4372","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001702","NM","35013001702","=""35013001702""","590","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001703","NM","35013001703","=""35013001703""","1050","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001705","NM","35013001705","=""35013001705""","987","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001706","NM","35013001706","=""35013001706""","1317","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001707","NM","35013001707","=""35013001707""","1838","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001805","NM","35013001805","=""35013001805""","1403","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001807","NM","35013001807","=""35013001807""","661","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001808","NM","35013001808","=""35013001808""","1113","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001809","NM","35013001809","=""35013001809""","602","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001810","NM","35013001810","=""35013001810""","2083","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001811","NM","35013001811","=""35013001811""","665","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001812","NM","35013001812","=""35013001812""","1415","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001813","NM","35013001813","=""35013001813""","903","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001814","NM","35013001814","=""35013001814""","1172","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35013001900","NM","35013001900","=""35013001900""","461","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015000100","NM","35015000100","=""35015000100""","763","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015000200","NM","35015000200","=""35015000200""","3219","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015000300","NM","35015000300","=""35015000300""","2572","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015000401","NM","35015000401","=""35015000401""","1570","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015000402","NM","35015000402","=""35015000402""","2273","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015000500","NM","35015000500","=""35015000500""","1670","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015000600","NM","35015000600","=""35015000600""","3219","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015000700","NM","35015000700","=""35015000700""","2366","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015000800","NM","35015000800","=""35015000800""","867","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015000900","NM","35015000900","=""35015000900""","2226","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015001001","NM","35015001001","=""35015001001""","1329","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015001002","NM","35015001002","=""35015001002""","1370","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35015001100","NM","35015001100","=""35015001100""","3189","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35017964100","NM","35017964100","=""35017964100""","1504","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35017964200","NM","35017964200","=""35017964200""","1078","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35017964300","NM","35017964300","=""35017964300""","2981","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35017964401","NM","35017964401","=""35017964401""","1103","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35017964402","NM","35017964402","=""35017964402""","1480","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35017964500","NM","35017964500","=""35017964500""","1259","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35017964600","NM","35017964600","=""35017964600""","1560","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35017964701","NM","35017964701","=""35017964701""","1589","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35017964702","NM","35017964702","=""35017964702""","1223","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35017964800","NM","35017964800","=""35017964800""","887","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35019961600","NM","35019961600","=""35019961600""","2156","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35021000100","NM","35021000100","=""35021000100""","489","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35023970000","NM","35023970000","=""35023970000""","1109","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35023970200","NM","35023970200","=""35023970200""","1110","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000100","NM","35025000100","=""35025000100""","1424","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000200","NM","35025000200","=""35025000200""","1485","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000300","NM","35025000300","=""35025000300""","1705","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000400","NM","35025000400","=""35025000400""","1369","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000502","NM","35025000502","=""35025000502""","3392","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000503","NM","35025000503","=""35025000503""","1873","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000504","NM","35025000504","=""35025000504""","1746","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000600","NM","35025000600","=""35025000600""","2451","2019-2023","2022","Census","New Mexico (State)"
"Census Tract","35025000701","NM","35025000701","=""35025000701""","645","2019-2023","2022","Census","New Mexico (State)"
