index,population_density,rucc,longitude,latitude,elevation,altitude,phone_abs_time,num_seen_cells,rsrp,rsrq,rssi,physiographic_region_provcode,physiographic_region_fencode,cell_tower_distance,distance_to_next_point_meters
0,,,,,,,1724190435855,5,-114,-16,-85,,,,
2,0.77,3,-113.859312,36.9206963,595.337097167969,559.132279640429,1724190436857,5,-117,-16,-85,22,22a,,8.30110084961426
4,0.77,3,-113.859230200633,36.920732307364,595.337097167969,559.278937228206,1724190437862,5,-117,-16,-85,22,22a,,8.30110084961426
6,0.77,3,-113.859312,36.9206963,595.337097167969,559.132279640429,1724190438863,5,-117,-16,-85,22,22a,,24.8454749673008
8,0.77,3,-113.859067171645,36.9208040712945,594.136535644531,559.571230908124,1724190439865,5,-117,-16,-85,22,22a,,24.8454749673008
9,0.77,3,-113.859312,36.9206963,595.337097167969,559.132279640429,1724190439865,5,-117,-16,-85,22,22a,,24.9195465217548
10,0.77,3,-113.859066441741,36.9208043925921,595.337097167969,559.572539549651,1724190440872,5,-117,-16,-85,22,22a,,24.6968028742708
12,0.77,3,-113.858823078143,36.9209115191134,591.500549316406,560.008864663259,1724190441870,5,-117,-16,-83,22,22a,,49.6163493959637
13,0.77,3,-113.859312,36.9206963,595.337097167969,559.132279640429,1724190441870,5,-117,-16,-83,22,22a,,99.3817381894462
14,0.77,3,-113.858332686582,36.9211273851779,586.215393066406,560.888084711208,1724190442871,5,-117,-16,-83,22,22a,,100.285685019165
16,0.77,3,-113.857344461312,36.9215623932746,586.00537109375,562.659867785664,1724190443869,5,-117,-16,-87,22,22a,,100.988647973657
18,0.77,3,-113.856349304603,36.9220004525302,598.627624511719,564.444078196314,1724190444874,5,-117,-16,-87,22,22a,,7.13450456064695
20,0.77,3,-113.856279,36.9220314,598.620849609375,564.570126891992,1724190445877,5,-114,-15,-85,22,22a,,3.90036272811453
22,0.77,3,-113.856235361078,36.9220350412436,598.620849609375,564.576084621872,1724190446874,5,-114,-15,-85,22,22a,,3.90036272811453
24,0.77,3,-113.856279,36.9220314,598.620849609375,564.570126891992,1724190447880,5,-110,-14,-79,22,22a,,11.7480328132374
26,0.77,3,-113.85614755799,36.9220423675573,599.574340820313,564.588071789516,1724190448880,5,-110,-14,-79,22,22a,,11.7480328132374
27,0.77,3,-113.856279,36.9220314,598.620849609375,564.570126891992,1724190448880,5,-110,-14,-79,22,22a,,13.6868056064244
28,0.77,3,-113.85612586617,36.9220441775287,599.714416503906,564.591033228468,1724190449879,2,-113,-15,-85,22,22a,,13.6868056064244
29,0.77,3,-113.856279,36.9220314,598.620849609375,564.570126891992,1724190449879,2,-113,-15,-85,22,22a,,10.3507018578718
30,0.77,3,-113.856163191927,36.9220410630573,598.620849609375,564.585937392825,1724190450887,2,-113,-15,-85,22,22a,,10.3507018578718
32,0.77,3,-113.856279,36.9220314,598.620849609375,564.570126891992,1724190451889,4,-117,-14,-87,22,22a,,20.5678497625735
34,0.77,3,-113.856048878098,36.9220506014345,598.620849609375,564.601543894468,1724190452889,4,-117,-14,-87,22,22a,,20.6501160059761
36,0.77,3,-113.855817835709,36.9220698796747,601.548889160156,564.633086564954,1724190453893,5,-116,-14,-85,22,22a,,41.2179657685189
37,0.77,3,-113.856279,36.9220314,598.620849609375,564.570126891992,1724190453893,5,-116,-14,-85,22,22a,,82.4359109591278
38,0.77,3,-113.855356671418,36.9221083593494,603.112182617187,564.696046237915,1724190454897,5,-116,-14,-85,22,22a,,83.4320315173921
40,0.77,3,-113.854423196871,36.9221862487211,603.932861328125,564.823487267777,1724190455902,5,-112,-13,-85,22,22a,,83.1828967477091
42,0.77,3,-113.853492508815,36.9222639055873,601.8720703125,564.950547876654,1724190456904,5,-112,-13,-85,22,22a,,82.9337627267696
44,0.77,3,-113.852564607251,36.9223413299478,596.440368652344,565.077228064546,1724190457903,6,-110,-14,-83,22,22a,,2.32446862443572
46,0.77,3,-113.8525386,36.9223435,596.408996582031,565.080778660403,1724190458906,6,-110,-14,-83,22,22a,,4.27641136815865
48,0.77,3,-113.852520926828,36.9223077306397,596.408996582031,565.044789043543,1724190459904,6,-110,-14,-83,22,22a,,4.27641136815865
50,0.77,3,-113.8525386,36.9223435,596.408996582031,565.080778660403,1724190460907,5,-112,-13,-83,22,22a,,8.56354829162874
52,0.77,3,-113.852503209331,36.9222718715695,596.408996582031,565.008709164363,1724190461907,5,-112,-13,-83,22,22a,,8.59780357624465
54,0.77,3,-113.852467677099,36.9221999566252,596.687561035156,564.936351390338,1724190462911,5,-114,-13,-89,22,22a,,17.1613518678724
55,0.77,3,-113.8525386,36.9223435,596.408996582031,565.080778660403,1724190462911,5,-114,-13,-89,22,22a,,11.9946537521652
56,0.77,3,-113.852489029565,36.922243172639,596.408996582031,564.979833514808,1724190463914,5,-114,-13,-89,22,22a,,11.9826971008971
58,0.77,3,-113.852439508553,36.9221429453052,596.855895996094,564.878989012428,1724190464916,5,-112,-12,-89,22,22a,,23.9773508530595
59,0.77,3,-113.8525386,36.9223435,596.408996582031,565.080778660403,1724190464916,5,-112,-12,-89,22,22a,,30.1092487595765
60,0.77,3,-113.8524141672,36.9220916560429,596.408996582031,564.827383926785,1724190465923,5,-112,-12,-89,22,22a,,30.1092487595765
62,0.77,3,-113.8525386,36.9223435,596.408996582031,565.080778660403,1724190466924,5,-115,-13,-85,22,22a,,60.1587110017118
64,0.77,3,-113.852289981536,36.9218403122724,596.408996582031,564.574492459767,1724190467930,5,-115,-13,-85,22,22a,,59.9195646182457
66,0.77,3,-113.852042351614,36.9213391252912,602.403015136719,564.070219325536,1724190468932,5,-116,-13,-89,22,22a,,121.905242602491
68,0.77,3,-113.85153855381,36.9203194710483,604.143432617188,563.044286369956,1724190469933,5,-116,-13,-89,22,22a,,122.514381565381
70,0.77,3,-113.851032239534,36.9192947236273,604.542785644531,562.013228874138,1724190470939,5,-115,-14,-85,22,22a,,1.46140549510002
72,0.77,3,-113.8510262,36.9192825,604.563110351563,562.000929977568,1724190471934,5,-115,-14,-85,22,22a,,5.5269260570242
74,0.77,3,-113.850979257913,36.9192499098753,604.563110351563,562.177310403531,1724190472935,5,-117,-14,-87,22,22a,,5.5269260570242
76,0.77,3,-113.8510262,36.9192825,604.563110351563,562.000929977568,1724190473937,5,-117,-14,-87,22,22a,,16.6083892535573
78,0.77,3,-113.850885139263,36.919184566838,602.986022949219,562.530952276566,1724190474942,5,-116,-15,-89,22,22a,,16.6083892535573
79,0.77,3,-113.8510262,36.9192825,604.563110351563,562.000929977568,1724190474942,5,-116,-15,-89,22,22a,,19.3103522383963
80,0.77,3,-113.850862190576,36.919168634428,604.563110351563,562.61717978491,1724190475943,5,-116,-15,-89,22,22a,,19.3103522383963
82,0.77,3,-113.8510262,36.9192825,604.563110351563,562.000929977568,1724190476943,4,-114,-14,-79,22,22a,,29.0161609547859
84,0.77,3,-113.850779755877,36.9191114031181,604.563110351563,562.926920324781,1724190477946,4,-114,-14,-79,22,22a,,29.0161609547859
86,0.77,3,-113.8510262,36.9192825,604.563110351563,562.000929977568,1724190478949,4,-114,-13,-87,22,22a,,58.0180462671929
88,0.77,3,-113.850533433316,36.9189403906328,604.563110351563,563.852453910984,1724190479950,4,-114,-13,-87,22,22a,,57.8443137291261
90,0.77,3,-113.850042143455,36.9185993065683,599.08203125,565.698428821623,1724190480948,4,-119,-15,-87,22,22a,,118.104705124928
92,0.77,3,-113.84903904712,36.9179028945264,605.851684570313,569.467467867344,1724190481949,4,-119,-15,-87,22,22a,,13.9224732874111
94,0.77,3,-113.8489208,36.9178208,607.209167480469,569.911770172434,1724190482954,2,-119,-15,-87,22,22a,,6.06537215325299
96,0.77,3,-113.848860339591,36.9177955247683,607.209167480469,569.766966012644,1724190483953,2,-119,-15,-87,22,22a,,6.06537215325299
98,0.77,3,-113.8489208,36.9178208,607.209167480469,569.911770172434,1724190484963,2,-119,-15,-87,22,22a,,18.2689785648049
100,0.77,3,-113.848738692522,36.9177446706985,608.335998535156,569.475618303758,1724190485963,1,-118,-16,-87,22,22a,,18.2689785648049
101,0.77,3,-113.8489208,36.9178208,607.209167480469,569.911770172434,1724190485963,1,-118,-16,-87,22,22a,,21.3909346491354
102,0.77,3,-113.848707572485,36.9177316610917,608.547058105469,569.401085053306,1724190486967,1,-118,-16,-87,22,22a,,21.3909346491354
103,0.77,3,-113.8489208,36.9178208,607.209167480469,569.911770172434,1724190486967,1,-118,-16,-87,22,22a,,25.650378977935
104,0.77,3,-113.848665113834,36.9177139114228,608.638549804688,569.299395544509,1724190487970,1,-119,-15,-91,22,22a,,25.650378977935
105,0.77,3,-113.8489208,36.9178208,607.209167480469,569.911770172434,1724190487970,1,-119,-15,-91,22,22a,,32.1317205521161
106,0.77,3,-113.848600507061,36.9176869028198,608.533935546875,569.144660739113,1724190488975,1,-119,-15,-91,22,22a,,32.1317205521161
107,0.77,3,-113.8489208,36.9178208,607.209167480469,569.911770172434,1724190488975,1,-119,-15,-91,22,22a,,42.7108508819958
108,0.77,3,-113.848495053086,36.9176428182082,609.170349121094,568.892095887434,1724190489976,1,-119,-15,-91,22,22a,,42.7108508819958
109,0.77,3,-113.8489208,36.9178208,607.209167480469,569.911770172434,1724190489976,1,-119,-15,-91,22,22a,,64.0556439366624
110,0.77,3,-113.848282285906,36.9175538717411,609.871826171875,568.3825132817,1724190490977,1,-119,-15,-91,22,22a,,64.0556439366624
111,0.77,3,-113.8489208,36.9178208,607.209167480469,569.911770172434,1724190490977,1,-119,-15,-91,22,22a,,128.175455855276
112,0.77,3,-113.847643133936,36.9172866768206,615.292358398438,566.851728661805,1724190491979,1,-121,-16,-91,22,22a,,130.392845289084
114,0.77,3,-113.846343371918,36.9167433165159,605.459411621094,563.738766799517,1724190492979,1,-121,-16,-91,22,22a,,15.3864038665771
116,0.77,3,-113.84619,36.9166792,604.592346191406,563.371437299767,1724190493981,2,-122,-16,-91,22,22a,,2.61648235174517
118,0.77,3,-113.846164107754,36.916690387181,604.273559570312,563.400109432456,1724190494985,2,-122,-16,-91,22,22a,,2.61648235174517
119,0.77,3,-113.84619,36.9166792,604.592346191406,563.371437299767,1724190494985,2,-122,-16,-91,22,22a,,2.94415456241474
120,0.77,3,-113.846160865168,36.916691788195,604.235046386719,563.403700154824,1724190495989,1,-121,-16,-89,22,22a,,2.94415456241474
121,0.77,3,-113.84619,36.9166792,604.592346191406,563.371437299767,1724190495989,1,-121,-16,-89,22,22a,,3.36564764235328
122,0.77,3,-113.846156694147,36.916693590355,604.185485839844,563.408318992194,1724190496993,1,-121,-16,-89,22,22a,,3.36564764235328
123,0.77,3,-113.84619,36.9166792,604.592346191406,563.371437299767,1724190496993,1,-121,-16,-89,22,22a,,3.91233976224458
124,0.77,3,-113.846151284178,36.9166959278232,604.121154785156,563.414309795305,1724190497993,1,-122,-16,-91,22,22a,,3.91233976224458
125,0.77,3,-113.84619,36.9166792,604.592346191406,563.371437299767,1724190497993,1,-122,-16,-91,22,22a,,4.70748192810757
126,0.77,3,-113.846143415591,36.9166993275788,604.027587890625,563.423023182811,1724190498996,1,-122,-16,-91,22,22a,,4.70748192810757
127,0.77,3,-113.84619,36.9166792,604.592346191406,563.371437299767,1724190498996,1,-122,-16,-91,22,22a,,5.87437790245602
128,0.77,3,-113.846131868193,36.9167043168265,603.89013671875,563.435810351818,1724190499997,1,-120,-15,-91,22,22a,,5.87437790245602
129,0.77,3,-113.84619,36.9166792,604.592346191406,563.371437299767,1724190499997,1,-120,-15,-91,22,22a,,7.87031717001244
130,0.77,3,-113.846112116726,36.9167128507802,603.654724121094,563.457682408134,1724190501003,1,-120,-15,-91,22,22a,,7.87031717001244
131,0.77,3,-113.84619,36.9166792,604.592346191406,563.371437299767,1724190501003,1,-120,-15,-91,22,22a,,11.7369820651724
132,0.77,3,-113.846073852881,36.916729383319,603.204223632813,563.500054400336,1724190502001,1,-124,-16,-93,22,22a,,11.7369820651724
133,0.77,3,-113.84619,36.9166792,604.592346191406,563.371437299767,1724190502001,1,-124,-16,-93,22,22a,,23.5092396366841
134,0.77,3,-113.845957356623,36.9167797174895,601.915344238281,563.629058125456,1724190503002,1,-124,-16,-93,22,22a,,14464.446634506
136,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191094880,2,-128,-17,-91,22,22a,,31.9660249979588
139,0.77,3,-113.699330531664,36.9738074870838,798.240051269531,746.505700536054,1724191095880,2,-128,-17,-91,22,22a,,31.9660249979588
140,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191095880,2,-128,-17,-91,22,22a,,35.1879021291952
141,0.77,3,-113.69929448204,36.9738043108766,798.413635253906,746.561097197432,1724191096881,3,-131,-18,-103,22,22a,,35.1879021291952
142,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191096881,3,-131,-18,-103,22,22a,,0
143,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191096881,3,-127,-19,-99,22,22a,,0
144,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191096881,3,-129,-18,-91,22,22a,,39.1276270639825
147,0.77,3,-113.69925040041,36.9738004269971,798.658142089844,746.628836465356,1724191097883,3,-129,-18,-91,22,22a,,39.1276270639825
148,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191097883,3,-127,-19,-99,22,22a,,0
149,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191097883,3,-131,-18,-103,22,22a,,0
150,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191097883,3,-129,-18,-91,22,22a,,44.1869647267199
153,0.77,3,-113.699193791423,36.9737954393757,799.000244140625,746.715826246449,1724191098889,1,-128,-20,-89,22,22a,,44.1869647267199
154,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191098889,1,-128,-20,-89,22,22a,,50.2160727608277
155,0.77,3,-113.69912633167,36.9737894957308,799.41162109375,746.819490161757,1724191099889,1,-128,-20,-89,22,22a,,50.2160727608277
156,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191099889,1,-128,-20,-89,22,22a,,29.2211330163328
157,0.77,3,-113.699361244296,36.9738101930673,797.298889160156,746.458505111991,1724191100892,3,-126,-19,-87,22,22a,,29.2211330163328
159,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191101892,3,-126,-19,-87,22,22a,,58.7479198951094
161,0.77,3,-113.69903086875,36.9737810848242,797.298889160156,746.966185923589,1724191102901,3,-126,-19,-87,22,22a,,58.04927642426
163,0.77,3,-113.698381355117,36.9737238584315,802.032653808594,747.964279192995,1724191103898,3,-125,-20,-87,22,22a,,116.797196318666
164,0.77,3,-113.6996882,36.973839,797.298889160156,745.956079495475,1724191103898,3,-125,-20,-87,22,22a,,177.622551466698
165,0.77,3,-113.697700780443,36.9736638953583,797.298889160156,749.010103278093,1724191104912,3,-125,-20,-87,22,22a,,174.995393770997
167,0.77,3,-113.695742760584,36.9734913810219,804.95703125,752.018949194104,1724191105911,3,-127,-20,-87,22,22a,,358.69919757949
169,0.77,3,-113.69172929635,36.9731377686131,795.038940429687,758.186351128917,1724191106914,3,-127,-20,-87,22,22a,,357.627957799257
171,0.77,3,-113.687727836496,36.9727852138686,819.518920898438,764.335306198521,1724191107914,3,-122,-17,-85,22,22a,,8.94071991717848
173,0.77,3,-113.6876278,36.9727764,820.6005859375,764.489030075261,1724191108914,3,-122,-17,-85,22,22a,,13.0710535349981
174,0.77,3,-113.687500778193,36.9728357289284,821.198364257813,764.728482647664,1724191109913,3,-124,-20,-85,22,22a,,13.0710535349981
175,0.77,3,-113.6876278,36.9727764,820.6005859375,764.489030075261,1724191109913,3,-124,-20,-85,22,22a,,4.08619448182237
176,0.77,3,-113.687588091211,36.9727949470506,820.6005859375,764.563886289551,1724191110921,3,-124,-20,-85,22,22a,,4.08619448182237
179,0.77,3,-113.6876278,36.9727764,820.6005859375,764.489030075261,1724191111920,3,-125,-20,-87,22,22a,,6.08875077441004
180,0.77,3,-113.687568630783,36.9728040365636,820.6005859375,764.600571719964,1724191112921,3,-125,-20,-87,22,22a,,6.08875077441004
181,0.77,3,-113.6876278,36.9727764,820.6005859375,764.489030075261,1724191113924,3,-127,-20,-87,22,22a,,12.1835886311345
183,0.77,3,-113.687509402396,36.9728317007638,820.6005859375,764.712224905979,1724191114926,3,-127,-20,-87,22,22a,,12.2079005530854
185,0.77,3,-113.68739076847,36.9728871119083,820.827453613281,764.93586523536,1724191115930,3,-124,-20,-85,22,22a,,24.3914891842125
186,0.77,3,-113.6876278,36.9727764,820.6005859375,764.489030075261,1724191115930,3,-124,-20,-85,22,22a,,28.3224178927306
187,0.77,3,-113.687352568481,36.9729049542339,820.6005859375,765.007877167534,1724191116929,3,-124,-20,-85,22,22a,,28.3224178927306
189,0.77,3,-113.6876278,36.9727764,820.6005859375,764.489030075261,1724191117932,3,-126,-20,-87,22,22a,,42.671406150672
191,0.77,3,-113.687213127787,36.9729700837349,820.6005859375,765.27074094996,1724191118936,3,-126,-20,-87,22,22a,,42.671406150672
193,0.77,3,-113.6876278,36.9727764,820.6005859375,764.489030075261,1724191119934,3,-126,-20,-87,22,22a,,85.6183232940816
195,0.77,3,-113.68679577742,36.9731650183736,820.6005859375,766.057500493876,1724191120943,3,-126,-20,-87,22,22a,,84.8543101396085
197,0.77,3,-113.68597117625,36.9735501703791,823.441284179688,767.611980591612,1724191121943,3,-129,-20,-87,22,22a,,173.939717811392
199,0.77,3,-113.684280847031,36.9743396837974,828.419189453125,770.798470284287,1724191122946,3,-129,-20,-87,22,22a,,172.551033400831
201,0.77,3,-113.682604,36.9751229,825.787658691406,773.959544306432,1724191123950,2,-126,-20,-87,22,22a,,16.3559524677836
203,0.77,3,-113.682427572964,36.9751649736987,825.726318359375,773.881021701713,1724191124948,2,-126,-20,-87,22,22a,,16.3559524677836
204,0.77,3,-113.682604,36.9751229,825.787658691406,773.959544306432,1724191124948,2,-126,-20,-87,22,22a,,18.311240042961
205,0.77,3,-113.682406481823,36.9751700034396,825.746887207031,773.871634641114,1724191125954,2,-128,-20,-87,22,22a,,18.311240042961
206,0.77,3,-113.682604,36.9751229,825.787658691406,773.959544306432,1724191125954,2,-128,-20,-87,22,22a,,16.4455496178156
207,0.77,3,-113.682426606504,36.9751652041765,825.787658691406,773.880591558409,1724191126957,2,-128,-20,-87,22,22a,,16.4455496178156
209,0.77,3,-113.682604,36.9751229,825.787658691406,773.959544306432,1724191127958,3,-132,-20,-89,22,22a,,24.5945376955733
211,0.77,3,-113.68233870564,36.9751861664653,825.787658691406,773.841469409089,1724191128958,3,-132,-20,-89,22,22a,,73.980256219312
213,0.77,3,-113.681540700204,36.975376471993,824.859680175781,773.486300117881,1724191131966,1,-127,-16,-93,22,22a,,98.5747939145488
214,0.77,3,-113.682604,36.9751229,825.787658691406,773.959544306432,1724191131966,1,-127,-16,-93,22,22a,,82.0910644697056
215,0.77,3,-113.681718505988,36.9753340694955,825.299987792969,773.565436363506,1724191132967,1,-127,-16,-93,22,22a,,82.0910644697056
216,0.77,3,-113.682604,36.9751229,825.787658691406,773.959544306432,1724191132967,1,-127,-16,-93,22,22a,,164.18191978355
217,0.77,3,-113.680833011976,36.975545238991,823.648315429688,773.171328420581,1724191133968,1,-127,-16,-93,22,22a,,167.178295987332
219,0.77,3,-113.679029693541,36.9759752880245,821.939208984375,772.368723198071,1724191134972,1,-127,-16,-93,22,22a,,21.8130403827989
221,0.77,3,-113.6787944,36.9760314,822.22802734375,772.2640008035,1724191135973,1,-128,-16,-93,22,22a,,18.496148562584
223,0.77,3,-113.678602880486,36.9760966626067,822.663146972656,772.656898009009,1724191136980,1,-128,-16,-93,22,22a,,18.496148562584
224,0.77,3,-113.6787944,36.9760314,822.22802734375,772.2640008035,1724191136980,1,-128,-16,-93,22,22a,,20.6930630535201
225,0.77,3,-113.67858013239,36.9761044142975,822.828063964844,772.703565125238,1724191137981,1,-128,-16,-91,22,22a,,20.6930630535201
226,0.77,3,-113.6787944,36.9760314,822.22802734375,772.2640008035,1724191137981,1,-128,-16,-91,22,22a,,23.6184404268278
227,0.77,3,-113.678549841373,36.9761147363302,823.067626953125,772.765706341974,1724191138981,1,-128,-16,-91,22,22a,,23.6184404268278
228,0.77,3,-113.6787944,36.9760314,822.22802734375,772.2640008035,1724191138981,1,-128,-16,-91,22,22a,,27.704397034047
229,0.77,3,-113.678507533056,36.9761291534047,823.321411132813,772.852500733854,1724191139987,1,-128,-18,-91,22,22a,,27.704397034047
230,0.77,3,-113.6787944,36.9760314,822.22802734375,772.2640008035,1724191139987,1,-128,-18,-91,22,22a,,33.1593428056812
231,0.77,3,-113.678451049435,36.9761484008861,823.38818359375,772.968375383282,1724191140990,1,-128,-18,-91,22,22a,,33.1593428056812
232,0.77,3,-113.6787944,36.9760314,822.22802734375,772.2640008035,1724191140990,1,-128,-18,-91,22,22a,,41.3190206613217
233,0.77,3,-113.678366559454,36.9761771918763,823.424987792969,773.141704340796,1724191141990,2,-125,-17,-89,22,22a,,41.3190206613217
234,0.77,3,-113.6787944,36.9760314,822.22802734375,772.2640008035,1724191141990,2,-125,-17,-89,22,22a,,55.6837714988068
235,0.77,3,-113.678217818524,36.9762278771596,823.9140625,773.446842414999,1724191143002,2,-125,-17,-89,22,22a,,55.6837714988068
236,0.77,3,-113.6787944,36.9760314,822.22802734375,772.2640008035,1724191143002,2,-125,-17,-89,22,22a,,82.7408075067565
237,0.77,3,-113.677937654112,36.9763233465947,822.22802734375,774.021592277558,1724191144001,2,-130,-20,-89,22,22a,,83.1546550838354
239,0.77,3,-113.677076620206,36.9766167543835,827.108032226563,775.787980505741,1724191145005,1,-126,-20,-87,22,22a,,167.568387368038
241,0.77,3,-113.67534150661,36.9772080154712,830.225158691406,779.347520043525,1724191146006,1,-126,-20,-87,22,22a,,23.6034505694255
243,0.77,3,-113.6750971,36.9772913,831.438781738281,779.848913724671,1724191147009,1,-126,-20,-87,22,22a,,10.3331592602069
245,0.77,3,-113.675009320112,36.9773522766681,831.438781738281,780.062811604443,1724191148010,2,-125,-20,-89,22,22a,,10.3228317174487
247,0.77,3,-113.674921627916,36.9774131924204,831.512634277344,780.276495800019,1724191149010,2,-125,-20,-89,22,22a,,20.6559909776511
248,0.77,3,-113.6750971,36.9772913,831.438781738281,779.848913724671,1724191149010,2,-125,-20,-89,22,22a,,13.7872600415851
249,0.77,3,-113.674979977617,36.9773726595554,831.438781738281,780.13431200809,1724191150010,2,-128,-20,-89,22,22a,,13.8424006359163
251,0.77,3,-113.674862386745,36.977454344549,831.548400878906,780.420851884642,1724191151014,2,-128,-20,-89,22,22a,,27.6296606774907
252,0.77,3,-113.6750971,36.9772913,831.438781738281,779.848913724671,1724191151014,2,-128,-20,-89,22,22a,,20.741124264283
253,0.77,3,-113.674920904711,36.977413694798,831.438781738281,780.278258072452,1724191152017,2,-126,-20,-87,22,22a,,20.741124264283
255,0.77,3,-113.6750971,36.9772913,831.438781738281,779.848913724671,1724191153024,2,-126,-20,-87,22,22a,,41.3061323223744
257,0.77,3,-113.674746205365,36.9775350504328,831.438781738281,780.70395717696,1724191154021,3,-127,-20,-87,22,22a,,41.6789297705043
259,0.77,3,-113.674392143176,36.9777810012206,833.512878417969,781.566719175961,1724191155027,3,-127,-20,-87,22,22a,,82.985062092588
260,0.77,3,-113.6750971,36.9772913,831.438781738281,779.848913724671,1724191155027,3,-127,-20,-87,22,22a,,165.639861406745
261,0.77,3,-113.673689989362,36.9782687553191,844.408081054688,783.277694386887,1724191156029,2,-131,-20,-85,22,22a,,167.646383597795
263,0.77,3,-113.672265822837,36.9792580585816,839.054931640625,786.748036026828,1724191157031,2,-131,-20,-85,22,22a,,20.5792609606624
265,0.77,3,-113.672091,36.9793795,839.934936523438,787.174036048497,1724191158034,2,-130,-20,-87,22,22a,,10.0252948126568
267,0.77,3,-113.671978718276,36.9793886270269,839.934936523438,787.416679606813,1724191159044,2,-130,-20,-87,22,22a,,9.93595932753726
269,0.77,3,-113.671867437083,36.9793976727239,839.662719726563,787.657160994808,1724191160045,2,-127,-16,-93,22,22a,,19.9612541401905
270,0.77,3,-113.672091,36.9793795,839.934936523438,787.174036048497,1724191160045,2,-127,-16,-93,22,22a,,13.3036286653105
271,0.77,3,-113.67194200145,36.9793916116218,839.934936523438,787.496025568095,1724191161046,2,-127,-16,-93,22,22a,,13.3036286653105
273,0.77,3,-113.672091,36.9793795,839.934936523438,787.174036048497,1724191162048,2,-127,-16,-93,22,22a,,19.9238672836087
275,0.77,3,-113.67186785581,36.9793976386869,839.934936523438,787.656256115506,1724191163047,2,-127,-17,-91,22,22a,,19.9238672836087
277,0.77,3,-113.672091,36.9793795,839.934936523438,787.174036048497,1724191164047,2,-127,-17,-91,22,22a,,39.8975893745403
279,0.77,3,-113.6716441532,36.9794158227659,839.934936523438,788.139682939439,1724191165048,2,-125,-16,-101,22,22a,,39.8975893745403
280,0.77,3,-113.672091,36.9793795,839.934936523438,787.174036048497,1724191165048,2,-126,-16,-89,22,22a,,79.7951598996998
283,0.77,3,-113.6711973064,36.9794521455317,840.93994140625,789.105329830381,1724191166049,2,-125,-16,-101,22,22a,,79.7951598996998
284,0.77,3,-113.672091,36.9793795,839.934936523438,787.174036048497,1724191166049,2,-126,-16,-89,22,22a,,0
285,0.77,3,-113.672091,36.9793795,839.934936523438,787.174036048497,1724191166049,2,-125,-16,-101,22,22a,,159.669959728805
287,0.77,3,-113.67030272,36.9795248636364,842.791381835938,791.038552976683,1724191167051,3,-125,-15,-101,22,22a,,0
288,0.77,3,-113.67030272,36.9795248636364,842.791381835938,791.038552976683,1724191167051,3,-127,-17,-89,22,22a,,161.447354740498
291,0.77,3,-113.66849453,36.9796718456938,846.004638671875,794.946095903056,1724191168050,3,-125,-15,-101,22,22a,,0
293,0.77,3,-113.66849453,36.9796718456938,846.004638671875,794.946095903056,1724191168050,3,-127,-17,-89,22,22a,,16.6457057088681
295,0.77,3,-113.6683081,36.979687,846.044921875,795.348975704274,1724191169052,3,-128,-19,-89,22,22a,,0
296,0.77,3,-113.6683081,36.979687,846.044921875,795.348975704274,1724191169052,3,-121,-13,-97,22,22a,,11.0488812848239
299,0.77,3,-113.66818394563,36.979680949219,846.044921875,795.548253043553,1724191170052,3,-128,-19,-89,22,22a,,11.0488812848239
300,0.77,3,-113.6683081,36.979687,846.044921875,795.348975704274,1724191170052,3,-121,-13,-97,22,22a,,22.1530078574649
303,0.77,3,-113.668059170489,36.9796748681842,846.235778808594,795.748526769529,1724191171057,3,-120,-12,-99,22,22a,,22.1530078574649
304,0.77,3,-113.6683081,36.979687,846.044921875,795.348975704274,1724191171057,3,-127,-18,-91,22,22a,,0
305,0.77,3,-113.6683081,36.979687,846.044921875,795.348975704274,1724191171057,3,-120,-12,-99,22,22a,,11.0940974400509
307,0.77,3,-113.668183437544,36.979680924457,846.044921875,795.549068560928,1724191172057,3,-127,-18,-91,22,22a,,11.0940974400509
309,0.77,3,-113.6683081,36.979687,846.044921875,795.348975704274,1724191172057,3,-120,-12,-99,22,22a,,14.7786202004888
311,0.77,3,-113.668142035201,36.9796789066745,846.044921875,795.615522515313,1724191173057,3,-116,-13,-93,22,22a,,14.7786202004888
312,0.77,3,-113.6683081,36.979687,846.044921875,795.348975704274,1724191173057,3,-126,-17,-91,22,22a,,22.1275119799864
315,0.77,3,-113.668059456981,36.9796748821467,846.044921875,795.74806692657,1724191174057,3,-116,-13,-93,22,22a,,22.1275119799864
316,0.77,3,-113.6683081,36.979687,846.044921875,795.348975704274,1724191174057,3,-126,-17,-91,22,22a,,44.4984301597841
319,0.77,3,-113.667808078889,36.9796626309969,846.898010253906,796.151548152312,1724191175068,2,-112,-11,-91,22,22a,,44.4984301597841
