technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-71,28,-71,-13,-51,2147483647,69,66486,182,1,92200215,33795,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724190000000.0,1.048416666,26:53.4,-113.8600539,36.9202311,569.9449436747151
4G_LTE,-83,2147483647,-83,-20,-53,2147483647,57,66486,63,1,2147483647,2147483647,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724190000000.0,1.048416666,26:53.4,-113.8600539,36.9202311,569.9449436747151
4G_LTE,-107,-5,-107,-18,-65,2147483647,33,5110,163,2147483647,92200208,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,475.0578105,34:47.4,-113.8600539,36.9202311,569.9449436747151
4G_LTE,-107,-5,-107,-18,-65,2147483647,33,5110,163,2147483647,92200208,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,476.056949,34:48.4,-113.8600539,36.9202311,569.9449436747151
4G_LTE,-107,-5,-107,-18,-65,2147483647,33,5110,163,2147483647,92200208,33795,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,477.0593314,34:49.5,-113.8600539,36.9202311,569.9449436747151
4G_LTE,-108,2147483647,-108,-20,-67,2147483647,32,5110,163,10,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724190000000.0,478.0603924,34:50.5,-113.8600539,36.9202311,569.9449436747151
4G_LTE,-101,2147483647,-101,-15,-75,2147483647,39,5110,91,10,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724190000000.0,478.0603924,34:50.5,-113.8600539,36.9202311,569.9449436747151
4G_LTE,-106,2147483647,-106,-19,-75,2147483647,34,5110,27,10,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724190000000.0,478.0603924,34:50.5,-113.8600539,36.9202311,569.9449436747151
4G_LTE,-101,-5,-101,-15,-71,2147483647,39,5110,443,10,92315921,33795,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724190000000.0,478.0603924,34:50.5,-113.8600539,36.9202311,569.9449436747151
4G_LTE,-115,2147483647,-115,-20,-83,2147483647,25,700,429,10,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724190000000.0,478.0603924,34:50.5,-113.8600539,36.9202311,569.9449436747151
