technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc
4G_LTE,-113,2147483647,-113,-19,-85,2147483647,27,1000,326,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724356139631,22681.274576764,2024-08-22 15:48:59.631000,-97.2834784,33.0217252,160.215092126896,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1
4G_LTE,-122,2147483647,-122,-18,-95,2147483647,18,9820,333,13,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724356140634,22682.276972701,2024-08-22 15:49:00.634000,-97.2834784,33.0217252,160.215092126896,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1
4G_LTE,-112,2147483647,-112,-18,-85,2147483647,28,1000,3,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724356140634,22682.276972701,2024-08-22 15:49:00.634000,-97.2834784,33.0217252,160.215092126896,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1
4G_LTE,-111,2147483647,-111,-17,-85,2147483647,29,1000,472,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724356140634,22682.276972701,2024-08-22 15:49:00.634000,-97.2834784,33.0217252,160.215092126896,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1
4G_LTE,-111,2147483647,-111,-17,-85,2147483647,29,1000,472,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724356140634,22682.276972701,2024-08-22 15:49:00.634000,-97.2834784,33.0217252,160.215092126896,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1
4G_LTE,-112,2147483647,-112,-18,-85,2147483647,28,1000,3,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724356140634,22682.276972701,2024-08-22 15:49:00.634000,-97.2834784,33.0217252,160.215092126896,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1
4G_LTE,-113,2147483647,-113,-19,-85,2147483647,27,1000,326,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724356140634,22682.276972701,2024-08-22 15:49:00.634000,-97.2834784,33.0217252,160.215092126896,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1
4G_LTE,-122,2147483647,-122,-18,-95,2147483647,18,9820,333,13,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724356140634,22682.276972701,2024-08-22 15:49:00.634000,-97.2834784,33.0217252,160.215092126896,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1
4G_LTE,-111,2147483647,-111,-20,-81,2147483647,29,67086,143,13,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724356140634,22682.276972701,2024-08-22 15:49:00.634000,-97.2834784,33.0217252,160.215092126896,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1
4G_LTE,-107,2147483647,-107,-16,-81,2147483647,33,67086,8,13,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724356140634,22682.276972701,2024-08-22 15:49:00.634000,-97.2834784,33.0217252,160.215092126896,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1
