technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc
4G_LTE,-104,2147483647,-104,-12,-73,2147483647,36,9820,318,30,10271127,28171,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",310,410,1,1724348336391,14878.034211928,2024-08-22 13:38:56.391000,-98.0304478,33.6439795,272.571410573848,480770303021026.0,TX,48077030302.0,1514852380.0,480770303021026.0,27957557.0,48077.0,Clay County,4.81,9
4G_LTE,-101,2147483647,-101,-20,-71,2147483647,39,5145,451,30,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724348336391,14878.034211928,2024-08-22 13:38:56.391000,-98.0304478,33.6439795,272.571410573848,480770303021026.0,TX,48077030302.0,1514852380.0,480770303021026.0,27957557.0,48077.0,Clay County,4.81,9
4G_LTE,-105,2147483647,-105,-18,-79,2147483647,35,5145,357,30,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724348336391,14878.034211928,2024-08-22 13:38:56.391000,-98.0304478,33.6439795,272.571410573848,480770303021026.0,TX,48077030302.0,1514852380.0,480770303021026.0,27957557.0,48077.0,Clay County,4.81,9
4G_LTE,-102,2147483647,-102,-8,-79,2147483647,38,67086,396,30,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724348336391,14878.034211928,2024-08-22 13:38:56.391000,-98.0304478,33.6439795,272.571410573848,480770303021026.0,TX,48077030302.0,1514852380.0,480770303021026.0,27957557.0,48077.0,Clay County,4.81,9
4G_LTE,-114,2147483647,-114,-17,-87,2147483647,26,1100,199,30,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724348336391,14878.034211928,2024-08-22 13:38:56.391000,-98.0304478,33.6439795,272.571410573848,480770303021026.0,TX,48077030302.0,1514852380.0,480770303021026.0,27957557.0,48077.0,Clay County,4.81,9
4G_LTE,-103,2147483647,-103,-8,-73,2147483647,37,1100,469,30,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724348336391,14878.034211928,2024-08-22 13:38:56.391000,-98.0304478,33.6439795,272.571410573848,480770303021026.0,TX,48077030302.0,1514852380.0,480770303021026.0,27957557.0,48077.0,Clay County,4.81,9
4G_LTE,-110,2147483647,-110,-18,-79,2147483647,30,1100,199,30,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724348337394,14879.03657047,2024-08-22 13:38:57.394000,-98.0302499924892,33.64389182050506,272.22858509009484,480770303021026.0,TX,48077030302.0,1514852380.0,480770303021026.0,27957557.0,48077.0,Clay County,4.81,9
4G_LTE,-108,2147483647,-108,-9,-89,2147483647,32,67086,396,30,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724348337394,14879.03657047,2024-08-22 13:38:57.394000,-98.0304478,33.6439795,272.571410573848,480770303021026.0,TX,48077030302.0,1514852380.0,480770303021026.0,27957557.0,48077.0,Clay County,4.81,9
4G_LTE,-110,2147483647,-110,-18,-79,2147483647,30,1100,199,30,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724348337394,14879.03657047,2024-08-22 13:38:57.394000,-98.0304478,33.6439795,272.571410573848,480770303021026.0,TX,48077030302.0,1514852380.0,480770303021026.0,27957557.0,48077.0,Clay County,4.81,9
4G_LTE,-101,2147483647,-101,-10,-83,2147483647,39,5145,280,30,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724348337394,14879.03657047,2024-08-22 13:38:57.394000,-98.0304478,33.6439795,272.571410573848,480770303021026.0,TX,48077030302.0,1514852380.0,480770303021026.0,27957557.0,48077.0,Clay County,4.81,9
