technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc
4G_LTE,-122,2147483647,-122,-19,-93,2147483647,18,67086,15,14,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724438115318,18797.251056527,2024-08-23 14:35:15.318000,-92.87682176427552,34.36001201510689,38.74377569167686,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-121,2147483647,-121,-18,-93,2147483647,19,67086,159,14,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724438115318,18797.251056527,2024-08-23 14:35:15.318000,-92.87682176427552,34.36001201510689,38.74377569167686,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-121,2147483647,-121,-18,-93,2147483647,19,67086,159,14,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724438116326,18798.258638506,2024-08-23 14:35:16.326000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-122,2147483647,-122,-19,-93,2147483647,18,67086,15,14,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724438116326,18798.258638506,2024-08-23 14:35:16.326000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-113,2147483647,-113,-14,-75,2147483647,27,700,291,14,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,1,1724438116326,18798.258638506,2024-08-23 14:35:16.326000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-117,2147483647,-117,-17,-85,2147483647,23,700,103,14,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724438116326,18798.258638506,2024-08-23 14:35:16.326000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-119,2147483647,-119,-19,-85,2147483647,21,700,159,14,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724438116326,18798.258638506,2024-08-23 14:35:16.326000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-115,2147483647,-115,-16,-85,2147483647,25,66486,291,14,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724438116326,18798.258638506,2024-08-23 14:35:16.326000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-105,2147483647,-105,-17,-81,2147483647,35,5110,291,14,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,1,1724438116326,18798.258638506,2024-08-23 14:35:16.326000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-104,2147483647,-104,-15,-81,2147483647,36,5110,103,14,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724438116326,18798.258638506,2024-08-23 14:35:16.326000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-115,2147483647,-115,-13,-83,2147483647,25,67086,291,14,64414141,24588,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724438116326,18798.258638506,2024-08-23 14:35:16.326000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-117,2147483647,-117,-16,-87,2147483647,23,66486,291,13,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724438117327,18799.259681006,2024-08-23 14:35:17.327000,-92.87645312273456,34.360237976805,38.39639681626736,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-122,2147483647,-122,-20,-91,2147483647,18,700,159,13,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724438117327,18799.259681006,2024-08-23 14:35:17.327000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-116,2147483647,-116,-15,-91,2147483647,24,700,103,13,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724438117327,18799.259681006,2024-08-23 14:35:17.327000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-122,2147483647,-122,-17,-95,2147483647,18,67086,159,13,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724438117327,18799.259681006,2024-08-23 14:35:17.327000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-125,2147483647,-125,-17,-95,2147483647,15,67086,163,13,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724438117327,18799.259681006,2024-08-23 14:35:17.327000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-122,2147483647,-122,-17,-93,2147483647,18,67086,15,13,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724438117327,18799.259681006,2024-08-23 14:35:17.327000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-116,2147483647,-116,-15,-91,2147483647,24,700,291,13,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,1,1724438117327,18799.259681006,2024-08-23 14:35:17.327000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-115,2147483647,-115,-12,-83,2147483647,25,67086,291,13,64414141,24588,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724438117327,18799.259681006,2024-08-23 14:35:17.327000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-116,2147483647,-116,-15,-91,2147483647,24,700,103,13,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724438118328,18800.261791995,2024-08-23 14:35:18.328000,-92.87643036933105,34.36025187980809,38.40648568230301,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-117,2147483647,-117,-16,-87,2147483647,23,66486,291,13,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724438118328,18800.261791995,2024-08-23 14:35:18.328000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-122,2147483647,-122,-20,-91,2147483647,18,700,159,13,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724438118328,18800.261791995,2024-08-23 14:35:18.328000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
4G_LTE,-125,2147483647,-125,-17,-95,2147483647,15,67086,163,13,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724438118328,18800.261791995,2024-08-23 14:35:18.328000,-92.8766354,34.3601266,38.3155750213224,50590206001089,AR,5059020600,304566931,50590206001089,25783,5059,Hot Spring County,,6
