technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,physiographic_region_area,physiographic_region_perimeter,physiographic_region_physiodd_,physiographic_region_physiodd_i,physiographic_region_fcode,physiographic_region_fencode,physiographic_region_division,physiographic_region_province,physiographic_region_section,physiographic_region_provcode
4G_LTE,-108,2147483647,-108,-19,-79,2147483647,32,5145,65,17,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724218455017,32737.718675272,2024-08-21 01:34:15.017000,-108.2110468,36.7689454,1651.36655677068,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
4G_LTE,-108,2147483647,-108,-19,-75,2147483647,32,5145,78,17,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724218455017,32737.718675272,2024-08-21 01:34:15.017000,-108.2110468,36.7689454,1651.36655677068,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
4G_LTE,-96,2147483647,-96,-7,-75,2147483647,44,5145,82,17,1307394,44403,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,320,1,1724218455017,32737.718675272,2024-08-21 01:34:15.017000,-108.2110468,36.7689454,1651.36655677068,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
4G_LTE,-115,2147483647,-115,-20,-83,2147483647,25,5145,47,17,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724218455017,32737.718675272,2024-08-21 01:34:15.017000,-108.2110468,36.7689454,1651.36655677068,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
4G_LTE,-107,2147483647,-107,-10,-79,2147483647,33,5145,63,17,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724218455017,32737.718675272,2024-08-21 01:34:15.017000,-108.2110468,36.7689454,1651.36655677068,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
4G_LTE,-114,2147483647,-114,-16,-89,2147483647,26,66661,83,17,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724218456034,32738.735792824,2024-08-21 01:34:16.034000,-108.21098435798504,36.76906587510341,1651.698775098239,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
4G_LTE,-104,2147483647,-104,-11,-81,2147483647,36,66661,82,17,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724218456034,32738.735792824,2024-08-21 01:34:16.034000,-108.2110468,36.7689454,1651.36655677068,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
4G_LTE,-120,2147483647,-120,-16,-89,2147483647,20,66911,83,17,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724218456034,32738.735792824,2024-08-21 01:34:16.034000,-108.2110468,36.7689454,1651.36655677068,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
4G_LTE,-107,2147483647,-107,-10,-87,2147483647,33,66911,82,17,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724218456034,32738.735792824,2024-08-21 01:34:16.034000,-108.2110468,36.7689454,1651.36655677068,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
4G_LTE,-115,2147483647,-115,-18,-85,2147483647,25,5145,78,17,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724218456034,32738.735792824,2024-08-21 01:34:16.034000,-108.2110468,36.7689454,1651.36655677068,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
4G_LTE,-115,2147483647,-115,-18,-85,2147483647,25,5145,78,17,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724218456034,32738.735792824,2024-08-21 01:34:16.034000,-108.2110468,36.7689454,1651.36655677068,350459433002077.0,NM,35045943300.0,800649877.0,350459433002077.0,188922.0,35045.0,San Juan County,6.95,9.0,9.438,14.677,287.0,25.0,214.0,21d,intermontane_plateaus,colorado_plateaus,navajo,21.0
