technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,physiographic_region_area,physiographic_region_perimeter,physiographic_region_physiodd_,physiographic_region_physiodd_i,physiographic_region_fcode,physiographic_region_fencode,physiographic_region_division,physiographic_region_province,physiographic_region_section,physiographic_region_provcode
4G_LTE,-99,2147483647,-99,-11,-59,2147483647,41,9820,49,8,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724426166372,6848.306019679,2024-08-23 11:16:06.372000,-96.2551835,32.9895741,140.074263578749,482319614012086,TX,48231961401,76930932,482319614012086,92668,48231,Hunt County,267.92,1,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0
4G_LTE,-108,2147483647,-108,-19,-77,2147483647,32,9820,77,8,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724426166372,6848.306019679,2024-08-23 11:16:06.372000,-96.2551835,32.9895741,140.074263578749,482319614012086,TX,48231961401,76930932,482319614012086,92668,48231,Hunt County,267.92,1,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0
4G_LTE,-108,2147483647,-108,-19,-77,2147483647,32,9820,77,8,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724426166372,6848.306019679,2024-08-23 11:16:06.372000,-96.2551835,32.9895741,140.074263578749,482319614012086,TX,48231961401,76930932,482319614012086,92668,48231,Hunt County,267.92,1,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0
4G_LTE,-94,2147483647,-94,-15,-61,2147483647,46,67086,362,8,135346712,26884,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724426166372,6848.306019679,2024-08-23 11:16:06.372000,-96.2551835,32.9895741,140.074263578749,482319614012086,TX,48231961401,76930932,482319614012086,92668,48231,Hunt County,267.92,1,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0
4G_LTE,-99,2147483647,-99,-18,-59,2147483647,41,67086,351,8,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724426166372,6848.306019679,2024-08-23 11:16:06.372000,-96.2551835,32.9895741,140.074263578749,482319614012086,TX,48231961401,76930932,482319614012086,92668,48231,Hunt County,267.92,1,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0
4G_LTE,-96,2147483647,-96,-15,-57,2147483647,44,1000,328,8,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724426166372,6848.306019679,2024-08-23 11:16:06.372000,-96.2551835,32.9895741,140.074263578749,482319614012086,TX,48231961401,76930932,482319614012086,92668,48231,Hunt County,267.92,1,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0
4G_LTE,-89,2147483647,-89,-12,-51,2147483647,51,5330,173,8,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724426166372,6848.306019679,2024-08-23 11:16:06.372000,-96.2551835,32.9895741,140.074263578749,482319614012086,TX,48231961401,76930932,482319614012086,92668,48231,Hunt County,267.92,1,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0
4G_LTE,-96,2147483647,-96,-17,-67,2147483647,44,5330,231,8,2147483647,2147483647,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724426166372,6848.306019679,2024-08-23 11:16:06.372000,-96.2551835,32.9895741,140.074263578749,482319614012086,TX,48231961401,76930932,482319614012086,92668,48231,Hunt County,267.92,1,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0
4G_LTE,-99,2147483647,-99,-11,-59,2147483647,41,9820,49,8,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724426166372,6848.306019679,2024-08-23 11:16:06.372000,-96.2551835,32.9895741,140.074263578749,482319614012086,TX,48231961401,76930932,482319614012086,92668,48231,Hunt County,267.92,1,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0
4G_LTE,-89,2147483647,-89,-15,-55,2147483647,51,67086,362,7,135346712,26884,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724426167374,6849.307648585,2024-08-23 11:16:07.374000,-96.25464797042952,32.98990104666625,140.04944109306314,482319614012086,TX,48231961401,76930932,482319614012086,92668,48231,Hunt County,267.92,1,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0
