technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name
4G_LTE,-110,2147483647,-110,-7,-91,2147483647,30,67086,94,58,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724337215505,3757.148759817,2024-08-22 10:33:35.505000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-104,2147483647,-104,-11,-81,2147483647,36,9820,343,58,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724337215505,3757.148759817,2024-08-22 10:33:35.505000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-108,2147483647,-108,-9,-91,2147483647,32,66536,280,58,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724337215505,3757.148759817,2024-08-22 10:33:35.505000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-109,2147483647,-109,-20,-79,2147483647,31,66536,443,58,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724337215505,3757.148759817,2024-08-22 10:33:35.505000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-106,2147483647,-106,-8,-81,2147483647,34,1125,429,58,203369481,27651,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724337215505,3757.148759817,2024-08-22 10:33:35.505000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-111,2147483647,-111,-17,-81,2147483647,29,66536,292,58,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-106,2147483647,-106,-8,-81,2147483647,34,1125,429,58,203369481,27651,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-118,2147483647,-118,-15,-87,2147483647,22,1125,300,58,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-122,2147483647,-122,-18,-95,2147483647,18,1125,149,58,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-110,2147483647,-110,-7,-91,2147483647,30,67086,94,58,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-104,2147483647,-104,-11,-81,2147483647,36,9820,343,58,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-104,2147483647,-104,-11,-81,2147483647,36,9820,343,58,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-110,2147483647,-110,-7,-91,2147483647,30,67086,94,58,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-108,2147483647,-108,-9,-91,2147483647,32,66536,280,58,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-122,2147483647,-122,-18,-95,2147483647,18,1125,149,58,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
4G_LTE,-118,2147483647,-118,-15,-87,2147483647,22,1125,300,58,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724337216508,3758.150920702,2024-08-22 10:33:36.508000,-100.8844868,34.9364942,0.0,481299502001040,TX,48129950200,13569862,481299502001040,10670,48129,Donley County
