technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,physiographic_region_area,physiographic_region_perimeter,physiographic_region_physiodd_,physiographic_region_physiodd_i,physiographic_region_fcode,physiographic_region_fencode,physiographic_region_division,physiographic_region_province,physiographic_region_section,physiographic_region_provcode,elevation,distance_to_next_point_meters
4G_LTE,-111,2147483647,-111,-17,-83,2147483647,29,5330,107,24,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724346103182,12644.824243041,2024-08-22 13:01:43.182000,-98.7069291,33.9657294,279.664794921875,484850138003070.0,TX,48485013800.0,1049319855.0,484850138003070.0,58988.0,48485.0,Wichita County,11.26,9.0,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,312.2110290527344,0.0
4G_LTE,-109,2147483647,-109,-17,-83,2147483647,31,5330,376,24,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724346103182,12644.824243041,2024-08-22 13:01:43.182000,-98.7069291,33.9657294,279.664794921875,484850138003070.0,TX,48485013800.0,1049319855.0,484850138003070.0,58988.0,48485.0,Wichita County,11.26,9.0,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,312.2110290527344,0.0
4G_LTE,-109,2147483647,-109,-16,-83,2147483647,31,5330,273,24,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724346103182,12644.824243041,2024-08-22 13:01:43.182000,-98.7069291,33.9657294,279.664794921875,484850138003070.0,TX,48485013800.0,1049319855.0,484850138003070.0,58988.0,48485.0,Wichita County,11.26,9.0,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,312.2110290527344,0.0
4G_LTE,-116,2147483647,-116,-17,-89,2147483647,24,9820,366,24,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724346103182,12644.824243041,2024-08-22 13:01:43.182000,-98.7069291,33.9657294,279.664794921875,484850138003070.0,TX,48485013800.0,1049319855.0,484850138003070.0,58988.0,48485.0,Wichita County,11.26,9.0,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,312.2110290527344,0.0
4G_LTE,-111,2147483647,-111,-18,-83,2147483647,29,9820,363,24,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724346103182,12644.824243041,2024-08-22 13:01:43.182000,-98.7069291,33.9657294,279.664794921875,484850138003070.0,TX,48485013800.0,1049319855.0,484850138003070.0,58988.0,48485.0,Wichita County,11.26,9.0,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,312.2110290527344,0.0
4G_LTE,-115,2147483647,-115,-16,-89,2147483647,25,9820,5,24,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724346103182,12644.824243041,2024-08-22 13:01:43.182000,-98.7069291,33.9657294,279.664794921875,484850138003070.0,TX,48485013800.0,1049319855.0,484850138003070.0,58988.0,48485.0,Wichita County,11.26,9.0,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,312.2110290527344,0.0
4G_LTE,-107,2147483647,-107,-10,-89,2147483647,33,9820,200,24,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724346103182,12644.824243041,2024-08-22 13:01:43.182000,-98.7069291,33.9657294,279.664794921875,484850138003070.0,TX,48485013800.0,1049319855.0,484850138003070.0,58988.0,48485.0,Wichita County,11.26,9.0,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,312.2110290527344,0.0
4G_LTE,-105,2147483647,-105,-14,-73,2147483647,35,67086,348,24,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724346103182,12644.824243041,2024-08-22 13:01:43.182000,-98.7069291,33.9657294,279.664794921875,484850138003070.0,TX,48485013800.0,1049319855.0,484850138003070.0,58988.0,48485.0,Wichita County,11.26,9.0,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,312.2110290527344,0.0
4G_LTE,-110,2147483647,-110,-17,-83,2147483647,30,1050,307,24,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724346103182,12644.824243041,2024-08-22 13:01:43.182000,-98.7069291,33.9657294,279.664794921875,484850138003070.0,TX,48485013800.0,1049319855.0,484850138003070.0,58988.0,48485.0,Wichita County,11.26,9.0,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,312.2110290527344,0.0
4G_LTE,-116,2147483647,-116,-17,-89,2147483647,24,9820,366,24,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724346103182,12644.824243041,2024-08-22 13:01:43.182000,-98.7069291,33.9657294,279.664794921875,484850138003070.0,TX,48485013800.0,1049319855.0,484850138003070.0,58988.0,48485.0,Wichita County,11.26,9.0,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,312.2110290527344,26.8278321097848
